val1,val2,val3,val4,num_moves_Q_learning_needs,first_move_by_Q_learning
53.0,-94.0,-190.0,337.0,8,0
-35.0,8.0,-22.0,5.0,5,1
77.0,12.0,32.0,5.0,6,3
49.0,22.0,118.0,53.0,6,3
-127.0,-50.0,94.0,37.0,8,3
-87.0,50.0,214.0,-123.0,8,1
-31.0,18.0,12.0,-7.0,5,1
193.0,-234.0,-80.0,97.0,9,0
145.0,-106.0,316.0,-231.0,9,1
17.0,72.0,-64.0,-271.0,8,2
1.0,-12.0,-4.0,49.0,8,0
-23.0,6.0,-50.0,13.0,6,1
-19.0,-50.0,-30.0,-79.0,6,2
53.0,128.0,224.0,541.0,8,2
17.0,4.0,4.0,1.0,4,3
-11.0,-2.0,-16.0,-3.0,5,3
-951.0,1304.0,-590.0,809.0,11,0
-11.0,16.0,2.0,-3.0,5,0
-191.0,262.0,78.0,-107.0,8,0
-171.0,20.0,-248.0,29.0,10,1
-83.0,302.0,-296.0,1077.0,11,0
65.0,148.0,148.0,337.0,8,2
-7.0,-2.0,32.0,9.0,5,3
1.0,-2.0,-2.0,5.0,2,0
-11.0,24.0,-28.0,61.0,6,0
-475.0,-104.0,-1256.0,-275.0,10,3
5.0,6.0,14.0,17.0,6,2
-43.0,-58.0,-20.0,-27.0,7,2
-83.0,-34.0,188.0,77.0,7,3
-3.0,-8.0,-4.0,-11.0,4,2
-7.0,-4.0,16.0,9.0,4,3
177.0,-80.0,104.0,-47.0,8,1
25.0,82.0,-18.0,-59.0,8,2
-39.0,106.0,32.0,-87.0,9,0
5.0,-12.0,-2.0,5.0,3,0
-39.0,62.0,22.0,-35.0,6,0
509.0,208.0,208.0,85.0,8,3
-27.0,44.0,-8.0,13.0,6,0
281.0,-626.0,-180.0,401.0,9,0
-23.0,6.0,42.0,-11.0,6,1
-7.0,-4.0,-12.0,-7.0,4,3
-59.0,32.0,-142.0,77.0,7,1
-495.0,1262.0,-788.0,2009.0,11,0
9.0,22.0,2.0,5.0,4,2
325.0,-136.0,-184.0,77.0,8,1
105.0,586.0,74.0,413.0,10,2
613.0,-398.0,1360.0,-883.0,11,1
121.0,-534.0,46.0,-203.0,8,0
-103.0,30.0,24.0,-7.0,7,1
1.0,0.0,-6.0,1.0,3,1
121.0,50.0,-288.0,-119.0,7,3
-39.0,172.0,-100.0,441.0,8,0
-107.0,712.0,188.0,-1251.0,12,0
-159.0,376.0,74.0,-175.0,9,0
-39.0,10.0,-4.0,1.0,7,1
-755.0,-172.0,338.0,77.0,9,3
-111.0,176.0,-152.0,241.0,8,0
-191.0,-120.0,460.0,289.0,8,3
-43.0,-16.0,-94.0,-35.0,7,3
-111.0,158.0,196.0,-279.0,9,0
-3.0,-4.0,4.0,5.0,4,2
-191.0,74.0,-302.0,117.0,8,1
65.0,-14.0,14.0,-3.0,6,1
57.0,-32.0,-16.0,9.0,6,1
-191.0,-36.0,-122.0,-23.0,9,3
13.0,4.0,-10.0,-3.0,5,3
-35.0,-16.0,-24.0,-11.0,6,3
213.0,472.0,-88.0,-195.0,8,2
-59.0,104.0,-80.0,141.0,8,0
-83.0,186.0,-220.0,493.0,9,0
97.0,-28.0,-142.0,41.0,9,1
5.0,2.0,12.0,5.0,3,3
193.0,136.0,-44.0,-31.0,8,3
77.0,124.0,18.0,29.0,7,2
29.0,-18.0,-66.0,41.0,6,1
17.0,-2.0,-8.0,1.0,5,1
-71.0,-20.0,32.0,9.0,6,3
1.0,-4.0,-2.0,9.0,3,0
29.0,-70.0,-12.0,29.0,5,0
161.0,-38.0,-72.0,17.0,7,1
21.0,-16.0,4.0,-3.0,6,1
-271.0,346.0,112.0,-143.0,9,0
-7.0,16.0,10.0,-23.0,5,0
-79.0,188.0,50.0,-119.0,7,0
333.0,-76.0,-92.0,21.0,8,1
-159.0,100.0,380.0,-239.0,8,1
-103.0,-396.0,-58.0,-223.0,9,2
-31.0,-144.0,14.0,65.0,7,2
-3.0,-8.0,8.0,21.0,4,2
53.0,246.0,14.0,65.0,8,2
1.0,-2.0,4.0,-7.0,3,0
-7.0,18.0,26.0,-67.0,6,0
41.0,-98.0,-64.0,153.0,7,0
77.0,-54.0,164.0,-115.0,9,1
-19.0,-64.0,-46.0,-155.0,7,2
1.0,0.0,-6.0,1.0,3,1
-251.0,-162.0,392.0,253.0,9,3
-151.0,-44.0,278.0,81.0,9,3
25.0,6.0,4.0,1.0,5,3
5.0,8.0,-12.0,-19.0,4,2
5.0,-12.0,-12.0,29.0,4,0
1.0,-2.0,8.0,-15.0,5,0
-11.0,-6.0,24.0,13.0,5,3
37.0,-60.0,66.0,-107.0,7,0
-31.0,-42.0,-14.0,-19.0,6,2
-47.0,-264.0,-34.0,-191.0,9,2
1.0,2.0,-2.0,-3.0,2,2
181.0,-126.0,102.0,-71.0,8,1
9.0,-14.0,-34.0,53.0,6,0
29.0,-12.0,-12.0,5.0,4,1
-3.0,2.0,-14.0,9.0,4,1
-111.0,160.0,-34.0,49.0,9,0
-11.0,-16.0,-2.0,-3.0,5,2
-11.0,36.0,-4.0,13.0,6,0
-71.0,268.0,40.0,-151.0,8,0
121.0,-288.0,-434.0,1033.0,9,0
1.0,0.0,-2.0,1.0,1,1
13.0,-8.0,-60.0,37.0,6,1
13.0,22.0,-42.0,-71.0,8,2
37.0,8.0,-14.0,-3.0,5,3
-503.0,192.0,186.0,-71.0,9,1
9.0,-34.0,-14.0,53.0,6,0
181.0,-488.0,102.0,-275.0,9,0
-87.0,34.0,-64.0,25.0,7,1
-135.0,-98.0,62.0,45.0,8,3
-43.0,-18.0,98.0,41.0,6,3
29.0,-46.0,-104.0,165.0,7,0
229.0,-980.0,-390.0,1669.0,11,0
329.0,136.0,254.0,105.0,9,3
157.0,-988.0,256.0,-1611.0,12,0
-3.0,-8.0,2.0,5.0,3,2
-127.0,-30.0,72.0,17.0,7,3
9.0,-14.0,20.0,-31.0,5,0
5.0,-2.0,-2.0,1.0,2,1
-19.0,12.0,-46.0,29.0,5,1
9.0,22.0,-16.0,-39.0,5,2
1.0,2.0,-2.0,-3.0,2,2
-831.0,1792.0,326.0,-703.0,11,0
13.0,10.0,-4.0,-3.0,5,3
-83.0,528.0,-36.0,229.0,10,0
49.0,178.0,30.0,109.0,8,2
13.0,22.0,36.0,61.0,7,2
-7.0,-12.0,-4.0,-7.0,4,2
53.0,-12.0,-22.0,5.0,5,1
17.0,32.0,26.0,49.0,7,2
57.0,-16.0,-374.0,105.0,9,1
-227.0,158.0,556.0,-387.0,9,1
25.0,-54.0,-6.0,13.0,6,0
-175.0,236.0,-66.0,89.0,9,0
-19.0,-8.0,12.0,5.0,4,3
1.0,6.0,0.0,1.0,3,2
-11.0,-18.0,8.0,13.0,5,2
-7.0,16.0,10.0,-23.0,5,0
-7.0,4.0,-2.0,1.0,3,1
9.0,4.0,2.0,1.0,3,3
29.0,-18.0,-66.0,41.0,6,1
-83.0,298.0,188.0,-675.0,9,0
-39.0,32.0,28.0,-23.0,8,1
-39.0,-16.0,-56.0,-23.0,6,3
1117.0,-1744.0,212.0,-331.0,12,0
-1103.0,462.0,456.0,-191.0,9,1
1.0,0.0,-10.0,1.0,5,1
49.0,-6.0,-8.0,1.0,7,1
-155.0,-98.0,-68.0,-43.0,7,3
-3.0,22.0,2.0,-15.0,6,0
5.0,-22.0,8.0,-35.0,5,0
9.0,38.0,-32.0,-135.0,7,2
9.0,14.0,-20.0,-31.0,5,2
9.0,-14.0,2.0,-3.0,4,0
-3.0,-10.0,4.0,13.0,5,2
45.0,-26.0,-64.0,37.0,7,1
-7.0,4.0,-2.0,1.0,3,1
-203.0,-362.0,-60.0,-107.0,9,2
5.0,-16.0,-4.0,13.0,6,0
-31.0,-44.0,12.0,17.0,6,2
-19.0,34.0,-52.0,93.0,7,0
-31.0,-8.0,-58.0,-15.0,7,3
33.0,-26.0,80.0,-63.0,7,1
-1111.0,-1990.0,340.0,609.0,13,2
41.0,22.0,-28.0,-15.0,7,3
9.0,-76.0,16.0,-135.0,8,0
13.0,28.0,6.0,13.0,5,2
-139.0,18.0,54.0,-7.0,8,1
-83.0,40.0,56.0,-27.0,10,1
9.0,-50.0,-16.0,89.0,7,0
5.0,8.0,8.0,13.0,4,2
-3.0,-8.0,14.0,37.0,5,2
-11.0,-2.0,-16.0,-3.0,5,3
1.0,0.0,2.0,1.0,1,3
-35.0,8.0,-22.0,5.0,5,1
17.0,112.0,-12.0,-79.0,8,2
5.0,-8.0,2.0,-3.0,3,0
185.0,-484.0,-86.0,225.0,9,0
-31.0,-54.0,-4.0,-7.0,7,2
53.0,30.0,30.0,17.0,6,3
21.0,-4.0,-26.0,5.0,7,1
-71.0,-182.0,16.0,41.0,7,2
9.0,38.0,22.0,93.0,6,2
41.0,-18.0,98.0,-43.0,6,1
-39.0,62.0,-56.0,89.0,7,0
-19.0,60.0,44.0,-139.0,10,0
-23.0,154.0,102.0,-683.0,10,0
-767.0,-174.0,216.0,49.0,9,3
25.0,-118.0,-18.0,85.0,8,0
-7.0,2.0,24.0,-7.0,5,1
1.0,-2.0,-10.0,21.0,6,0
-31.0,-80.0,-12.0,-31.0,6,2
5.0,4.0,16.0,13.0,6,3
5.0,32.0,2.0,13.0,5,2
-7.0,-60.0,-12.0,-103.0,8,2
25.0,-6.0,-154.0,37.0,8,1
-135.0,-176.0,56.0,73.0,8,2
-35.0,-118.0,62.0,209.0,8,2
13.0,-4.0,-16.0,5.0,6,1
-51.0,142.0,14.0,-39.0,8,0
5.0,-8.0,-8.0,13.0,4,0
-91.0,-20.0,-232.0,-51.0,8,3
9.0,50.0,-2.0,-11.0,6,2
-19.0,-46.0,12.0,29.0,5,2
-11.0,62.0,36.0,-203.0,9,0
109.0,-46.0,64.0,-27.0,7,1
17.0,-4.0,-38.0,9.0,5,1
-27.0,46.0,44.0,-75.0,7,0
-171.0,292.0,-106.0,181.0,9,0
-3.0,-2.0,2.0,1.0,2,3
329.0,-912.0,-136.0,377.0,10,0
45.0,-16.0,76.0,-27.0,8,1
1.0,2.0,-2.0,-3.0,2,2
5.0,8.0,-2.0,-3.0,3,2
29.0,18.0,8.0,5.0,5,3
1.0,2.0,2.0,5.0,2,2
53.0,-76.0,30.0,-43.0,7,0
-31.0,80.0,74.0,-191.0,7,0
29.0,46.0,-12.0,-19.0,5,2
81.0,32.0,-200.0,-79.0,8,3
-31.0,-14.0,206.0,93.0,8,3
1.0,-2.0,-4.0,9.0,3,0
1.0,-4.0,-2.0,9.0,3,0
-59.0,144.0,-84.0,205.0,8,0
-47.0,30.0,-58.0,37.0,8,1
-7.0,-30.0,18.0,77.0,6,2
45.0,8.0,28.0,5.0,6,3
85.0,-38.0,-38.0,17.0,6,1
-83.0,-174.0,218.0,457.0,10,2
-15.0,-4.0,-26.0,-7.0,5,3
685.0,-1678.0,1092.0,-2675.0,11,0
181.0,-280.0,64.0,-99.0,10,0
-67.0,162.0,-12.0,29.0,7,0
-131.0,286.0,60.0,-131.0,9,0
-35.0,-218.0,92.0,573.0,9,2
-11.0,4.0,8.0,-3.0,4,1
9.0,-4.0,-2.0,1.0,3,1
-79.0,-200.0,32.0,81.0,8,2
-203.0,-54.0,94.0,25.0,8,3
-231.0,596.0,-50.0,129.0,9,0
5.0,12.0,12.0,29.0,4,2
-795.0,-626.0,-334.0,-263.0,10,3
-7.0,-6.0,6.0,5.0,6,3
173.0,76.0,-280.0,-123.0,8,3
49.0,-26.0,-32.0,17.0,7,1
9.0,-56.0,14.0,-87.0,7,0
125.0,238.0,198.0,377.0,10,2
213.0,-46.0,-338.0,73.0,8,1
105.0,-188.0,-358.0,641.0,11,0
-43.0,-70.0,-164.0,-267.0,9,2
169.0,268.0,268.0,425.0,8,2
-91.0,-36.0,-230.0,-91.0,9,3
-47.0,10.0,14.0,-3.0,6,1
-71.0,20.0,-32.0,9.0,6,1
-163.0,714.0,92.0,-403.0,9,0
-19.0,-34.0,14.0,25.0,6,2
65.0,-12.0,-222.0,41.0,9,1
-179.0,970.0,-74.0,401.0,10,0
53.0,-76.0,30.0,-43.0,7,0
13.0,-58.0,-80.0,357.0,9,0
1.0,0.0,-2.0,1.0,1,1
-7.0,12.0,4.0,-7.0,4,0
-263.0,-626.0,192.0,457.0,9,2
-55.0,252.0,-98.0,449.0,9,0
29.0,12.0,12.0,5.0,4,3
45.0,28.0,8.0,5.0,6,3
-3.0,4.0,2.0,-3.0,3,0
85.0,52.0,-18.0,-11.0,7,3
73.0,40.0,-42.0,-23.0,7,3
9.0,2.0,4.0,1.0,3,3
57.0,-32.0,98.0,-55.0,7,1
-71.0,-40.0,300.0,169.0,8,3
29.0,-12.0,162.0,-67.0,7,1
17.0,-14.0,-40.0,33.0,7,1
-135.0,238.0,38.0,-67.0,8,0
-11.0,-26.0,-30.0,-71.0,6,2
169.0,-1260.0,90.0,-671.0,13,0
-35.0,-166.0,-74.0,-351.0,10,2
-7.0,-4.0,2.0,1.0,3,3
-87.0,-38.0,-16.0,-7.0,7,3
-11.0,8.0,4.0,-3.0,4,1
13.0,-6.0,-2.0,1.0,4,1
9.0,2.0,4.0,1.0,3,3
-347.0,-214.0,60.0,37.0,9,3
5.0,-42.0,8.0,-67.0,7,0
17.0,112.0,-12.0,-79.0,8,2
33.0,-40.0,-14.0,17.0,7,0
-75.0,284.0,-14.0,53.0,9,0
-11.0,-2.0,28.0,5.0,5,3
-3.0,-4.0,4.0,5.0,4,2
313.0,38.0,140.0,17.0,9,3
-23.0,-52.0,4.0,9.0,6,2
245.0,-1038.0,-38.0,161.0,10,0
25.0,6.0,4.0,1.0,5,3
17.0,-8.0,32.0,-15.0,6,1
-31.0,-104.0,-138.0,-463.0,9,2
-347.0,-78.0,-1864.0,-419.0,11,3
1.0,-2.0,6.0,-11.0,4,0
173.0,66.0,422.0,161.0,8,3
33.0,-56.0,-10.0,17.0,7,0
245.0,528.0,58.0,125.0,9,2
-131.0,834.0,30.0,-191.0,10,0
13.0,-50.0,32.0,-123.0,7,0
81.0,112.0,-34.0,-47.0,7,2
1.0,-2.0,-2.0,5.0,2,0
5.0,12.0,22.0,53.0,5,2
1661.0,2888.0,-3632.0,-6315.0,14,2
-67.0,20.0,10.0,-3.0,7,1
77.0,-204.0,-174.0,461.0,9,0
-7.0,16.0,-4.0,9.0,4,0
-51.0,-236.0,110.0,509.0,9,2
-91.0,344.0,-50.0,189.0,9,0
-3.0,-10.0,4.0,13.0,5,2
21.0,-34.0,34.0,-55.0,6,0
209.0,338.0,-128.0,-207.0,9,2
-3.0,4.0,14.0,-19.0,5,0
117.0,46.0,-28.0,-11.0,7,3
-227.0,-310.0,-134.0,-183.0,10,2
73.0,-484.0,-192.0,1273.0,10,0
49.0,-12.0,-4.0,1.0,8,1
53.0,-22.0,94.0,-39.0,6,1
169.0,-378.0,-376.0,841.0,9,0
-3.0,-8.0,2.0,5.0,3,2
-2999.0,1622.0,1322.0,-715.0,12,1
5.0,-4.0,14.0,-11.0,5,1
229.0,-292.0,498.0,-635.0,11,0
-43.0,76.0,56.0,-99.0,8,0
-43.0,10.0,30.0,-7.0,6,1
-39.0,100.0,-16.0,41.0,6,0
-55.0,-78.0,12.0,17.0,7,2
5.0,2.0,-8.0,-3.0,3,3
1.0,0.0,-4.0,1.0,2,1
233.0,-104.0,-56.0,25.0,8,1
285.0,-128.0,1592.0,-715.0,10,1
-59.0,34.0,26.0,-15.0,6,1
9.0,-22.0,-2.0,5.0,4,0
41.0,-100.0,-66.0,161.0,7,0
-59.0,26.0,-84.0,37.0,7,1
-19.0,-16.0,6.0,5.0,7,3
-167.0,372.0,-356.0,793.0,10,0
77.0,18.0,-30.0,-7.0,6,3
-11.0,26.0,52.0,-123.0,7,0
-71.0,40.0,268.0,-151.0,8,1
-19.0,12.0,-46.0,29.0,5,1
-27.0,-100.0,10.0,37.0,7,2
13.0,-6.0,-2.0,1.0,4,1
93.0,52.0,-34.0,-19.0,7,3
-23.0,16.0,10.0,-7.0,5,1
1.0,4.0,0.0,1.0,2,2
5.0,-12.0,-12.0,29.0,4,0
-19.0,-8.0,12.0,5.0,4,3
321.0,70.0,188.0,41.0,9,3
-31.0,-12.0,44.0,17.0,6,3
29.0,-8.0,156.0,-43.0,8,1
25.0,-64.0,34.0,-87.0,7,0
41.0,-26.0,-52.0,33.0,7,1
29.0,-12.0,-70.0,29.0,5,1
29.0,124.0,18.0,77.0,7,2
-159.0,-62.0,-100.0,-39.0,7,3
-911.0,2030.0,2168.0,-4831.0,11,0
1.0,-2.0,-2.0,5.0,2,0
21.0,-4.0,58.0,-11.0,7,1
1.0,10.0,2.0,21.0,6,2
37.0,14.0,-8.0,-3.0,5,3
-271.0,44.0,-154.0,25.0,9,1
-275.0,102.0,62.0,-23.0,8,1
241.0,54.0,58.0,13.0,8,3
-3.0,-2.0,2.0,1.0,2,3
81.0,52.0,-310.0,-199.0,9,3
5.0,-4.0,14.0,-11.0,5,1
77.0,432.0,18.0,101.0,9,2
-87.0,230.0,-188.0,497.0,9,0
57.0,-74.0,-124.0,161.0,9,0
-7.0,16.0,10.0,-23.0,5,0
-127.0,-52.0,-232.0,-95.0,8,3
-23.0,-6.0,-88.0,-23.0,7,3
-35.0,6.0,-146.0,25.0,8,1
-103.0,64.0,-66.0,41.0,7,1
-667.0,1140.0,306.0,-523.0,11,0
-7.0,16.0,24.0,-55.0,6,0
21.0,8.0,34.0,13.0,5,3
1.0,2.0,0.0,1.0,1,2
-31.0,-80.0,-12.0,-31.0,6,2
321.0,-50.0,-520.0,81.0,9,1
29.0,12.0,12.0,5.0,4,3
5.0,-2.0,-2.0,1.0,2,1
17.0,30.0,30.0,53.0,6,2
-679.0,-248.0,-282.0,-103.0,9,3
-7.0,-2.0,32.0,9.0,5,3
29.0,104.0,-12.0,-43.0,6,2
13.0,-2.0,-58.0,9.0,6,1
-123.0,70.0,-58.0,33.0,8,1
-7.0,12.0,46.0,-79.0,7,0
-143.0,248.0,-222.0,385.0,9,0
-19.0,-46.0,12.0,29.0,5,2
329.0,-242.0,-208.0,153.0,9,1
1.0,-2.0,-6.0,13.0,4,0
-15.0,62.0,-8.0,33.0,7,0
-163.0,-92.0,-388.0,-219.0,8,3
1.0,4.0,-2.0,-7.0,3,2
-11.0,-6.0,46.0,25.0,6,3
13.0,20.0,-28.0,-43.0,6,2
-51.0,40.0,-88.0,69.0,8,1
229.0,94.0,-134.0,-55.0,8,3
9.0,-4.0,-2.0,1.0,3,1
-83.0,-22.0,-132.0,-35.0,7,3
81.0,-34.0,112.0,-47.0,7,1
13.0,-36.0,4.0,-11.0,6,0
-2067.0,-5000.0,3554.0,8597.0,13,2
117.0,-302.0,74.0,-191.0,8,0
13.0,-48.0,16.0,-59.0,8,0
-587.0,1546.0,-172.0,453.0,11,0
-47.0,-80.0,10.0,17.0,7,2
1.0,0.0,2.0,1.0,1,3
-463.0,-202.0,204.0,89.0,9,3
93.0,-334.0,-350.0,1257.0,10,0
85.0,-52.0,18.0,-11.0,7,1
29.0,-76.0,50.0,-131.0,7,0
33.0,142.0,-10.0,-43.0,8,2
37.0,-30.0,-16.0,13.0,7,1
209.0,56.0,-56.0,-15.0,8,3
97.0,172.0,172.0,305.0,8,2
73.0,-192.0,-46.0,121.0,7,0
5.0,2.0,22.0,9.0,4,3
89.0,-40.0,-20.0,9.0,6,1
65.0,-24.0,344.0,-127.0,10,1
-223.0,-354.0,-80.0,-127.0,9,2
-3.0,2.0,-8.0,5.0,3,1
-3.0,2.0,10.0,-7.0,4,1
-119.0,192.0,44.0,-71.0,8,0
-51.0,62.0,-14.0,17.0,8,0
9.0,16.0,-22.0,-39.0,5,2
-31.0,-18.0,-74.0,-43.0,6,3
29.0,46.0,-70.0,-111.0,6,2
525.0,-3982.0,118.0,-895.0,12,0
45.0,28.0,8.0,5.0,6,3
69.0,-40.0,-188.0,109.0,8,1
17.0,38.0,4.0,9.0,5,2
1.0,-6.0,4.0,-23.0,5,0
-43.0,74.0,18.0,-31.0,6,0
53.0,-22.0,-12.0,5.0,5,1
165.0,-706.0,-104.0,445.0,9,0
-3.0,2.0,4.0,-3.0,3,1
-1067.0,1446.0,-1692.0,2293.0,11,0
1.0,10.0,0.0,1.0,5,2
-43.0,10.0,202.0,-47.0,8,1
-31.0,26.0,-130.0,109.0,10,1
1.0,0.0,-4.0,1.0,2,1
1.0,0.0,2.0,1.0,1,3
-11.0,-16.0,-24.0,-35.0,6,2
-31.0,8.0,58.0,-15.0,7,1
9.0,2.0,58.0,13.0,6,3
-3.0,4.0,2.0,-3.0,3,0
-19.0,-68.0,-12.0,-43.0,6,2
-55.0,-142.0,-12.0,-31.0,7,2
-51.0,400.0,-70.0,549.0,11,0
-67.0,-122.0,-28.0,-51.0,7,2
17.0,8.0,2.0,1.0,5,3
-3.0,-4.0,-2.0,-3.0,3,2
-3.0,-8.0,-10.0,-27.0,5,2
37.0,-124.0,20.0,-67.0,8,0
-59.0,-22.0,110.0,41.0,8,3
-43.0,20.0,-28.0,13.0,6,1
-215.0,84.0,366.0,-143.0,9,1
-19.0,16.0,-6.0,5.0,7,1
93.0,-58.0,-8.0,5.0,9,1
13.0,6.0,-50.0,-23.0,6,3
205.0,-494.0,-266.0,641.0,10,0
69.0,-38.0,20.0,-11.0,7,1
-11.0,-36.0,4.0,13.0,6,2
-211.0,500.0,-46.0,109.0,9,0
5.0,-12.0,8.0,-19.0,4,0
-15.0,-4.0,-26.0,-7.0,5,3
61.0,-206.0,8.0,-27.0,9,0
-115.0,26.0,-146.0,33.0,8,1
65.0,-306.0,106.0,-499.0,10,0
97.0,56.0,-26.0,-15.0,7,3
77.0,50.0,20.0,13.0,7,3
-7.0,44.0,-4.0,25.0,6,0
193.0,-106.0,-264.0,145.0,9,1
-11.0,-28.0,-20.0,-51.0,6,2
-11.0,6.0,20.0,-11.0,5,1
49.0,-214.0,30.0,-131.0,8,0
-67.0,-96.0,104.0,149.0,8,2
13.0,32.0,2.0,5.0,5,2
-87.0,-214.0,-398.0,-979.0,10,2
29.0,-18.0,-182.0,113.0,8,1
29.0,12.0,12.0,5.0,4,3
9.0,-20.0,-22.0,49.0,5,0
-11.0,-24.0,6.0,13.0,5,2
-895.0,196.0,-516.0,113.0,10,1
5.0,-2.0,-2.0,1.0,2,1
-3.0,8.0,10.0,-27.0,5,0
17.0,-30.0,38.0,-67.0,6,0
13.0,6.0,-24.0,-11.0,5,3
13.0,-18.0,8.0,-11.0,5,0
5.0,12.0,12.0,29.0,4,2
-31.0,48.0,82.0,-127.0,7,0
1.0,-12.0,0.0,1.0,6,0
-11.0,58.0,-70.0,369.0,10,0
-271.0,-64.0,72.0,17.0,8,3
5.0,-6.0,-24.0,29.0,7,0
17.0,10.0,22.0,13.0,6,3
-19.0,-30.0,-50.0,-79.0,6,2
-223.0,-94.0,-102.0,-43.0,8,3
-15.0,-56.0,26.0,97.0,7,2
-7.0,-16.0,18.0,41.0,5,2
-263.0,110.0,-844.0,353.0,11,1
1.0,-2.0,10.0,-19.0,6,0
-59.0,-24.0,-86.0,-35.0,7,3
-7.0,4.0,40.0,-23.0,6,1
-15.0,56.0,4.0,-15.0,6,0
-11.0,6.0,64.0,-35.0,7,1
-55.0,256.0,-26.0,121.0,9,0
25.0,-14.0,-116.0,65.0,7,1
-11.0,6.0,-2.0,1.0,4,1
9.0,-2.0,14.0,-3.0,4,1
-179.0,-84.0,130.0,61.0,9,3
1.0,2.0,-2.0,-3.0,2,2
-7.0,-10.0,26.0,37.0,6,2
-19.0,-8.0,126.0,53.0,7,3
449.0,70.0,186.0,29.0,8,3
-3.0,16.0,8.0,-43.0,6,0
85.0,-188.0,52.0,-115.0,8,0
1.0,8.0,-2.0,-15.0,5,2
1.0,-12.0,0.0,1.0,6,0
233.0,-404.0,124.0,-215.0,10,0
-143.0,-370.0,-80.0,-207.0,9,2
57.0,-146.0,-16.0,41.0,7,0
181.0,438.0,50.0,121.0,8,2
41.0,-18.0,98.0,-43.0,6,1
-59.0,-24.0,150.0,61.0,7,3
13.0,54.0,-20.0,-83.0,7,2
21.0,-8.0,8.0,-3.0,4,1
-23.0,-16.0,36.0,25.0,6,3
169.0,-374.0,108.0,-239.0,9,0
-111.0,176.0,70.0,-111.0,7,0
-83.0,34.0,-188.0,77.0,7,1
9.0,4.0,-34.0,-15.0,5,3
41.0,140.0,12.0,41.0,8,2
-11.0,-36.0,4.0,13.0,6,2
77.0,-100.0,-10.0,13.0,9,0
-35.0,-62.0,-22.0,-39.0,6,2
37.0,-8.0,-134.0,29.0,7,1
1.0,-2.0,-12.0,25.0,7,0
161.0,360.0,394.0,881.0,9,2
-7.0,68.0,-10.0,97.0,9,0
-3.0,-8.0,2.0,5.0,3,2
101.0,18.0,28.0,5.0,7,3
33.0,-10.0,10.0,-3.0,6,1
205.0,502.0,-78.0,-191.0,8,2
-11.0,46.0,-6.0,25.0,6,0
69.0,-164.0,8.0,-19.0,8,0
-67.0,-96.0,-30.0,-43.0,7,2
-1131.0,2014.0,-1546.0,2753.0,12,0
-7.0,18.0,-2.0,5.0,4,0
9.0,-40.0,-20.0,89.0,6,0
