val1,val2,val3,val4,num_moves_Q_learning_needs,first_move_by_Q_learning
754542505.0,6920300139.0,6562310271.0,60186346534.0,-1,0
-594652229.0,1877310285.0,3743828490.0,-11819223719.0,-1,2
149473.0,-851772.0,852483.0,-4857875.0,-1,2
1.0,0.0,3.0,1.0,1,3
-143855.0,25473.0,-380592.0,67393.0,-1,3
-1538.0,165.0,-261.0,28.0,-1,0
-305.0,-816.0,-114.0,-305.0,8,2
-627371.0,221094.0,-238887.0,84187.0,-1,1
-121985.0,1450698.0,-329802.0,3922147.0,-1,1
-89.0,-561.0,300.0,1891.0,7,2
-39520277.0,13927221.0,14627364.0,-5154785.0,-1,2
-17.0,-54.0,-45.0,-143.0,5,2
10.0,3.0,33.0,10.0,3,3
3004111.0,888336.0,19065261.0,5637727.0,-1,1
-472906988.0,-1238851005.0,-1493832711.0,-3913319537.0,-1,3
8932618.0,28332063.0,25395723.0,80548975.0,-1,1
19.0,-291.0,-3.0,46.0,8,0
19.0,6.0,117.0,37.0,5,3
73.0,-246.0,-27.0,91.0,5,0
-44378.0,-128403.0,-149859.0,-433601.0,-1,0
-5481368.0,1626297.0,859575.0,-255032.0,-1,1
4427821.0,14604477.0,1332036.0,4393513.0,-1,2
-563687.0,1476666.0,-3317307.0,8690203.0,-1,1
10.0,-33.0,-33.0,109.0,4,0
-107846.0,340611.0,314265.0,-992546.0,-1,3
55243.0,322761.0,20574.0,120205.0,-1,2
26515.0,-8037.0,-7842.0,2377.0,-1,2
-14642.0,-4713.0,-5589.0,-1799.0,-1,0
11635259743.0,-3508199679.0,1825874970.0,-550527803.0,-1,2
-32428637.0,108693906.0,-86777547.0,290859913.0,-1,1
-283856435.0,-104982078.0,89764257.0,33198607.0,-1,2
11386.0,-3435.0,-4329.0,1306.0,-1,2
-26.0,87.0,-3.0,10.0,5,0
201385.0,34209.0,680826.0,115651.0,-1,2
-4093541.0,37188057.0,1404540.0,-12759641.0,-1,0
180406.0,-474507.0,-570519.0,1500589.0,-1,3
-458.0,-75.0,-1203.0,-197.0,-1,1
-4616.0,1755.0,-29403.0,11179.0,-1,1
-12788.0,3879.0,4833.0,-1466.0,9,1
-151343.0,-57696.0,511824.0,195121.0,-1,2
-89.0,27.0,-33.0,10.0,4,1
-257597.0,-76440.0,88383.0,26227.0,-1,0
-17990.0,-59397.0,48633.0,160570.0,-1,0
-34361.0,-10857.0,-203229.0,-64214.0,-1,1
-889298.0,-2981289.0,265809.0,891100.0,-1,1
15846418342.0,-4686587769.0,-52525798629.0,15534536581.0,-1,2
-973367.0,-307839.0,-371793.0,-117584.0,-1,0
-61406.0,-21609.0,-9639.0,-3392.0,-1,0
-220895.0,81693.0,-745137.0,275572.0,-1,2
-475667.0,-38595.0,-75525.0,-6128.0,-1,2
6112.0,19383.0,2265.0,7183.0,10,2
-7334.0,20703.0,-24537.0,69265.0,-1,1
95923.0,35565.0,30321.0,11242.0,16,3
-564974.0,-213351.0,-3211929.0,-1212920.0,-1,1
-8.0,45.0,-21.0,118.0,5,0
631.0,-1653.0,3552.0,-9305.0,9,0
1074538.0,317853.0,-184071.0,-54449.0,-1,0
371395143523.0,1255829186478.0,-40471256871.0,-136848815819.0,-1,2
7345.0,1299.0,-19434.0,-3437.0,11,3
-178204121.0,555263157.0,481444209.0,-1500123734.0,-1,1
-44694926.0,-137717691.0,119956611.0,369620200.0,-1,0
3754.0,1137.0,-11853.0,-3590.0,-1,0
33859.0,3891.0,89055.0,10234.0,-1,1
-197.0,-21.0,516.0,55.0,7,3
-3491.0,-20379.0,-1059.0,-6182.0,-1,0
-154619.0,-49623.0,-405048.0,-129995.0,-1,1
39295.0,459921.0,-11661.0,-136484.0,-1,1
-639350315.0,-1698686373.0,-1728780933.0,-4593188654.0,-1,0
-139104935.0,-819451458.0,375812487.0,2213868907.0,-1,2
15058.0,133917.0,-4569.0,-40634.0,-1,3
123751.0,-19638.0,-696687.0,110557.0,-1,2
99172.0,15705.0,-923913.0,-146312.0,-1,2
-2456.0,-6459.0,435.0,1144.0,9,2
1.0,3.0,6.0,19.0,3,2
-26770633757.0,72191374056.0,-70833812499.0,191014912099.0,-1,3
-17729.0,50409.0,109482.0,-311291.0,-1,0
1125805627.0,-3041535429.0,-419486814.0,1133307541.0,-1,0
2089.0,-5493.0,780.0,-2051.0,9,0
-1268.0,-4203.0,375.0,1243.0,8,2
375481.0,111414.0,59574.0,17677.0,-1,2
-16010.0,-5937.0,-4827.0,-1790.0,9,3
-91364453.0,303470376.0,27509262.0,-91373021.0,-1,0
-134.0,51.0,21.0,-8.0,5,1
32565196576.0,10248318609.0,5172618351.0,1627831135.0,-1,0
-359.0,-3174.0,-63.0,-557.0,9,2
-2074229.0,-625767.0,-628026.0,-189467.0,-1,3
-3212.0,8625.0,8667.0,-23273.0,-1,0
-6785.0,726.0,43224.0,-4625.0,-1,2
-647.0,-228.0,-1836.0,-647.0,8,3
-635243048.0,223438533.0,1685543619.0,-592868186.0,-1,2
-855818153.0,-135515271.0,255329133.0,40430314.0,-1,0
13285.0,-4914.0,3939.0,-1457.0,9,1
-166463.0,50493.0,62157.0,-18854.0,-1,0
991.0,9213.0,-300.0,-2789.0,9,2
608265361.0,-3466171266.0,231881679.0,-1321366733.0,-1,2
1.0,3.0,3.0,10.0,2,2
19.0,120.0,117.0,739.0,7,2
-17.0,-6.0,105.0,37.0,5,3
-2915.0,16611.0,-1101.0,6274.0,-1,1
20323.0,6438.0,-53295.0,-16883.0,-1,0
-282008591.0,45793161.0,-815278089.0,132386608.0,-1,2
-71.0,-186.0,21.0,55.0,5,2
-173782889.0,64272240.0,-466387035.0,172489591.0,-1,3
307.0,-900.0,1725.0,-5057.0,-1,1
-160109.0,539700.0,-1008420.0,3399211.0,-1,2
-3845447.0,1246305.0,-1330125.0,431092.0,-1,3
19.0,225.0,108.0,1279.0,9,2
298.0,-51.0,-111.0,19.0,6,1
60121.0,19014.0,-17925.0,-5669.0,-1,0
-2312.0,6117.0,19947.0,-52775.0,-1,2
174543922.0,20097825.0,30612177.0,3524833.0,-1,3
-755.0,87.0,-243.0,28.0,8,1
48421.0,18300.0,298149.0,112681.0,-1,2
-6326.0,-993.0,55851.0,8767.0,-1,0
-13436585.0,5074173.0,38842683.0,-14668496.0,-1,1
-1313.0,8367.0,3453.0,-22004.0,12,0
180146359.0,-20416062.0,63828363.0,-7233695.0,-1,1
-14525.0,-48948.0,5112.0,17227.0,10,2
5914.0,1755.0,-33297.0,-9881.0,-1,0
-1576331.0,-4979358.0,4230459.0,13363291.0,-1,3
19684.0,-5967.0,-7485.0,2269.0,10,1
-1506585896.0,-561440787.0,-532584621.0,-198471743.0,-1,2
-287648.0,50613.0,763299.0,-134306.0,-1,1
-1450007.0,436512.0,-4514334.0,1359001.0,-1,3
81307.0,-517917.0,-267963.0,1706896.0,-1,1
1.0,-3.0,0.0,1.0,1,0
-3424319.0,-608496.0,19968942.0,3548449.0,-1,3
-3860.0,34053.0,663.0,-5849.0,-1,1
28.0,3.0,9.0,1.0,4,3
-19133.0,5793.0,64173.0,-19430.0,-1,1
1851247.0,10547031.0,-651468.0,-3711581.0,-1,2
-1591541.0,-594276.0,472278.0,176347.0,-1,0
-56798.0,179589.0,-16851.0,53281.0,-1,3
271.0,-81.0,-726.0,217.0,7,1
-5831738.0,19225317.0,-15736689.0,51878674.0,-1,3
28927.0,95886.0,-8775.0,-29087.0,-1,3
20008.0,6069.0,-182205.0,-55268.0,-1,0
19.0,3.0,6.0,1.0,3,3
5842.0,16605.0,2163.0,6148.0,-1,3
-75194.0,-6075.0,-422745.0,-34154.0,-1,2
140184892.0,44197815.0,-51977187.0,-16387487.0,-1,3
361.0,1200.0,-1191.0,-3959.0,-1,2
1533889.0,176808.0,-583398.0,-67247.0,-1,3
1297.0,4038.0,-150.0,-467.0,-1,0
-16109.0,1302.0,-53907.0,4357.0,-1,1
1.0,-6.0,0.0,1.0,2,0
-3183000785.0,-8524708473.0,-10514089293.0,-28158819974.0,-1,0
-143.0,45.0,-375.0,118.0,6,1
7525.0,873.0,-612.0,-71.0,-1,2
28.0,9.0,3.0,1.0,4,3
208.0,-591.0,-1185.0,3367.0,8,0
-3977.0,-10446.0,624.0,1639.0,-1,2
7099795.0,2100174.0,-20172129.0,-5967071.0,-1,2
-28713752.0,96759027.0,96946389.0,-326688002.0,-1,1
196426.0,-1695171.0,33723.0,-291032.0,-1,0
-233.0,-2010.0,-774.0,-6677.0,-1,0
-9928070.0,-28035993.0,26382837.0,74502802.0,-1,2
-92291309.0,32702598.0,-15591948.0,5524867.0,-1,0
-13938821.0,-43396308.0,2385528.0,7426963.0,-1,2
-399545.0,1080102.0,118347.0,-319931.0,-1,1
-25734707.0,4579377.0,-9541002.0,1697779.0,-1,2
-170.0,27.0,-63.0,10.0,5,1
-265427.0,717576.0,-894648.0,2418661.0,-1,3
332122267.0,-100771131.0,-1095411909.0,332365240.0,-1,2
-6077836115.0,-2247587094.0,-1813339191.0,-670573817.0,-1,0
-1151885555.0,-348719316.0,3818417376.0,1155979333.0,-1,2
307.0,33.0,93.0,10.0,6,3
19153.0,3369.0,-64770.0,-11393.0,-1,3
748504.0,132963.0,227085.0,40339.0,-1,2
-618641.0,-235440.0,-231231.0,-88001.0,-1,0
199.0,63.0,657.0,208.0,6,3
-1907.0,-570.0,726.0,217.0,8,3
601057.0,-1751733.0,-1837233.0,5354470.0,-1,2
-2726.0,-309.0,1041.0,118.0,-1,0
-467.0,165.0,1551.0,-548.0,-1,2
-41007158.0,14517399.0,-110605293.0,39156607.0,-1,0
-248687.0,-39495.0,-44253.0,-7028.0,-1,2
-161.0,57.0,48.0,-17.0,5,1
-452249536697.0,-71767997547.0,-170885829435.0,-27118068218.0,-1,0
443926.0,1280499.0,1489077.0,4295224.0,-1,3
2006565733.0,6627129363.0,-634269852.0,-2094817175.0,-1,2
6688.0,-17511.0,-2025.0,5302.0,-1,0
-298781.0,-945204.0,-48369.0,-153017.0,-1,1
-971.0,-2748.0,3066.0,8677.0,-1,0
-8485217.0,28462146.0,48227745.0,-161771363.0,-1,3
-46159334.0,-262980513.0,-146310363.0,-833564330.0,-1,2
157681.0,47559.0,-1005642.0,-303317.0,-1,1
1837990.0,-11674821.0,315681.0,-2005190.0,-1,3
94494187.0,-35006538.0,-32428416.0,12013507.0,-1,0
2035.0,-774.0,6339.0,-2411.0,9,1
37.0,228.0,-216.0,-1331.0,-1,1
1.0,-18.0,-6.0,109.0,-1,2
-53.0,9.0,-165.0,28.0,6,1
-4764149.0,29432694.0,30261444.0,-186953813.0,-1,3
-89.0,-300.0,-240.0,-809.0,6,2
-318869.0,-94614.0,-1074534.0,-318833.0,-1,0
-31330088.0,4937199.0,-2676879.0,421840.0,-1,2
208.0,687.0,1281.0,4231.0,-1,3
27055.0,-4743.0,89322.0,-15659.0,-1,2
-728.0,-1965.0,-123.0,-332.0,9,2
11188702.0,1853409.0,30023487.0,4973392.0,-1,0
10935146017.0,36555677094.0,-36677002824.0,-122609489615.0,-1,2
-14147.0,-1521.0,-44943.0,-4832.0,-1,1
37.0,6.0,6.0,1.0,4,3
-141884.0,-409347.0,-447981.0,-1292462.0,-1,2
1928855260.0,-680015919.0,-661492761.0,233208586.0,-1,1
-122372.0,347679.0,321849.0,-914426.0,-1,3
-59975.0,340602.0,22662.0,-128699.0,-1,0
-185417.0,32841.0,621591.0,-110096.0,-1,2
-39040463492.0,-472746494457.0,-104761680555.0,-1268574007733.0,-1,0
-746.0,225.0,-63.0,19.0,8,1
-26.0,-3.0,-69.0,-8.0,5,3
317116.0,1063683.0,121065.0,406081.0,-1,2
26317.0,-74481.0,7848.0,-22211.0,-1,2
-25451.0,66921.0,-9420.0,24769.0,-1,0
-26.0,69.0,3.0,-8.0,5,0
-1781.0,4683.0,537.0,-1412.0,8,0
-926.0,75.0,-2457.0,199.0,-1,2
50356.0,133353.0,-764169.0,-2023676.0,-1,2
-1268.0,7233.0,-7209.0,41122.0,-1,3
325.0,1032.0,1032.0,3277.0,-1,0
-64145501.0,-7435098.0,211899855.0,24561289.0,-1,1
-17.0,-3.0,108.0,19.0,5,3
156430.0,-47463.0,47427.0,-14390.0,-1,2
202368637.0,-545765778.0,61385493.0,-165549869.0,-1,1
1.0,-3.0,-3.0,10.0,2,0
496594585.0,-2794622508.0,-1578108543.0,8880921757.0,-1,1
2762461.0,-9123789.0,7255923.0,-23964686.0,-1,3
-26.0,81.0,-87.0,271.0,6,0
-5660.0,-891.0,-19089.0,-3005.0,-1,0
-239040908.0,-744821205.0,-88474539.0,-275675462.0,-1,0
-33424910.0,89691687.0,-105535533.0,283191787.0,-1,3
1639.0,-486.0,14262.0,-4229.0,10,1
-82907.0,-222633.0,-220008.0,-590795.0,-1,1
1059627934.0,2775892959.0,167753247.0,439460911.0,-1,0
805141.0,2136927.0,-238860.0,-633959.0,-1,2
55.0,144.0,186.0,487.0,6,2
-233.0,-612.0,-75.0,-197.0,7,2
-1335131.0,470517.0,3495468.0,-1231847.0,-1,1
-368.0,-111.0,1167.0,352.0,7,3
-8.0,-27.0,-21.0,-71.0,4,2
5456197.0,-15741561.0,81373701.0,-234769580.0,-1,2
-54350.0,16077.0,-145863.0,43147.0,-1,3
-74726.0,11709.0,694641.0,-108845.0,-1,1
-85976.0,-25923.0,-5877.0,-1772.0,-1,0
-17.0,-6.0,54.0,19.0,4,3
2557.0,-810.0,906.0,-287.0,8,1
-57366539.0,10090719.0,-20213226.0,3555487.0,-1,0
2393461.0,715188.0,-6472329.0,-1933991.0,-1,2
2589913450.0,-14581434933.0,-16305554253.0,91801669429.0,-1,2
-6830.0,2043.0,-18327.0,5482.0,-1,2
505.0,2838.0,-192.0,-1079.0,-1,1
-3464.0,11709.0,1323.0,-4472.0,-1,0
4978.0,1755.0,1509.0,532.0,-1,0
43030.0,-142023.0,15957.0,-52667.0,-1,1
9376057.0,31696830.0,3568326.0,12063133.0,-1,1
-53549.0,305139.0,-156318.0,890749.0,-1,2
260713.0,-865836.0,99576.0,-330695.0,-1,1
10.0,-33.0,-3.0,10.0,3,0
-179.0,483.0,63.0,-170.0,6,0
-881.0,-2976.0,8265.0,27919.0,-1,0
4069.0,1227.0,1227.0,370.0,8,3
9766.0,-3717.0,30123.0,-11465.0,-1,1
-152.0,411.0,-27.0,73.0,6,0
25354.0,-71895.0,83625.0,-237131.0,-1,0
-11159.0,65205.0,-4128.0,24121.0,-1,0
-449.0,-153.0,-1212.0,-413.0,9,3
-36458.0,13587.0,13497.0,-5030.0,-1,2
3061.0,-9669.0,-1140.0,3601.0,-1,2
-45179153.0,17183793.0,-152244666.0,57905929.0,-1,3
25408.0,80679.0,8937.0,28378.0,-1,1
-53.0,9.0,153.0,-26.0,6,1
-17.0,-6.0,-48.0,-17.0,4,3
538058197.0,159096513.0,200371197.0,59247046.0,-1,2
-1200873824.0,-3407826171.0,-3960626253.0,-11239420436.0,-1,0
-9357821.0,-2821839.0,-3536649.0,-1066472.0,-1,1
-345584789.0,904795911.0,60658338.0,-158813171.0,-1,0
13555.0,45834.0,-4104.0,-13877.0,-1,3
-85355.0,543756.0,-26916.0,171469.0,-1,0
-26194058.0,-3038847.0,74458389.0,8638129.0,-1,1
4159.0,13737.0,1251.0,4132.0,-1,2
12259.0,-3711.0,-4344.0,1315.0,-1,1
2194921.0,-14007345.0,-359382.0,2293471.0,-1,3
-342350.0,2109687.0,126927.0,-782171.0,-1,0
180469.0,484266.0,478983.0,1285291.0,-1,1
1543825279.0,130561875.0,245187162.0,20735569.0,-1,2
1303931620.0,-3826962813.0,486869217.0,-1428932591.0,-1,2
1.0,6.0,30.0,181.0,-1,0
7587694.0,-2389107.0,-2296923.0,723223.0,-1,0
-172169315.0,65068377.0,-60670863.0,22929490.0,-1,2
-269.0,93.0,-888.0,307.0,7,1
-8379206.0,-2962485.0,-2636673.0,-932201.0,-1,3
-3504833.0,-376728.0,1105080.0,118783.0,-1,2
892.0,-75.0,-333.0,28.0,-1,0
180703.0,-58008.0,-57141.0,18343.0,-1,1
-13337.0,-42177.0,-77910.0,-246383.0,-1,1
8461.0,28374.0,-2925.0,-9809.0,11,2
-11690.0,-1893.0,107217.0,17362.0,-1,1
343202119102.0,-104105232495.0,-925713581811.0,280801377073.0,-1,0
-4985.0,16683.0,-13452.0,45019.0,-1,2
-194120.0,-58839.0,57399.0,17398.0,-1,3
-1362698.0,505215.0,482883.0,-179027.0,20,1
-1151837.0,-3653283.0,425943.0,1350964.0,-1,1
-1907.0,-564.0,-16551.0,-4895.0,-1,1
6043168.0,2274537.0,947751.0,356716.0,-1,3
86914.0,-30591.0,-7137.0,2512.0,-1,3
-115316.0,-34773.0,40833.0,12313.0,-1,0
19.0,63.0,3.0,10.0,4,2
-12402395.0,75480837.0,-40886583.0,248835286.0,-1,0
4546.0,15075.0,1683.0,5581.0,-1,2
3295.0,-999.0,-1161.0,352.0,8,1
1405.0,12219.0,531.0,4618.0,-1,0
1541602.0,13768989.0,570075.0,5091688.0,-1,0
7948.0,-2967.0,25095.0,-9368.0,-1,2
991.0,-6246.0,294.0,-1853.0,8,0
-593.0,105.0,96.0,-17.0,7,1
378996481.0,-1281721074.0,66468729.0,-224789345.0,-1,1
106705.0,-31638.0,338142.0,-100259.0,-1,2
1.0,0.0,-9.0,1.0,3,1
991.0,300.0,-3267.0,-989.0,7,3
-145997.0,54003.0,-44286.0,16381.0,-1,2
-132731.0,409539.0,1613607.0,-4978754.0,-1,3
-179.0,1128.0,-600.0,3781.0,8,0
-28034.0,-9867.0,4401.0,1549.0,-1,1
-640130642.0,113715129.0,-1729098213.0,307163278.0,-1,1
-280007.0,43884.0,49839.0,-7811.0,-1,1
-602.0,5643.0,1707.0,-16001.0,-1,0
-18998.0,-59019.0,62745.0,194923.0,-1,3
-9268748.0,25011747.0,25041441.0,-67574411.0,-1,2
429049.0,-160155.0,-2702493.0,1008784.0,-1,3
-2069.0,6819.0,666.0,-2195.0,9,0
-89.0,15.0,-6.0,1.0,7,1
-200020175.0,-564952164.0,59338359.0,167599765.0,-1,0
115995187.0,659248575.0,20536629.0,116718148.0,-1,0
-38078.0,14481.0,-6771.0,2575.0,-1,1
-7521083.0,66359349.0,19956300.0,-176076647.0,-1,0
6994.0,-1101.0,-18873.0,2971.0,-1,1
-145997.0,-461982.0,-25626.0,-81089.0,-1,2
-7010.0,-1113.0,2217.0,352.0,9,3
17947.0,48189.0,-5433.0,-14588.0,-1,0
9783496.0,-27766203.0,-2918397.0,8282602.0,-1,1
-1276757.0,-382179.0,-384939.0,-115226.0,-1,1
-256454.0,-29757.0,-845289.0,-98081.0,-1,0
-604691.0,-66036.0,-1635063.0,-178559.0,-1,1
-971.0,2619.0,-2553.0,6886.0,8,0
-7343.0,1293.0,-19428.0,3421.0,-1,1
-2060333.0,-761910.0,-231009.0,-85427.0,-1,2
29883095605.0,-3463769733.0,4732135542.0,-548505017.0,-1,0
207473401.0,-2416705764.0,-556813239.0,6485909797.0,-1,0
-1781.0,-660.0,5880.0,2179.0,-1,1
-395.0,1212.0,1302.0,-3995.0,-1,1
77941.0,28821.0,491160.0,181621.0,-1,2
6517.0,-17607.0,-17496.0,47269.0,-1,2
-233.0,-69.0,-726.0,-215.0,7,3
-611.0,1617.0,1734.0,-4589.0,9,0
95923.0,257562.0,36636.0,98371.0,-1,2
-140144741.0,-370890537.0,-52797402.0,-139727375.0,-1,0
-1158533.0,3270684.0,-440493.0,1243567.0,-1,3
-2621717.0,415173.0,7089945.0,-1122758.0,-1,2
1767025.0,522582.0,-10079568.0,-2980943.0,-1,0
-989.0,6273.0,-3285.0,20836.0,-1,2
506665882.0,-7510845051.0,189187335.0,-2804524262.0,-1,2
330895.0,54183.0,-106512.0,-17441.0,-1,0
-3779.0,1140.0,10737.0,-3239.0,-1,0
80101.0,29697.0,-23763.0,-8810.0,-1,3
506233.0,-153249.0,165147.0,-49994.0,-1,1
-8.0,-21.0,21.0,55.0,4,2
19485883.0,-5875845.0,-7416660.0,2236447.0,-1,0
-1781.0,531.0,-4803.0,1432.0,8,1
325.0,-51.0,51.0,-8.0,6,1
-648470411.0,-228190410.0,-1753020678.0,-616870871.0,-1,0
629910520687.0,-239752011561.0,3965815532412.0,-1509440182613.0,-1,3
307.0,-108.0,-54.0,19.0,6,1
-335231.0,-2048160.0,100923.0,616609.0,-1,2
-7722161.0,2948943.0,26115798.0,-9973115.0,-1,0
-3311.0,-384.0,-1233.0,-143.0,-1,0
667.0,-117.0,1944.0,-341.0,9,1
-3293.0,-30630.0,-38289.0,-356147.0,-1,1
118.0,21.0,-45.0,-8.0,5,3
-215.0,-69.0,-81.0,-26.0,6,3
1873.0,5913.0,-567.0,-1790.0,8,2
-9008873.0,3405168.0,2664000.0,-1006937.0,-1,1
-134990.0,-42477.0,14733.0,4636.0,-1,1
-26219825.0,4488654.0,-7953444.0,1361575.0,-1,3
11979325.0,4434831.0,-40078671.0,-14837408.0,-1,0
420112.0,65943.0,127353.0,19990.0,-1,3
-170.0,-537.0,-957.0,-3023.0,8,2
-9335879.0,24554946.0,-29470635.0,77512771.0,-1,0
-314.0,891.0,-825.0,2341.0,8,0
-37691.0,101640.0,5967.0,-16091.0,17,0
2602.0,-819.0,969.0,-305.0,-1,3
-12761.0,33426.0,3786.0,-9917.0,-1,0
488017.0,1386771.0,79107.0,224794.0,-1,1
-2397142196.0,257715717.0,905966703.0,-97400087.0,-1,2
14230.0,5277.0,81087.0,30070.0,-1,1
-20600.0,55701.0,-54501.0,147367.0,-1,1
212779.0,-62997.0,1993770.0,-590291.0,-1,1
44265622285.0,13937163936.0,128074029369.0,40324492261.0,-1,1
478324.0,-181857.0,-151527.0,57610.0,-1,0
2543473.0,8034102.0,403980.0,1276057.0,-1,1
-458.0,1449.0,-1545.0,4888.0,-1,2
-93149.0,15126.0,28260.0,-4589.0,-1,1
8416.0,2883.0,-22539.0,-7721.0,-1,3
141193.0,42507.0,465435.0,140122.0,-1,0
4486123.0,703590.0,1705701.0,267517.0,-1,0
25264.0,236721.0,156015.0,1461844.0,-1,2
3726078634.0,-1391260857.0,10072840311.0,-3761044739.0,-1,3
8330059.0,2471742.0,26301513.0,7804333.0,-1,0
-19988.0,-52431.0,-113865.0,-298682.0,-1,3
2584.0,6837.0,-6789.0,-17963.0,-1,0
-1245441140.0,-197641557.0,-213885867.0,-33941978.0,-1,0
-154754486.0,53653377.0,-1450139019.0,502763167.0,-1,1
29665.0,-188991.0,100326.0,-639161.0,-1,2
10351.0,32826.0,-32676.0,-103625.0,-1,2
577.0,-102.0,-1533.0,271.0,9,1
-25533620.0,-4146837.0,-4143807.0,-672983.0,-1,1
-336095.0,58947.0,-101763.0,17848.0,-1,0
259561.0,-83322.0,45528.0,-14615.0,-1,1
-6714269.0,-2563455.0,2535990.0,968221.0,-1,1
-48671.0,-161367.0,14439.0,47872.0,-1,1
915076279.0,347956920.0,161132271.0,61270399.0,-1,0
14424117913.0,38595951627.0,5486182008.0,14679886609.0,-1,1
2771454043.0,485921592.0,15792656943.0,2768941099.0,-1,0
-152423.0,-483444.0,-58011.0,-183995.0,-1,3
1459.0,-165.0,4209.0,-476.0,-1,2
-199162223.0,75724938.0,-657911406.0,250149349.0,-1,1
89488378.0,33103689.0,-235335903.0,-87055847.0,-1,3
10.0,3.0,33.0,10.0,3,3
-102050.0,596157.0,30957.0,-180845.0,-1,2
2683.0,1014.0,-426.0,-161.0,8,3
45289.0,288486.0,-130998.0,-834443.0,-1,2
352.0,951.0,57.0,154.0,7,2
383863456.0,-3569290533.0,41912685.0,-389718134.0,-1,0
30682.0,9147.0,-11559.0,-3446.0,-1,3
