val1,val2,val3,val4
26.0,15.0,-7.0,-4.0
-10.0,27.0,-3.0,8.0
-3.0,-2.0,-1.0,-1.0
17.0,12.0,7.0,5.0
-2.0,1.0,-5.0,2.0
10.0,-7.0,3.0,-2.0
-19.0,-33.0,-4.0,-7.0
51.0,190.0,11.0,41.0
1.0,3.0,-4.0,-11.0
-1.0,2.0,3.0,-7.0
-210.0,-89.0,-151.0,-64.0
-2.0,-1.0,5.0,2.0
-13.0,-2.0,-19.0,-3.0
2.0,-7.0,-1.0,4.0
-13.0,-3.0,-4.0,-1.0
2.0,3.0,5.0,8.0
-11.0,-7.0,8.0,5.0
-3.0,-10.0,1.0,3.0
0.0,-1.0,1.0,0.0
-29.0,51.0,-4.0,7.0
1.0,-2.0,5.0,-9.0
-4.0,-7.0,-1.0,-2.0
1.0,-2.0,1.0,-1.0
1.0,3.0,-2.0,-5.0
-1.0,2.0,-1.0,1.0
7.0,3.0,2.0,1.0
-67.0,116.0,-93.0,161.0
5.0,9.0,-4.0,-7.0
-5.0,-6.0,1.0,1.0
4.0,-3.0,11.0,-8.0
-1.0,3.0,-2.0,5.0
12.0,17.0,-17.0,-24.0
1.0,-3.0,0.0,1.0
-4.0,3.0,-3.0,2.0
-3.0,-2.0,-1.0,-1.0
-10.0,7.0,17.0,-12.0
-8.0,5.0,3.0,-2.0
1.0,1.0,0.0,1.0
-3.0,-17.0,2.0,11.0
18.0,7.0,5.0,2.0
-1.0,-5.0,0.0,-1.0
-3.0,-5.0,-4.0,-7.0
7.0,-11.0,2.0,-3.0
2.0,-1.0,1.0,0.0
-1.0,-2.0,1.0,1.0
5.0,-6.0,1.0,-1.0
35.0,-13.0,-8.0,3.0
-24.0,11.0,-35.0,16.0
7.0,12.0,11.0,19.0
-3.0,-2.0,-1.0,-1.0
10.0,-13.0,-3.0,4.0
-2.0,-3.0,3.0,4.0
18.0,29.0,31.0,50.0
15.0,-4.0,-11.0,3.0
17.0,31.0,6.0,11.0
-1.0,2.0,-1.0,1.0
-2.0,1.0,3.0,-2.0
-5.0,-7.0,-2.0,-3.0
2.0,15.0,5.0,38.0
-1.0,-1.0,0.0,-1.0
-7.0,18.0,5.0,-13.0
5.0,-2.0,3.0,-1.0
4.0,3.0,-11.0,-8.0
1.0,0.0,5.0,1.0
13.0,2.0,-7.0,-1.0
15.0,7.0,2.0,1.0
1.0,1.0,0.0,1.0
-1.0,-2.0,5.0,9.0
1.0,2.0,3.0,7.0
3.0,-8.0,-7.0,19.0
-1.0,-2.0,-1.0,-3.0
-3.0,-7.0,-2.0,-5.0
-2.0,-1.0,-11.0,-6.0
-1.0,-2.0,-3.0,-7.0
-1.0,-1.0,0.0,-1.0
-1.0,3.0,-2.0,5.0
-1.0,0.0,1.0,-1.0
-3.0,-14.0,-1.0,-5.0
-1.0,-1.0,4.0,3.0
3.0,-5.0,-4.0,7.0
2.0,5.0,-1.0,-2.0
-3.0,-5.0,8.0,13.0
4.0,-7.0,-1.0,2.0
3.0,-4.0,1.0,-1.0
4.0,-15.0,-1.0,4.0
2.0,-3.0,-1.0,2.0
4.0,5.0,-5.0,-6.0
7.0,-17.0,-2.0,5.0
39.0,28.0,-7.0,-5.0
1.0,-2.0,-1.0,3.0
-5.0,7.0,2.0,-3.0
1.0,0.0,1.0,1.0
-3.0,13.0,-4.0,17.0
9.0,7.0,-4.0,-3.0
3.0,2.0,-5.0,-3.0
7.0,-3.0,-2.0,1.0
-2.0,-7.0,-9.0,-32.0
-1.0,2.0,3.0,-7.0
51.0,7.0,-22.0,-3.0
-11.0,7.0,-8.0,5.0
22.0,-9.0,-83.0,34.0
7.0,-3.0,-2.0,1.0
3.0,5.0,-8.0,-13.0
1.0,5.0,-2.0,-9.0
6.0,1.0,11.0,2.0
-2.0,-5.0,1.0,2.0
-8.0,-13.0,-11.0,-18.0
-5.0,6.0,-1.0,1.0
-37.0,-51.0,8.0,11.0
1.0,1.0,-8.0,-7.0
-11.0,25.0,-4.0,9.0
-1.0,-3.0,-2.0,-7.0
11.0,2.0,27.0,5.0
-1.0,2.0,-1.0,1.0
-3.0,-1.0,4.0,1.0
-3.0,-7.0,4.0,9.0
-4.0,-15.0,-1.0,-4.0
3.0,-4.0,1.0,-1.0
-1.0,4.0,1.0,-5.0
-4.0,7.0,1.0,-2.0
5.0,9.0,-4.0,-7.0
0.0,-1.0,1.0,-2.0
-29.0,25.0,22.0,-19.0
86.0,231.0,-35.0,-94.0
-2.0,-3.0,7.0,10.0
-132.0,323.0,85.0,-208.0
4.0,-11.0,3.0,-8.0
7.0,4.0,5.0,3.0
-1.0,-7.0,-2.0,-15.0
-5.0,-3.0,12.0,7.0
13.0,42.0,-9.0,-29.0
3.0,14.0,1.0,5.0
9.0,-43.0,22.0,-105.0
-145.0,-88.0,117.0,71.0
1.0,0.0,1.0,1.0
0.0,-1.0,1.0,2.0
4.0,-3.0,3.0,-2.0
5.0,-13.0,2.0,-5.0
5.0,23.0,-2.0,-9.0
-16.0,9.0,7.0,-4.0
-1.0,0.0,-3.0,-1.0
-1.0,-5.0,2.0,9.0
-5.0,2.0,-3.0,1.0
12.0,7.0,17.0,10.0
1.0,1.0,-2.0,-1.0
1.0,-1.0,-2.0,3.0
-1.0,-3.0,4.0,11.0
-16.0,-7.0,-9.0,-4.0
11.0,-20.0,5.0,-9.0
-2.0,13.0,-1.0,6.0
-41.0,17.0,12.0,-5.0
2.0,-1.0,1.0,0.0
-8.0,-5.0,13.0,8.0
0.0,-1.0,1.0,4.0
2.0,1.0,-1.0,0.0
-1.0,1.0,2.0,-3.0
-17.0,-7.0,-12.0,-5.0
3.0,-8.0,-1.0,3.0
5.0,-4.0,-1.0,1.0
0.0,1.0,-1.0,4.0
44.0,-75.0,27.0,-46.0
13.0,8.0,-5.0,-3.0
14.0,-11.0,23.0,-18.0
-41.0,-12.0,-17.0,-5.0
1.0,2.0,1.0,3.0
-1.0,3.0,0.0,-1.0
44.0,-61.0,13.0,-18.0
-19.0,-30.0,7.0,11.0
5.0,-3.0,2.0,-1.0
6.0,-5.0,-7.0,6.0
7.0,4.0,5.0,3.0
-3.0,-5.0,-10.0,-17.0
1.0,1.0,-2.0,-1.0
55.0,-26.0,-19.0,9.0
-6.0,-17.0,17.0,48.0
1.0,3.0,0.0,1.0
-1.0,0.0,3.0,-1.0
6.0,-1.0,1.0,0.0
-1.0,-6.0,-1.0,-7.0
-1.0,3.0,-2.0,5.0
1.0,3.0,0.0,1.0
-3.0,-1.0,4.0,1.0
-2.0,9.0,-1.0,4.0
0.0,1.0,-1.0,-4.0
0.0,-1.0,1.0,0.0
-15.0,-19.0,4.0,5.0
-13.0,-10.0,-9.0,-7.0
4.0,15.0,1.0,4.0
-10.0,-13.0,17.0,22.0
-2.0,-5.0,-3.0,-8.0
-59.0,92.0,25.0,-39.0
-17.0,10.0,5.0,-3.0
3.0,-4.0,1.0,-1.0
-1.0,0.0,-3.0,-1.0
1.0,-4.0,1.0,-3.0
5.0,-8.0,7.0,-11.0
-1.0,-2.0,1.0,1.0
-1.0,-3.0,0.0,-1.0
2.0,-1.0,5.0,-2.0
11.0,-6.0,-9.0,5.0
1.0,6.0,-1.0,-5.0
1.0,2.0,1.0,3.0
7.0,-17.0,-2.0,5.0
4.0,-5.0,-3.0,4.0
4.0,15.0,-15.0,-56.0
1.0,2.0,1.0,3.0
9.0,10.0,-1.0,-1.0
3.0,-14.0,-1.0,5.0
5.0,-4.0,-1.0,1.0
0.0,1.0,-1.0,4.0
2.0,1.0,-5.0,-2.0
3.0,-1.0,-2.0,1.0
-4.0,-5.0,-3.0,-4.0
20.0,-49.0,9.0,-22.0
2.0,-1.0,1.0,0.0
0.0,-1.0,1.0,0.0
-2.0,13.0,3.0,-20.0
2.0,1.0,-1.0,0.0
3.0,2.0,1.0,1.0
1.0,6.0,-1.0,-5.0
-2.0,-1.0,5.0,2.0
-3.0,-20.0,-1.0,-7.0
-32.0,73.0,7.0,-16.0
7.0,-2.0,39.0,-11.0
4.0,5.0,3.0,4.0
-9.0,-14.0,-7.0,-11.0
1.0,-2.0,1.0,-1.0
1.0,3.0,0.0,1.0
1.0,-2.0,1.0,-1.0
-3.0,7.0,-4.0,9.0
-2.0,-3.0,3.0,4.0
7.0,-18.0,-5.0,13.0
-4.0,15.0,1.0,-4.0
32.0,45.0,27.0,38.0
-22.0,-17.0,-31.0,-24.0
-2.0,-1.0,-7.0,-4.0
4.0,1.0,-1.0,0.0
16.0,7.0,9.0,4.0
-1.0,3.0,0.0,-1.0
6.0,-5.0,5.0,-4.0
-3.0,2.0,1.0,-1.0
-3.0,-1.0,-2.0,-1.0
1.0,2.0,-3.0,-5.0
-4.0,3.0,13.0,-10.0
-4.0,23.0,-15.0,86.0
-1.0,4.0,1.0,-5.0
-3.0,2.0,1.0,-1.0
1.0,0.0,3.0,1.0
-1.0,-1.0,2.0,1.0
-1.0,1.0,0.0,-1.0
-6.0,19.0,-7.0,22.0
9.0,11.0,-14.0,-17.0
14.0,-9.0,-3.0,2.0
3.0,13.0,2.0,9.0
7.0,3.0,2.0,1.0
4.0,1.0,-9.0,-2.0
-15.0,19.0,-4.0,5.0
3.0,-10.0,1.0,-3.0
2.0,3.0,-3.0,-4.0
7.0,-10.0,5.0,-7.0
3.0,-5.0,2.0,-3.0
48.0,-37.0,13.0,-10.0
1.0,0.0,-1.0,1.0
1.0,-6.0,-1.0,7.0
-8.0,11.0,-3.0,4.0
-4.0,5.0,3.0,-4.0
-11.0,24.0,5.0,-11.0
2.0,1.0,3.0,2.0
-7.0,18.0,5.0,-13.0
-5.0,-12.0,3.0,7.0
-1.0,0.0,-1.0,-1.0
9.0,11.0,4.0,5.0
1.0,-2.0,1.0,-1.0
-16.0,45.0,-5.0,14.0
-3.0,4.0,-1.0,1.0
-1.0,1.0,-4.0,3.0
16.0,13.0,-5.0,-4.0
-1.0,-1.0,0.0,-1.0
-8.0,3.0,5.0,-2.0
3.0,5.0,-2.0,-3.0
1.0,-4.0,1.0,-3.0
-17.0,-4.0,-21.0,-5.0
36.0,-11.0,-13.0,4.0
1.0,-2.0,1.0,-1.0
-3.0,-8.0,-1.0,-3.0
-13.0,-4.0,-3.0,-1.0
-7.0,9.0,-4.0,5.0
1.0,1.0,-2.0,-1.0
0.0,1.0,-1.0,4.0
-11.0,-4.0,3.0,1.0
-25.0,-43.0,-18.0,-31.0
-10.0,-7.0,-17.0,-12.0
1.0,2.0,-1.0,-1.0
-6.0,-13.0,1.0,2.0
2.0,-9.0,1.0,-4.0
11.0,13.0,-6.0,-7.0
-1.0,0.0,1.0,-1.0
-1.0,3.0,0.0,-1.0
-3.0,2.0,1.0,-1.0
2.0,3.0,-3.0,-4.0
1.0,1.0,0.0,1.0
3.0,-11.0,2.0,-7.0
23.0,27.0,40.0,47.0
-4.0,-1.0,1.0,0.0
1.0,-4.0,1.0,-3.0
-44.0,149.0,-13.0,44.0
1.0,-1.0,0.0,1.0
-7.0,-12.0,3.0,5.0
5.0,-13.0,-8.0,21.0
2.0,1.0,7.0,4.0
2.0,-9.0,1.0,-4.0
1.0,-2.0,3.0,-5.0
1.0,0.0,-1.0,1.0
-11.0,3.0,-4.0,1.0
-9.0,-2.0,5.0,1.0
-23.0,6.0,19.0,-5.0
-41.0,-134.0,15.0,49.0
28.0,11.0,5.0,2.0
-11.0,15.0,8.0,-11.0
-8.0,3.0,-11.0,4.0
4.0,1.0,-1.0,0.0
8.0,-11.0,3.0,-4.0
17.0,-5.0,24.0,-7.0
2.0,-5.0,5.0,-12.0
-10.0,9.0,-9.0,8.0
5.0,-9.0,-6.0,11.0
-1.0,1.0,2.0,-3.0
6.0,-17.0,-7.0,20.0
22.0,-27.0,31.0,-38.0
-4.0,-9.0,17.0,38.0
5.0,13.0,-2.0,-5.0
10.0,-7.0,3.0,-2.0
0.0,1.0,-1.0,-2.0
0.0,-1.0,1.0,2.0
-5.0,2.0,-3.0,1.0
1.0,1.0,-2.0,-1.0
0.0,1.0,-1.0,-2.0
11.0,-17.0,2.0,-3.0
-4.0,-1.0,9.0,2.0
6.0,1.0,-1.0,0.0
-3.0,-1.0,-8.0,-3.0
-2.0,-3.0,7.0,10.0
0.0,-1.0,1.0,0.0
-45.0,-37.0,28.0,23.0
-27.0,17.0,46.0,-29.0
7.0,13.0,-6.0,-11.0
-3.0,2.0,1.0,-1.0
-2.0,-1.0,-3.0,-2.0
2.0,3.0,1.0,2.0
6.0,7.0,-7.0,-8.0
12.0,7.0,17.0,10.0
-2.0,-5.0,1.0,2.0
-5.0,-13.0,2.0,5.0
1.0,4.0,-1.0,-3.0
2.0,-1.0,-7.0,4.0
0.0,1.0,-1.0,2.0
3.0,-14.0,-1.0,5.0
-4.0,1.0,-9.0,2.0
0.0,1.0,-1.0,-2.0
5.0,12.0,-3.0,-7.0
17.0,29.0,-10.0,-17.0
-1.0,-2.0,-1.0,-3.0
1.0,-2.0,1.0,-1.0
1.0,2.0,-3.0,-5.0
17.0,-6.0,3.0,-1.0
32.0,-9.0,-7.0,2.0
4.0,15.0,1.0,4.0
-17.0,-21.0,-4.0,-5.0
3.0,-7.0,-2.0,5.0
-19.0,49.0,12.0,-31.0
-3.0,7.0,2.0,-5.0
1.0,-2.0,-1.0,3.0
-7.0,18.0,5.0,-13.0
-4.0,-1.0,1.0,0.0
-1.0,2.0,-1.0,1.0
17.0,-3.0,40.0,-7.0
-17.0,-24.0,5.0,7.0
4.0,-5.0,-3.0,4.0
34.0,-9.0,-15.0,4.0
-1.0,3.0,0.0,-1.0
4.0,-5.0,-3.0,4.0
-3.0,10.0,-1.0,3.0
-14.0,3.0,9.0,-2.0
1.0,2.0,1.0,3.0
7.0,-11.0,2.0,-3.0
-1.0,0.0,-3.0,-1.0
-2.0,1.0,3.0,-2.0
1.0,-1.0,0.0,1.0
-12.0,-7.0,7.0,4.0
3.0,8.0,1.0,3.0
-17.0,32.0,9.0,-17.0
1.0,-1.0,0.0,1.0
3.0,-8.0,-1.0,3.0
3.0,-7.0,4.0,-9.0
4.0,11.0,-3.0,-8.0
16.0,7.0,9.0,4.0
9.0,-7.0,4.0,-3.0
-1.0,-7.0,0.0,-1.0
5.0,12.0,-3.0,-7.0
-4.0,3.0,-3.0,2.0
4.0,7.0,1.0,2.0
1.0,1.0,-4.0,-3.0
5.0,4.0,1.0,1.0
-3.0,-5.0,-4.0,-7.0
-4.0,-7.0,-1.0,-2.0
10.0,-13.0,-3.0,4.0
11.0,13.0,-6.0,-7.0
-5.0,6.0,9.0,-11.0
2.0,-1.0,-3.0,2.0
2.0,-3.0,-1.0,2.0
1.0,-6.0,1.0,-5.0
13.0,10.0,35.0,27.0
-5.0,2.0,7.0,-3.0
-3.0,-2.0,-1.0,-1.0
-4.0,15.0,1.0,-4.0
0.0,1.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0
-2.0,5.0,7.0,-18.0
-49.0,15.0,-36.0,11.0
5.0,-1.0,-4.0,1.0
-1.0,1.0,0.0,-1.0
2.0,3.0,1.0,2.0
-4.0,1.0,-1.0,0.0
3.0,7.0,2.0,5.0
22.0,-9.0,5.0,-2.0
2.0,-7.0,-1.0,4.0
3.0,-16.0,1.0,-5.0
1.0,-1.0,0.0,1.0
6.0,7.0,5.0,6.0
-1.0,-1.0,-6.0,-7.0
-2.0,-7.0,-9.0,-32.0
1.0,2.0,-1.0,-1.0
-6.0,23.0,1.0,-4.0
5.0,-1.0,6.0,-1.0
1.0,2.0,-1.0,-1.0
13.0,-9.0,-10.0,7.0
-1.0,-1.0,-2.0,-3.0
-5.0,-4.0,-1.0,-1.0
-13.0,-4.0,23.0,7.0
2.0,-1.0,1.0,0.0
7.0,-24.0,5.0,-17.0
0.0,1.0,-1.0,-2.0
1.0,-2.0,1.0,-1.0
1.0,3.0,0.0,1.0
-2.0,-3.0,-9.0,-14.0
2.0,1.0,-1.0,0.0
1.0,0.0,1.0,1.0
0.0,-1.0,1.0,-2.0
4.0,-3.0,-5.0,4.0
8.0,3.0,5.0,2.0
1.0,1.0,-2.0,-1.0
7.0,13.0,-6.0,-11.0
1.0,0.0,3.0,1.0
3.0,-1.0,-2.0,1.0
-11.0,-3.0,4.0,1.0
-9.0,13.0,2.0,-3.0
-143.0,-79.0,-38.0,-21.0
-2.0,-1.0,9.0,4.0
0.0,1.0,-1.0,2.0
-2.0,-3.0,-1.0,-2.0
-7.0,-12.0,3.0,5.0
-8.0,-27.0,3.0,10.0
1.0,-3.0,0.0,1.0
3.0,7.0,-10.0,-23.0
13.0,4.0,3.0,1.0
-8.0,-1.0,1.0,0.0
-3.0,5.0,10.0,-17.0
-11.0,37.0,8.0,-27.0
0.0,1.0,-1.0,-6.0
-13.0,-9.0,-10.0,-7.0
0.0,-1.0,1.0,-2.0
4.0,5.0,3.0,4.0
47.0,18.0,13.0,5.0
1.0,2.0,-1.0,-1.0
-9.0,4.0,-7.0,3.0
-17.0,-21.0,-4.0,-5.0
4.0,-5.0,-3.0,4.0
16.0,23.0,25.0,36.0
-1.0,1.0,0.0,-1.0
12.0,-5.0,5.0,-2.0
1.0,-6.0,1.0,-5.0
3.0,-5.0,2.0,-3.0
6.0,1.0,-1.0,0.0
-1.0,-5.0,2.0,9.0
0.0,-1.0,1.0,2.0
-3.0,-2.0,-1.0,-1.0
-1.0,-5.0,-2.0,-11.0
-15.0,4.0,11.0,-3.0
2.0,-5.0,1.0,-2.0
26.0,37.0,7.0,10.0
7.0,5.0,4.0,3.0
11.0,6.0,-13.0,-7.0
5.0,12.0,17.0,41.0
-2.0,-1.0,-3.0,-2.0
-19.0,-49.0,-12.0,-31.0
-17.0,-12.0,-7.0,-5.0
-11.0,8.0,-7.0,5.0
5.0,8.0,-7.0,-11.0
-4.0,7.0,1.0,-2.0
-5.0,7.0,2.0,-3.0
1.0,2.0,-1.0,-1.0
