val1,val2,val3,val4
-59.0,-16.0,48.0,13.0
-27.0,8.0,10.0,-3.0
51717.0,20992.0,6812.0,2765.0
-35.0,-22.0,-62.0,-39.0
6329.0,-16738.0,27784.0,-73479.0
-6187.0,9850.0,1836.0,-2923.0
-19.0,46.0,26.0,-63.0
-3.0,10.0,2.0,-7.0
29.0,-12.0,162.0,-67.0
-11.0,2.0,16.0,-3.0
5.0,18.0,-2.0,-7.0
5.0,2.0,12.0,5.0
237.0,-106.0,-38.0,17.0
1.0,-2.0,-2.0,5.0
13.0,-6.0,-28.0,13.0
1.0,-6.0,2.0,-11.0
-675.0,-1612.0,1198.0,2861.0
456821.0,336110.0,257314.0,189321.0
121.0,50.0,438.0,181.0
2712253.0,9738070.0,994858.0,3571937.0
-3.0,2.0,-2.0,1.0
-43.0,-148.0,34.0,117.0
25.0,-154.0,-6.0,37.0
1.0,2.0,-2.0,-3.0
-10003.0,-6334.0,-17844.0,-11299.0
-1587.0,-3596.0,440.0,997.0
1.0,4.0,2.0,9.0
-1160971.0,730188.0,-180882.0,113765.0
-19.0,-12.0,-30.0,-19.0
1.0,0.0,4.0,1.0
-39.0,106.0,32.0,-87.0
1.0,8.0,-2.0,-15.0
-31.0,18.0,74.0,-43.0
49.0,22.0,-78.0,-35.0
5.0,18.0,-2.0,-7.0
197.0,110.0,-120.0,-67.0
-28803.0,-6304.0,22612.0,4949.0
-1319.0,-818.0,-1914.0,-1187.0
5.0,2.0,2.0,1.0
-431.0,2024.0,102.0,-479.0
-255.0,-436.0,-224.0,-383.0
17.0,10.0,-12.0,-7.0
-3223.0,-1416.0,4682.0,2057.0
-2543.0,384.0,-11768.0,1777.0
7945.0,21438.0,-5532.0,-14927.0
-3779.0,-2044.0,-1810.0,-979.0
37.0,80.0,6.0,13.0
9.0,-20.0,14.0,-31.0
13.0,-8.0,18.0,-11.0
-43.0,114.0,-20.0,53.0
1.0,0.0,-2.0,1.0
49.0,-120.0,78.0,-191.0
1.0,0.0,2.0,1.0
-37291.0,172668.0,-11114.0,51461.0
3637.0,-5736.0,5744.0,-9059.0
1.0,0.0,0.0,1.0
-3.0,-14.0,2.0,9.0
-4939.0,26834.0,8010.0,-43519.0
1.0,4.0,-4.0,-15.0
-3.0,2.0,-2.0,1.0
809.0,6100.0,-1394.0,-10511.0
-15.0,-2.0,8.0,1.0
21.0,8.0,-8.0,-3.0
609.0,-500.0,866.0,-711.0
-5018939.0,12870570.0,-3495016.0,8962621.0
-13531.0,-59246.0,32644.0,142933.0
169.0,30.0,-62.0,-11.0
37.0,58.0,-30.0,-47.0
241.0,-140.0,2064.0,-1199.0
29845.0,11288.0,24528.0,9277.0
29.0,12.0,12.0,5.0
41.0,-30.0,-56.0,41.0
3145.0,-6714.0,19634.0,-41915.0
-427.0,1408.0,622.0,-2051.0
-3043.0,7816.0,-5546.0,14245.0
1265.0,3302.0,1732.0,4521.0
-15.0,38.0,-2.0,5.0
-5459.0,-7476.0,-1042.0,-1427.0
-617239.0,158962.0,218450.0,-56259.0
-167.0,430.0,40.0,-103.0
1497.0,434.0,238.0,69.0
1953.0,-1258.0,1228.0,-791.0
4637.0,-1058.0,-2038.0,465.0
-7.0,-16.0,-24.0,-55.0
-7.0,-18.0,-26.0,-67.0
853.0,-4006.0,550.0,-2583.0
1.0,10.0,0.0,1.0
1685.0,-6376.0,4356.0,-16483.0
701.0,430.0,-1596.0,-979.0
-19.0,12.0,-8.0,5.0
1437.0,526.0,1172.0,429.0
97.0,216.0,-172.0,-383.0
37.0,16.0,-44.0,-19.0
-11.0,30.0,4.0,-11.0
-3.0,2.0,4.0,-3.0
1.0,0.0,-2.0,1.0
9.0,2.0,22.0,5.0
-7.0,-16.0,4.0,9.0
53.0,-12.0,84.0,-19.0
-431.0,-1560.0,-318.0,-1151.0
1.0,0.0,-6.0,1.0
-843.0,232.0,2162.0,-595.0
-1019.0,-2324.0,-2576.0,-5875.0
-1351.0,-1826.0,566.0,765.0
-251.0,-642.0,52.0,133.0
497.0,188.0,-230.0,-87.0
317.0,-718.0,-200.0,453.0
-135619.0,-36370.0,-35868.0,-9619.0
1.0,-2.0,0.0,1.0
-155623.0,-250790.0,-87462.0,-140947.0
-23.0,-10.0,30.0,13.0
-43.0,-24.0,-34.0,-19.0
-387.0,-932.0,218.0,525.0
1905.0,-1394.0,7154.0,-5235.0
9.0,-2.0,-22.0,5.0
-36583.0,5528.0,14976.0,-2263.0
1.0,0.0,-2.0,1.0
325.0,-562.0,-602.0,1041.0
-4027.0,2574.0,2996.0,-1915.0
-39.0,140.0,100.0,-359.0
13.0,6.0,-50.0,-23.0
-1231.0,2192.0,-962.0,1713.0
3769.0,-1470.0,5874.0,-2291.0
1.0,6.0,-2.0,-11.0
1057.0,1864.0,1298.0,2289.0
-771.0,2738.0,7222.0,-25647.0
-2823.0,6392.0,-10766.0,24377.0
1.0,0.0,2.0,1.0
-47.0,-316.0,18.0,121.0
-1619.0,676.0,-1334.0,557.0
-1051.0,-822.0,436.0,341.0
521.0,1136.0,-194.0,-423.0
5.0,-12.0,-2.0,5.0
-23.0,266.0,-16.0,185.0
937.0,-356.0,608.0,-231.0
605.0,238.0,2148.0,845.0
5.0,-8.0,2.0,-3.0
-79.0,-208.0,-188.0,-495.0
46705.0,80866.0,33774.0,58477.0
3769.0,-6864.0,-4468.0,8137.0
-7.0,18.0,12.0,-31.0
5.0,-2.0,-2.0,1.0
-32803.0,12128.0,8858.0,-3275.0
-1286263.0,288908.0,-2035102.0,457105.0
-47.0,-76.0,-34.0,-55.0
-69063.0,28042.0,85202.0,-34595.0
89321.0,-299802.0,154726.0,-519331.0
-35.0,78.0,-22.0,49.0
449177.0,551736.0,-689920.0,-847447.0
9.0,-32.0,-34.0,121.0
-15.0,-4.0,-26.0,-7.0
-247.0,360.0,-94.0,137.0
7429.0,3076.0,-11542.0,-4779.0
53.0,20.0,-8.0,-3.0
-1364591.0,-2197668.0,211076.0,339937.0
-7.0,-4.0,2.0,1.0
1521.0,-428.0,-430.0,121.0
25.0,14.0,66.0,37.0
-47.0,32.0,210.0,-143.0
1.0,-6.0,-4.0,25.0
5.0,-8.0,12.0,-19.0
-19.0,-64.0,-122.0,-411.0
79529.0,35942.0,262066.0,118437.0
-16767.0,9242.0,21718.0,-11971.0
-455.0,288.0,1098.0,-695.0
1.0,4.0,2.0,9.0
-149823.0,654670.0,-215866.0,943253.0
25.0,-16.0,-64.0,41.0
61389.0,-27418.0,-25706.0,11481.0
41.0,30.0,-26.0,-19.0
-23.0,-14.0,-18.0,-11.0
-2227.0,-1556.0,-3840.0,-2683.0
6689.0,-3740.0,-2520.0,1409.0
-27.0,46.0,-64.0,109.0
-7.0,-2.0,4.0,1.0
1.0,2.0,-4.0,-7.0
1.0,-2.0,-4.0,9.0
9.0,-22.0,-2.0,5.0
781.0,1886.0,2114.0,5105.0
-3.0,-8.0,-4.0,-11.0
-7.0,2.0,-4.0,1.0
1.0,2.0,0.0,1.0
1.0,0.0,4.0,1.0
137.0,-200.0,-50.0,73.0
28429.0,48932.0,-4566.0,-7859.0
173.0,424.0,-468.0,-1147.0
-75.0,-104.0,44.0,61.0
15853.0,36200.0,73448.0,167717.0
149.0,84.0,94.0,53.0
-15.0,-4.0,34.0,9.0
85.0,24.0,46.0,13.0
12777.0,-20548.0,16654.0,-26783.0
29.0,124.0,18.0,77.0
-74263.0,-28380.0,-62506.0,-23887.0
-31.0,74.0,80.0,-191.0
257.0,-118.0,-98.0,45.0
61.0,150.0,-24.0,-59.0
-283.0,-612.0,80.0,173.0
-107.0,32.0,224.0,-67.0
5.0,68.0,-2.0,-27.0
349.0,-1120.0,502.0,-1611.0
-19.0,4.0,14.0,-3.0
61.0,-8.0,-38.0,5.0
-7955.0,-3362.0,2908.0,1229.0
-359.0,-1598.0,82.0,365.0
25.0,6.0,-146.0,-35.0
2213.0,502.0,-842.0,-191.0
-187.0,778.0,-106.0,441.0
93.0,-134.0,-220.0,317.0
-111.0,160.0,-256.0,369.0
-11.0,-8.0,-4.0,-3.0
581.0,1378.0,78.0,185.0
-28591.0,19964.0,-8514.0,5945.0
72289.0,161080.0,118176.0,263329.0
-71215.0,186754.0,-32174.0,84373.0
-37047.0,-133718.0,-16378.0,-59115.0
29.0,76.0,124.0,325.0
9.0,14.0,-20.0,-31.0
37.0,-24.0,-20.0,13.0
41.0,18.0,66.0,29.0
2273.0,8496.0,942.0,3521.0
37.0,14.0,-8.0,-3.0
-71.0,30.0,168.0,-71.0
78793.0,-169470.0,23862.0,-51323.0
149.0,-190.0,40.0,-51.0
-187.0,-138.0,-42.0,-31.0
5.0,-8.0,2.0,-3.0
-97523.0,84866.0,-44882.0,39057.0
-12287.0,-22018.0,-1620.0,-2903.0
13.0,8.0,-18.0,-11.0
-167.0,26.0,122.0,-19.0
-267.0,-370.0,-998.0,-1383.0
33.0,-70.0,-8.0,17.0
29.0,12.0,-46.0,-19.0
1829.0,698.0,9918.0,3785.0
101.0,420.0,-120.0,-499.0
917.0,-1166.0,-1300.0,1653.0
-31.0,-14.0,-104.0,-47.0
1.0,2.0,2.0,5.0
1493.0,234.0,1946.0,305.0
-8679.0,-32390.0,-32272.0,-120439.0
-355.0,136.0,2994.0,-1147.0
5204149.0,2031666.0,-2285476.0,-892235.0
-331.0,-912.0,-94.0,-259.0
-2023.0,-438.0,3404.0,737.0
-763.0,1388.0,94.0,-171.0
5.0,2.0,2.0,1.0
-7.0,-16.0,4.0,9.0
1.0,4.0,4.0,17.0
9.0,-4.0,16.0,-7.0
-407.0,642.0,-168.0,265.0
377.0,204.0,-146.0,-79.0
141.0,-82.0,-662.0,385.0
-2711.0,4724.0,-4284.0,7465.0
-1251.0,-2990.0,2966.0,7089.0
1.0,0.0,0.0,1.0
113313.0,-47464.0,77806.0,-32591.0
-3.0,14.0,-8.0,37.0
-79.0,18.0,-22.0,5.0
-10567.0,25056.0,-2406.0,5705.0
-15.0,-4.0,34.0,9.0
-95.0,-62.0,118.0,77.0
1.0,0.0,2.0,1.0
7649.0,14112.0,-4908.0,-9055.0
-19.0,-26.0,-8.0,-11.0
1153.0,2132.0,550.0,1017.0
3545.0,10228.0,-8562.0,-24703.0
5.0,6.0,4.0,5.0
442981.0,66992.0,93824.0,14189.0
33.0,10.0,-10.0,-3.0
-179.0,-784.0,666.0,2917.0
833.0,470.0,-218.0,-123.0
-40551.0,16972.0,16952.0,-7095.0
-60939.0,-135068.0,-11176.0,-24771.0
1.0,2.0,0.0,1.0
-63.0,-8.0,8.0,1.0
1.0,0.0,-4.0,1.0
17.0,46.0,-78.0,-211.0
9.0,4.0,56.0,25.0
-51.0,-32.0,-94.0,-59.0
1.0,2.0,-6.0,-11.0
4417.0,-1830.0,-7562.0,3133.0
-73375.0,-175728.0,-16608.0,-39775.0
-15.0,8.0,28.0,-15.0
73.0,180.0,-350.0,-863.0
1.0,0.0,-2.0,1.0
-111.0,-46.0,70.0,29.0
41.0,86.0,-318.0,-667.0
1.0,-2.0,0.0,1.0
13.0,2.0,32.0,5.0
349.0,-54.0,614.0,-95.0
-55.0,-126.0,86.0,197.0
6109.0,-2828.0,-944.0,437.0
1.0,-2.0,2.0,-3.0
1.0,2.0,-8.0,-15.0
60724069.0,-23201366.0,-35557348.0,13585701.0
-74195.0,106366.0,175574.0,-251703.0
-45187.0,78630.0,-108762.0,189257.0
425.0,178.0,1158.0,485.0
-29315.0,-13158.0,71572.0,32125.0
-811.0,-1918.0,474.0,1121.0
-187.0,30.0,268.0,-43.0
15861.0,6470.0,10936.0,4461.0
-19.0,-50.0,8.0,21.0
-7.0,16.0,-18.0,41.0
1.0,0.0,-2.0,1.0
553.0,-758.0,116.0,-159.0
17.0,-2.0,60.0,-7.0
377.0,-62.0,602.0,-99.0
-2275.0,-10152.0,-612.0,-2731.0
8677.0,1612.0,-13796.0,-2563.0
-6647.0,-3862.0,-11282.0,-6555.0
2913.0,5006.0,-5318.0,-9139.0
1.0,0.0,0.0,1.0
17.0,-10.0,46.0,-27.0
4629.0,11770.0,-2836.0,-7211.0
1298713.0,-201424.0,-2805666.0,435145.0
5.0,-22.0,-2.0,9.0
-2731.0,614.0,6614.0,-1487.0
-1443.0,2198.0,-560.0,853.0
3013.0,-1732.0,-3808.0,2189.0
-27.0,-46.0,64.0,109.0
633.0,268.0,248.0,105.0
-3.0,-2.0,2.0,1.0
1.0,-6.0,0.0,1.0
-11.0,70.0,30.0,-191.0
-7.0,-2.0,-52.0,-15.0
3229.0,-4636.0,1774.0,-2547.0
13.0,188.0,-102.0,-1475.0
-3.0,-16.0,4.0,21.0
-39371.0,-96428.0,-17682.0,-43307.0
37.0,-104.0,-90.0,253.0
353.0,144.0,-76.0,-31.0
65.0,438.0,-42.0,-283.0
-31.0,20.0,-14.0,9.0
2501.0,644.0,-1534.0,-395.0
-180947.0,230556.0,-276992.0,352933.0
5.0,4.0,-4.0,-3.0
1.0,-2.0,2.0,-3.0
170985.0,-41116.0,-101474.0,24401.0
1.0,4.0,-4.0,-15.0
-19.0,12.0,-8.0,5.0
-71.0,-50.0,382.0,269.0
1.0,-2.0,0.0,1.0
-139.0,74.0,-62.0,33.0
-3.0,-4.0,4.0,5.0
534713.0,-304444.0,1224026.0,-696911.0
145.0,-64.0,614.0,-271.0
-123.0,470.0,28.0,-107.0
5.0,2.0,-18.0,-7.0
1.0,4.0,0.0,1.0
-3.0,8.0,-2.0,5.0
-1919.0,-3052.0,730.0,1161.0
-19187.0,48750.0,7920.0,-20123.0
-20359.0,-14378.0,-84714.0,-59827.0
-5416195.0,14229928.0,17848268.0,-46892619.0
-3.0,-2.0,-4.0,-3.0
5.0,8.0,-2.0,-3.0
54397.0,-12900.0,22210.0,-5267.0
-11.0,8.0,48.0,-35.0
549.0,310.0,-232.0,-131.0
1.0,-2.0,0.0,1.0
-68055.0,-18794.0,27524.0,7601.0
-10579.0,27124.0,5786.0,-14835.0
1.0,4.0,0.0,1.0
-15.0,-38.0,32.0,81.0
-565451.0,234118.0,262138.0,-108535.0
-30139.0,71174.0,-19332.0,45653.0
2257.0,-674.0,3640.0,-1087.0
-407.0,234.0,-774.0,445.0
53.0,126.0,98.0,233.0
-51.0,110.0,-32.0,69.0
5.0,-2.0,-2.0,1.0
113.0,-80.0,202.0,-143.0
313.0,-874.0,756.0,-2111.0
-7.0,24.0,2.0,-7.0
