val1,val2,val3,last_matrix
2,13,-2,2
8,41,10,3
7,-59,3,1
-15,-91,5,4
-12,28,12,2
-3,14,-13,1
0,-42,8,3
-8,-76,12,3
-2,19,0,4
-2,38,0,4
29,-60,-3,1
-2,131,-18,4
-10,-35,-10,2
4,-8,-2,4
-11,-21,3,2
1,8,7,3
-10,-28,6,3
3,6,11,4
0,78,4,1
1,-139,19,3
1,55,5,2
7,-134,-19,4
-22,-51,4,4
2,18,-6,4
-4,-98,18,4
-10,-33,2,3
-10,33,-2,2
-9,18,-1,3
-22,-243,4,2
-1,-14,-1,2
-4,-30,10,1
11,-100,-15,1
3,108,-13,3
10,24,8,3
9,-13,-1,2
8,58,18,4
-15,16,5,2
-7,-25,3,1
-4,-8,-10,1
13,-33,-3,3
-13,22,7,3
0,-86,-6,4
3,8,-5,3
13,-37,11,3
-17,224,-11,1
-13,-189,17,2
-4,-21,6,2
8,-34,2,4
-14,-209,22,4
-12,53,0,2
5,26,-5,1
17,-58,-9,4
22,-197,-12,3
-12,83,-10,1
-19,-105,5,2
-7,83,-15,2
-17,166,-9,3
-8,-30,2,3
2,-22,-10,2
17,-198,-13,2
-12,127,-12,4
1,-28,5,3
-7,67,-11,1
0,-19,2,4
-7,-55,7,2
8,7,10,2
21,23,5,1
3,13,17,3
-10,-37,8,3
12,-13,-2,1
-3,-55,17,1
-11,-9,-7,2
-8,77,-14,2
1,2,-11,2
8,7,-2,1
-1,3,-7,4
-17,5,-9,1
-11,123,-11,3
-4,123,-10,4
3,-108,-13,2
4,-5,0,2
4,23,-10,1
-6,31,-12,2
7,-198,-23,4
17,-198,-17,2
7,2,-5,4
-2,-8,0,3
-10,19,6,2
-12,38,14,1
9,-32,5,2
-7,80,-7,4
0,23,8,2
0,31,10,3
5,-22,5,4
16,-26,-14,4
11,56,7,3
2,18,4,1
-14,29,2,4
-12,29,0,3
0,-76,-8,2
10,-45,-6,4
19,80,3,3
-2,-5,2,2
8,-31,-6,1
-18,-96,6,2
9,25,5,3
6,-25,6,3
4,-137,-14,3
5,73,5,3
-2,16,0,4
-9,14,-9,2
-15,5,-1,2
-1,61,-7,2
2,-21,-6,2
1,16,-11,4
12,-33,-12,2
22,-28,-6,2
7,57,17,4
-2,-5,-16,1
-4,61,-4,1
-3,29,3,4
17,-12,-9,2
-5,47,-3,4
0,8,20,2
12,1,-12,3
26,33,2,4
-7,-29,13,3
-5,-29,9,3
-6,-39,10,1
-1,8,3,1
8,36,4,1
6,33,6,4
12,-12,-8,3
0,24,-4,3
-12,-30,-2,2
3,3,1,1
-5,-48,-1,3
12,65,10,1
-10,15,8,2
-6,-73,14,3
-3,-8,-11,3
-3,18,7,1
-6,30,6,3
4,16,12,1
21,92,3,2
-5,11,5,4
-24,209,0,1
-1,48,-13,1
-6,69,-10,3
7,42,11,4
-15,89,-7,4
0,42,-2,4
-10,-95,4,2
14,65,0,2
-1,20,-3,1
-5,17,13,1
5,-11,1,4
3,17,-11,1
8,11,6,1
-8,-13,10,3
3,-4,3,3
9,177,17,3
-2,10,18,2
-1,7,-5,1
13,-92,-5,4
9,102,21,2
4,-35,-2,1
1,-33,-13,1
-11,50,-9,4
-20,41,2,4
-7,6,9,2
-8,-9,10,3
5,12,-3,3
-2,-37,10,1
-7,-30,9,3
7,65,7,2
6,28,-12,3
-5,-10,5,3
-3,-27,-17,3
0,36,-6,4
-20,-104,12,1
4,1,-6,1
1,-53,-5,3
2,-97,-14,3
-6,-3,0,3
2,59,0,1
5,-2,3,1
-12,96,-12,4
5,-2,3,1
-15,-4,-11,3
3,13,11,2
0,-14,6,2
1,28,-5,4
5,-10,11,2
-9,-20,9,4
-15,29,-13,2
-1,20,-15,4
8,-12,-4,2
10,60,10,3
1,-30,-15,2
-3,3,-5,3
5,-31,-3,4
4,-12,2,2
8,20,6,3
8,-13,4,1
4,61,2,4
7,139,29,3
-1,-53,-9,4
3,41,15,2
3,-40,9,1
16,27,8,2
0,20,8,3
23,-121,-11,2
-6,23,-6,4
-16,55,4,2
-3,-62,15,1
-1,-63,15,2
-12,94,-20,2
13,-20,-7,1
8,-38,2,4
2,7,-8,4
7,-61,-7,4
-1,15,3,4
-10,-26,4,3
-3,-1,1,3
-9,-220,17,1
11,-170,-5,4
17,-13,9,2
-17,-115,19,2
9,-25,-1,3
-1,-3,1,1
3,-82,-17,2
2,-3,0,2
7,109,13,2
6,8,16,3
-10,36,-4,4
23,-203,-3,3
-12,1,14,1
-12,112,-12,3
-5,-25,3,3
10,108,8,2
-3,-41,29,3
-7,8,-3,3
-3,-69,17,3
-8,-15,10,4
15,-16,-1,1
-22,239,-18,4
0,-22,2,3
2,-24,20,3
-1,86,19,1
-13,8,-5,1
-14,85,-6,3
-16,-4,4,1
-17,236,-9,4
9,-26,-5,3
-6,-33,4,3
1,-5,3,3
1,42,9,2
-7,115,-19,2
21,-89,-3,1
16,147,14,1
13,125,11,1
-7,218,-27,4
-14,-64,-4,3
14,27,0,4
8,58,10,1
-10,-27,0,4
4,-10,-4,2
-2,-12,2,4
-4,15,-14,4
2,-6,-10,4
7,-8,-3,1
-9,-53,7,4
11,-62,-29,4
0,1,10,1
-4,-15,2,4
-4,66,-12,3
16,-43,-2,3
12,-47,-12,1
7,-16,7,4
-12,-215,20,2
4,16,2,2
0,17,-16,1
13,-63,-11,1
-10,-62,6,2
0,6,2,1
-3,15,-3,3
15,-34,-1,4
-4,-61,-2,1
2,-13,0,4
0,-24,6,1
6,13,-4,1
7,-21,-15,4
0,-9,0,2
-5,-21,9,3
-14,32,-10,2
6,10,-2,3
10,-31,8,3
-12,107,-14,4
3,78,21,4
-14,-35,-6,2
-10,24,0,3
7,-34,19,2
10,-147,-22,4
3,30,5,4
6,-19,-2,1
-6,108,-24,4
-1,34,-15,4
4,50,10,4
17,-196,-21,3
7,-78,-7,2
-2,-20,-6,2
11,-89,-3,2
-1,15,11,2
-2,4,-14,2
0,43,6,3
4,74,10,3
10,-53,-8,1
-11,-121,7,1
3,-4,-7,4
10,79,-14,1
-10,-99,10,3
-8,10,-18,2
-3,-31,7,3
10,-101,-14,3
5,-5,-3,1
-4,-32,-8,2
7,-1,7,1
-11,85,-25,3
-5,7,-15,2
-9,46,-9,3
-14,58,-2,4
-13,16,-1,4
-21,-19,3,2
13,-13,1,3
-3,-36,-1,1
21,19,3,1
-13,16,1,3
12,-106,-8,4
17,-239,-23,2
-6,-14,4,1
-17,-170,11,3
17,-24,-5,2
5,39,1,3
14,-39,0,3
4,-66,12,2
13,35,-1,2
-17,-230,17,3
-20,214,-12,4
0,-36,-20,4
-3,-53,5,1
10,-24,6,3
12,-9,8,1
8,-20,2,3
-3,-23,-5,2
-1,10,11,2
-13,14,-3,4
17,-13,-3,3
-6,-12,0,4
-10,-100,12,1
-7,33,1,2
18,-77,6,2
4,-25,16,2
-16,-154,28,3
17,-58,-5,3
6,-33,-2,4
-4,-61,4,2
10,148,16,3
0,43,14,4
-11,-17,1,3
-21,114,-19,2
-5,-73,3,1
3,51,-1,4
1,56,-3,2
-4,20,4,1
16,-54,-6,3
12,-63,0,3
-4,-6,-6,1
-11,57,-21,2
8,18,6,4
-7,34,-5,3
-13,106,-9,1
6,63,6,4
-1,40,-1,1
-2,-5,-6,1
-3,-53,1,1
1,25,-5,2
-22,-84,6,3
-2,8,-2,3
-20,-44,6,4
-7,-20,3,1
-3,47,-11,1
-1,30,3,3
-6,-108,18,2
-9,80,-15,1
7,-33,-9,4
-5,-23,-7,2
-5,-23,5,1
8,-89,-14,2
-1,46,-13,4
-15,46,-19,2
3,30,1,3
-2,-5,8,3
-18,-169,18,3
-15,-35,9,2
1,44,-19,4
24,80,0,2
6,-1,-8,4
3,21,-1,4
1,-29,-3,1
-6,-149,24,1
2,-4,2,1
-19,13,-5,4
12,265,24,3
-21,54,-9,2
0,-64,14,3
-13,-172,13,4
-11,24,-3,4
14,40,12,4
16,104,6,4
6,-67,-18,4
4,-72,8,1
-10,-39,18,3
-3,-8,-11,1
1,-6,-3,4
3,-12,5,4
12,6,-2,3
-7,38,-5,4
10,-70,-22,4
8,-5,-8,4
3,-73,-9,2
6,40,-4,4
10,15,-4,4
-13,-119,-3,1
-8,24,6,1
-6,-45,-2,3
10,41,8,1
-1,40,1,3
-6,-52,0,1
15,70,7,3
1,-155,-15,4
-13,100,-15,4
-17,107,-7,3
-1,2,-11,1
7,-22,-3,4
-7,54,-9,2
9,-12,-7,1
-12,51,-6,4
-2,-9,-10,4
12,43,2,2
-6,-21,-4,3
6,-32,-6,3
14,-64,-10,3
-3,36,-9,4
17,-10,5,4
-10,-71,4,2
-12,83,0,3
17,-88,-17,1
11,-30,7,3
-5,-29,-11,4
-13,122,-17,2
-11,-66,11,2
-21,-53,-7,3
7,-58,-9,4
-16,-35,6,2
-17,-6,-1,2
5,-56,-13,3
-1,-41,-1,3
2,-30,-4,1
-3,6,3,4
-7,3,5,4
-15,-116,13,1
6,-24,4,2
-5,30,-5,2
11,41,23,1
8,3,8,1
-28,218,-14,2
5,4,13,3
1,-16,-3,4
13,47,3,2
-2,-37,-6,2
-16,86,-2,1
-4,-7,6,3
7,104,-11,3
16,-33,0,2
1,43,-15,1
-3,2,-1,3
-19,81,-5,3
-6,-22,-2,2
5,95,-5,4
-21,78,-7,2
3,34,9,4
-4,-1,-8,2
0,-15,2,1
1,72,13,3
-7,37,-9,2
-4,38,-4,2
0,-6,-6,4
12,27,6,4
-2,-73,-12,4
6,-47,-2,1
-8,33,2,2
-1,45,1,4
3,64,3,3
2,-33,-8,2
0,-47,16,1
20,150,16,3
-12,20,-8,2
8,-39,-8,2
20,16,-4,4
6,-25,-4,2
18,-2,0,1
-1,23,-3,1
-6,34,-4,1
-11,57,-9,4
0,0,6,2
11,-73,-13,4
-9,4,11,2
8,-9,-8,2
8,-4,-2,2
0,16,18,2
-8,24,-2,2
-22,40,-6,2
-7,3,-1,2
14,117,8,4
-9,-35,7,1
10,32,4,1
-7,-33,-1,3
-9,-43,1,1
6,47,8,1
6,38,-6,1
0,57,-14,2
-7,-32,-11,2
-2,17,8,1
-3,-6,-7,3
10,-34,4,4
-6,63,-14,2
16,103,2,1
-5,46,1,1
-5,42,11,1
4,-25,4,2
-20,102,-18,2
2,-69,24,1
-5,26,-17,4
12,-65,-8,4
1,12,-5,3
-14,43,-4,1
-6,-29,8,1
3,-33,13,3
-3,52,13,4
5,-38,11,1
3,-22,-3,4
2,-4,22,1
-14,73,-12,3
-3,-85,1,1
9,35,-1,4
-21,-137,5,3
-1,24,-5,2
7,40,21,2
0,-7,6,3
9,25,11,1
-4,63,-10,4
-8,8,2,2
-8,10,8,2
1,18,3,3
3,127,21,4
-5,50,7,2
3,-63,-25,1
3,-26,-5,2
-11,122,-11,3
-1,22,17,1
-9,40,-3,3
8,-108,2,3
17,52,1,4
-6,21,-2,3
19,-65,-7,4
-11,-45,7,2
19,-58,-1,3
-5,-21,11,2
2,-5,-6,4
4,7,-2,2
0,-62,0,3
-1,24,7,4
-8,-36,2,3
3,17,-5,2
12,5,-2,1
1,42,-1,2
-1,30,3,2
17,84,1,3
-3,-15,1,1
0,-33,0,1
-13,57,-5,4
-14,60,-8,3
8,64,8,2
0,-22,-2,1
-3,-10,-11,3
7,26,-3,2
10,150,12,2
-2,-16,0,4
-3,-7,7,2
9,48,7,4
7,-106,-15,3
6,-24,-12,4
6,-3,-2,1
9,-94,-19,3
3,-48,5,4
0,15,0,3
-17,-226,13,1
10,-56,-2,2
-10,55,-8,4
12,60,10,1
3,31,5,4
7,-5,3,3
1,31,1,2
-7,-23,29,2
-6,-22,0,2
-3,27,-3,4
7,-10,-5,1
-12,10,-2,3
11,-57,-1,4
14,-107,-4,4
7,-49,-3,3
-5,-11,5,1
6,-32,-4,4
-7,-13,15,1
-3,1,-1,1
-9,-9,-5,1
-8,-85,14,1
15,-23,-15,2
10,-81,0,4
0,-17,22,3
10,-26,-2,4
9,-37,-7,3
-3,-14,-23,4
-6,39,-12,3
4,113,18,4
0,30,2,2
-4,-16,10,2
-1,103,3,1
13,-60,-5,4
-14,211,-8,1
25,-194,-9,3
7,-141,-23,3
8,-27,-8,4
7,6,-5,4
18,-321,-18,4
-30,83,-4,1
11,41,-5,3
4,16,2,1
15,-1,-19,1
9,-112,-17,4
13,-54,-9,4
-4,-6,14,1
13,-212,-21,1
0,-10,-16,4
1,-15,1,2
-14,76,-6,1
-6,-63,8,2
13,17,-5,1
-1,-14,5,4
-7,-53,9,3
0,-45,12,1
2,-58,-16,2
10,47,-6,3
5,62,5,4
-1,-30,-5,2
1,22,1,2
-4,-3,-2,1
-12,16,-2,3
-12,6,4,3
-9,-124,13,3
-8,23,4,3
11,0,1,1
5,-112,-17,4
-17,119,-13,3
-5,25,-9,2
-13,0,9,4
-33,-311,13,3
5,-45,-13,2
18,74,20,1
3,-30,-1,4
5,13,-9,4
9,-13,-9,1
3,9,3,2
6,21,-6,2
16,164,12,1
-3,-2,-1,4
-17,169,-21,1
9,10,-1,3
-10,-57,2,2
-6,-22,0,2
9,46,9,3
16,96,6,1
2,-26,2,4
19,-88,-13,4
15,-106,-15,3
-1,-32,3,2
3,-26,-9,2
8,95,10,3
1,6,19,3
-4,35,-16,1
2,-18,8,2
1,-3,1,2
-8,-65,16,4
11,-13,-9,3
6,27,8,4
19,51,3,1
-3,25,5,1
17,70,9,2
-11,-128,3,3
-8,-28,4,1
-7,-66,-1,3
2,14,0,2
-7,109,-9,1
24,16,-6,3
6,-31,0,2
-10,2,6,4
4,11,0,2
-6,-43,-6,1
-4,22,-8,4
15,-20,3,4
15,55,11,2
-8,-36,-16,1
0,-6,-4,1
4,-3,4,4
13,-41,-5,3
13,65,11,1
11,-143,-15,3
8,48,6,1
-5,-54,-5,2
14,43,4,4
-21,-141,17,3
-14,39,-10,4
7,-5,1,2
-8,-2,-2,3
-6,-40,-18,4
7,-60,-3,2
15,-82,-11,4
-4,-48,6,3
11,163,15,2
-7,-46,-11,1
18,-8,-12,4
3,-35,-7,2
18,95,4,3
7,-2,-13,1
-12,-54,2,2
5,-22,-7,1
-1,19,5,3
12,7,0,4
-8,-252,26,1
-6,59,-2,3
-1,39,15,4
8,-62,-14,4
8,19,-6,4
8,-82,-16,2
-15,83,-13,3
-21,-195,1,3
12,3,2,4
5,-90,-5,2
-7,-9,-1,1
7,-42,11,1
4,-38,-18,4
5,139,17,1
-22,152,-8,2
-11,-4,-3,2
10,-20,-10,2
-8,29,0,4
9,-10,1,4
-3,1,-3,4
-3,58,-21,4
-15,91,-3,2
4,-5,10,4
-14,-33,8,2
-13,-99,1,1
2,-71,-14,2
3,8,3,2
0,-25,-2,1
10,117,8,1
11,60,5,4
10,-63,0,3
-15,247,-9,2
13,-10,-5,4
5,-18,9,4
9,-1,11,2
-16,-132,12,4
12,49,12,2
-16,-71,12,1
-14,14,2,2
2,10,6,1
-9,13,-9,1
3,22,-9,3
-3,5,-5,2
12,-2,-4,3
-2,50,-14,1
14,-126,-12,4
11,-159,-21,1
1,-51,-13,4
-2,-28,-2,3
-10,-199,18,1
-16,86,-8,2
-13,80,-3,3
6,1,6,1
-4,-5,-16,2
1,110,-11,2
9,22,7,3
15,150,17,1
3,-10,-1,4
0,11,2,1
-4,76,-16,2
-5,-11,11,1
9,1,-1,1
-1,25,11,4
-3,-10,-7,4
16,14,2,3
-1,19,5,3
-2,-16,0,1
22,73,10,1
10,89,0,1
9,-32,-3,2
-1,-26,11,3
5,20,5,3
5,83,13,1
8,-7,6,1
14,-109,-10,4
14,-5,-2,1
-7,-108,9,4
-3,14,1,2
-3,-5,5,2
0,-43,4,4
-18,-78,12,2
2,-35,6,4
-4,-15,-8,2
-4,-53,20,1
-9,-35,5,2
-4,-1,-14,4
-10,46,-8,2
-15,58,1,4
1,40,-3,1
-17,-32,-3,4
-3,-16,-9,1
-10,40,-4,1
5,6,-1,1
-6,-10,16,3
9,10,-7,2
-2,54,4,4
-5,63,-17,3
1,9,-7,2
5,26,-17,4
22,-112,-2,4
22,4,-6,3
11,-66,-5,4
-14,-134,10,3
3,-38,-5,3
-4,8,-18,2
-11,-103,19,3
4,-18,-6,2
0,40,4,4
-3,-2,13,2
-22,-327,22,3
-9,-99,9,2
-3,39,7,3
9,-84,-19,2
3,-24,-11,1
23,193,15,1
21,133,13,2
-17,-58,15,1
-7,9,-5,2
2,66,-2,1
10,-95,-18,4
-5,-8,5,4
12,-16,0,3
3,-55,-17,1
-3,21,15,4
-2,-45,-2,3
8,12,8,3
-6,26,4,2
-9,-24,1,3
23,29,7,1
-25,306,-11,4
-9,-107,13,1
10,-52,-8,2
-3,26,-3,4
0,58,-10,1
9,52,5,3
1,11,15,1
-19,-35,5,4
1,63,7,1
-14,-9,14,1
-1,3,11,4
-7,9,-3,3
2,3,8,4
6,-51,-8,4
-5,5,1,2
-9,-33,1,3
-9,58,7,4
-14,-43,4,2
-8,69,-12,2
-7,28,7,1
12,63,-2,4
6,39,18,1
-2,18,-8,3
9,-24,7,2
9,-155,-33,1
6,-113,-8,1
9,-11,-3,3
-8,11,-8,4
4,-35,-6,2
-17,-16,1,3
-4,45,8,2
6,-19,-18,3
10,-122,-20,4
-11,24,5,1
7,15,-5,1
-14,122,-14,4
-14,-261,24,2
-4,-4,0,4
5,8,3,2
-3,6,-13,4
-6,-1,-6,1
-9,46,-1,1
-29,-104,1,1
-6,-31,-12,2
-9,-93,11,1
-18,187,-12,4
-22,40,2,1
11,-60,-1,3
12,-17,-2,1
-12,-22,6,2
6,4,8,1
5,-10,3,1
-6,59,0,4
6,-13,-14,1
11,-111,-11,3
16,38,-10,3
-17,165,-5,2
1,-67,-13,3
1,-9,-1,3
3,12,5,3
-3,9,-11,3
-6,-39,2,2
18,100,16,3
14,120,6,3
12,34,8,3
-2,-31,-8,2
-2,147,-34,4
-36,52,8,4
2,-52,-18,3
3,8,3,1
-1,-36,13,3
-1,-58,-5,2
17,-117,-7,1
7,32,9,1
7,1,-9,2
-2,58,0,4
-3,82,-19,1
10,-11,-2,4
3,48,5,1
-9,-123,7,1
-2,7,-6,1
8,-13,4,4
-1,31,3,1
9,177,19,3
-3,-3,-7,4
18,-31,2,4
-2,-31,-2,2
2,14,18,2
-21,10,1,4
-13,-12,5,1
-3,11,1,4
24,4,0,3
8,45,6,1
7,8,-5,2
-7,-62,3,1
6,60,16,4
-6,32,4,4
1,7,3,3
5,-22,7,3
-8,16,2,1
3,-16,-5,3
6,43,6,2
-4,-23,10,1
4,43,4,2
-2,84,-14,4
-3,-75,7,1
-8,-4,-10,2
10,-56,-12,4
-1,16,3,2
-1,8,-5,3
-1,70,5,3
9,-58,-7,1
-2,-21,4,4
5,-7,-1,2
14,40,-12,3
-8,6,-6,2
-19,3,-13,2
5,-77,-7,1
-10,-64,0,3
-2,48,-4,2
-6,4,4,3
-1,-19,13,2
0,-6,4,2
15,-11,-21,1
5,12,5,4
-22,-66,-2,2
0,-72,-12,2
-6,20,12,2
-16,-32,4,3
-6,30,4,2
-15,-116,9,3
13,20,3,4
0,14,12,3
1,19,-1,4
5,21,1,1
-2,-48,-10,2
2,41,20,2
-16,6,4,1
-17,219,-9,1
-22,-168,0,3
12,-39,6,4
13,-38,-5,3
13,19,-1,4
-3,11,-3,1
4,14,-4,4
0,-18,12,3
1,32,5,2
16,49,-2,3
-14,48,-10,4
-10,110,-20,4
16,-88,-2,4
-4,-33,6,2
-1,20,-7,4
0,6,-2,4
1,-12,1,1
3,-17,-1,3
-3,5,-9,4
-4,26,-2,2
-12,-14,2,1
2,0,-6,4
3,-27,1,4
7,31,7,4
-9,-206,21,3
5,22,7,2
-11,61,-5,3
0,-60,-22,4
-3,42,-15,4
6,-16,8,1
17,13,7,1
-15,-51,11,2
-15,87,-5,1
2,-3,0,2
-15,171,-15,4
7,-35,-11,2
15,-61,-3,3
0,-26,-12,1
1,29,-1,4
-4,23,-2,4
2,32,-6,4
1,16,11,2
8,12,0,1
-10,-40,0,2
5,8,7,4
-5,-43,-1,3
0,31,6,4
8,57,2,3
21,15,3,3
-5,-41,11,3
-9,99,-3,2
-3,24,-7,3
-7,63,1,1
2,63,8,4
-4,51,-12,3
-4,26,-10,1
-13,41,-7,2
-9,-14,9,4
8,0,2,1
-6,113,-8,3
-9,-78,3,2
-16,26,-2,2
-19,142,-17,4
-10,-92,10,3
-15,-63,11,3
2,14,2,1
18,135,14,1
6,130,14,2
-8,34,4,3
8,147,18,1
0,54,14,2
11,-116,-13,3
0,36,-2,4
-2,-37,0,4
-1,70,19,1
-19,-6,1,4
-3,50,13,3
4,-58,-8,4
-2,15,4,4
22,271,20,3
7,67,5,4
-13,44,-9,1
-3,4,-5,4
-8,-111,16,3
21,30,3,2
-9,-12,9,2
-10,179,-20,4
-8,-74,14,1
1,41,-17,1
11,-33,-9,4
-12,-55,-6,3
-5,6,-1,2
14,48,-12,3
0,1,-8,3
22,-47,-4,1
11,43,1,4
22,-28,-8,3
14,-69,-2,4
5,17,1,2
10,-15,-4,1
-12,139,-16,4
1,2,5,1
-19,103,-13,2
-3,-139,15,1
-3,-27,-7,1
-19,47,-1,1
12,-31,-6,2
9,-54,-11,4
10,47,8,3
-7,44,-3,3
8,-81,-6,1
10,5,2,4
8,-10,16,3
-1,18,-3,1
0,74,-28,4
1,25,3,1
-9,-78,25,3
1,24,1,4
-6,9,-4,2
-4,62,-8,1
4,-22,-16,4
16,73,6,1
11,49,5,3
7,-44,3,4
-10,25,-6,4
-4,-55,-6,1
9,-7,-5,1
25,188,13,1
13,-68,1,4
-12,-34,8,3
-4,14,-18,2
-3,35,23,3
8,79,10,3
-13,290,-19,1
-4,-19,10,4
11,-16,1,1
2,19,12,3
-5,33,-1,2
-7,69,-9,4
1,-16,7,3
2,44,2,1
0,-24,-12,1
3,53,-7,2
-16,-23,8,2
3,-26,-1,1
-9,31,5,4
0,-24,8,3
-4,24,-4,4
-13,20,13,2
-4,16,-14,4
10,-41,-4,2
13,60,9,1
12,77,8,3
-6,-22,-4,3
18,-95,-8,2
21,204,17,1
17,-29,-3,1
2,20,-6,2
5,-18,-7,1
-5,6,21,1
-14,-81,12,3
0,8,4,2
-2,-18,-2,1
2,-42,-2,4
-3,-57,9,4
-10,-35,6,2
9,-42,-11,2
6,30,4,3
10,36,6,3
0,16,0,3
-11,88,-9,1
-7,-30,7,3
2,-31,-2,4
11,40,1,1
6,-1,-4,4
17,80,3,1
19,-231,-11,4
11,98,13,3
-20,-89,2,2
2,-29,2,2
-11,-99,7,1
7,57,-1,3
-6,-32,-10,2
-6,-20,2,4
-4,-2,4,2
-16,-22,-2,1
-27,-192,13,4
-1,-33,5,1
-15,56,-5,4
-13,-120,17,4
12,25,2,3
-20,1,-2,1
4,57,12,2
-10,72,-4,3
-8,14,-2,2
-1,-41,5,1
-2,-44,2,3
-6,-5,-8,4
-8,163,-16,1
19,-27,13,1
-5,-62,21,3
11,-50,-7,3
-15,72,-11,3
4,-83,-16,3
7,-27,7,1
-17,-121,9,3
6,-20,-6,2
-3,11,-15,3
14,83,12,2
2,43,22,1
0,-140,10,1
-2,48,-16,2
0,17,0,2
9,-35,7,4
0,77,4,3
-7,6,-7,4
9,11,-1,4
10,54,14,1
-6,13,0,4
-7,-104,-5,2
-8,24,-10,2
3,2,23,3
8,-2,-6,1
22,-78,-4,1
-7,41,-11,3
8,-80,-10,4
10,-142,-14,4
15,58,3,1
3,46,9,4
-4,-48,6,4
-1,-55,-21,2
7,7,1,4
0,75,-6,3
17,-113,-15,2
2,21,-10,1
-15,1,-3,4
14,-9,-6,4
7,18,1,2
3,8,-9,4
2,-42,6,4
10,51,2,2
4,-5,-2,3
-3,-19,3,3
-5,20,-5,1
5,48,11,1
6,-16,-2,1
10,-67,6,4
5,19,-1,4
0,-8,2,2
-2,4,18,1
7,139,15,3
7,-7,1,3
-8,52,-4,4
-7,-7,9,1
-10,-23,4,3
-8,54,-20,4
10,-37,0,4
18,-20,-2,2
22,-5,-10,2
4,-14,4,2
-8,55,-12,4
-1,-33,-11,2
4,-4,-4,3
-1,-27,1,4
-14,-7,2,1
10,-61,-12,3
-5,-40,11,1
-2,24,-10,4
-6,-4,0,4
-20,-154,20,2
-18,83,-6,4
0,68,-16,3
0,97,18,2
-5,36,-1,4
12,36,6,4
15,-142,-7,2
5,66,7,3
4,14,-2,1
6,28,6,2
-2,0,-6,2
-18,-39,4,1
18,205,20,3
-4,-96,-2,3
-15,-26,5,1
0,-5,0,2
-20,54,-6,2
5,-3,7,1
-10,-96,8,2
7,-82,-21,3
14,-11,-8,3
2,-107,-10,2
8,-49,-16,1
7,53,-15,1
5,46,-3,2
-5,19,29,1
-4,-107,20,3
-3,-18,-7,4
-5,0,-9,4
-4,-93,-2,1
1,11,-7,3
-1,50,1,2
-6,-8,-2,3
13,55,5,1
5,-49,-3,1
4,94,-10,1
9,42,-9,4
14,-104,-2,4
-3,-40,3,2
13,64,13,1
5,-5,-7,3
11,20,-5,2
4,-23,-2,4
7,-21,-3,4
-4,-7,-12,2
1,-95,-17,4
12,38,8,3
-14,13,-16,2
3,117,11,4
1,26,1,2
-7,109,-9,4
3,-47,-13,4
-20,-247,10,4
1,56,-13,4
-12,-35,4,2
-9,28,-11,2
0,-2,-6,3
19,39,1,1
9,-30,-15,1
5,-12,-7,1
2,-3,4,1
-22,48,0,3
-8,-17,2,3
9,-65,-7,4
10,-180,-8,4
-1,33,-7,3
15,50,-1,3
-3,-4,-19,2
-14,-11,2,4
-11,194,-23,4
10,-4,-8,3
9,-55,-5,4
-2,15,4,1
-2,15,0,2
0,58,20,3
