0,1,2
331.0,1235.0,1.0
132.0,91.0,0.0
0.0,1.0,0.0
26.0,19.0,0.0
7463.0,2050.0,0.0
209.0,81.0,0.0
11.0,3.0,0.0
564.0,2575.0,1.0
11.0,31.0,1.0
559.0,1246.0,1.0
10.0,27.0,1.0
1.0,1.0,1.0
25.0,7.0,0.0
1.0,3.0,1.0
547.0,476.0,0.0
493.0,2851.0,1.0
29.0,107.0,1.0
178.0,479.0,1.0
1.0,2.0,1.0
2555.0,802.0,0.0
1983.0,4493.0,1.0
451.0,326.0,0.0
9.0,23.0,1.0
5.0,38.0,1.0
5.0,4.0,0.0
184.0,481.0,1.0
9301.0,5894.0,0.0
19680.0,51319.0,1.0
3.0,1.0,0.0
11.0,40.0,1.0
680.0,111.0,0.0
2.0,5.0,1.0
31.0,11.0,0.0
889.0,2049.0,1.0
14.0,9.0,0.0
1.0,1.0,0.0
7612.0,27221.0,1.0
65.0,144.0,1.0
4250.0,1243.0,0.0
2882.0,657.0,0.0
10152.0,47737.0,1.0
38.0,29.0,0.0
51.0,122.0,1.0
43775.0,188052.0,1.0
7798.0,4891.0,0.0
8117.0,61543.0,1.0
15203.0,11724.0,0.0
12.0,7.0,0.0
4616.0,12099.0,1.0
175.0,74.0,0.0
34.0,95.0,1.0
17381.0,5050.0,0.0
14496.0,39505.0,1.0
8.0,27.0,1.0
5.0,14.0,1.0
3.0,1.0,0.0
19.0,80.0,1.0
513.0,329.0,0.0
33.0,137.0,1.0
8.0,5.0,0.0
495.0,1213.0,1.0
5.0,19.0,1.0
89.0,25.0,0.0
14485.0,3798.0,0.0
74999.0,48028.0,0.0
5.0,22.0,1.0
947.0,2504.0,1.0
1.0,1.0,0.0
4877.0,1808.0,0.0
298.0,1061.0,1.0
29.0,12.0,0.0
337.0,94.0,0.0
1.0,5.0,1.0
396.0,1829.0,1.0
3.0,1.0,0.0
1659.0,911.0,0.0
514.0,189.0,0.0
5227.0,1988.0,0.0
269.0,191.0,0.0
9.0,32.0,1.0
1075.0,663.0,0.0
6803.0,17738.0,1.0
6.0,53.0,1.0
2.0,5.0,1.0
0.0,1.0,0.0
251428.0,162437.0,0.0
16467.0,6044.0,0.0
2465.0,10934.0,1.0
181.0,681.0,1.0
10166.0,5687.0,0.0
3652.0,8289.0,1.0
30658.0,109597.0,1.0
20067.0,51878.0,1.0
61.0,219.0,1.0
21176.0,71799.0,1.0
5.0,13.0,1.0
125.0,76.0,0.0
2.0,1.0,0.0
21.0,134.0,1.0
406.0,155.0,0.0
2158.0,6061.0,1.0
5725.0,26041.0,1.0
1.0,1.0,0.0
39.0,23.0,0.0
15.0,71.0,1.0
207.0,127.0,0.0
1.0,1.0,1.0
2.0,5.0,1.0
10.0,7.0,0.0
1.0,2.0,1.0
7.0,20.0,1.0
0.0,1.0,0.0
29.0,66.0,1.0
2.0,1.0,0.0
11785.0,8738.0,0.0
11.0,8.0,0.0
1091.0,4082.0,1.0
3024.0,11677.0,1.0
371.0,1048.0,1.0
3.0,2.0,0.0
254.0,157.0,0.0
1435.0,593.0,0.0
5243.0,12009.0,1.0
34.0,217.0,1.0
1.0,2.0,1.0
488.0,215.0,0.0
151.0,334.0,1.0
4.0,13.0,1.0
47.0,17.0,0.0
27450.0,7097.0,0.0
5438.0,15039.0,1.0
1.0,1.0,0.0
1.0,2.0,1.0
1.0,1.0,1.0
12154.0,45055.0,1.0
15.0,49.0,1.0
2.0,9.0,1.0
11859.0,28258.0,1.0
5705.0,3599.0,0.0
185.0,22.0,0.0
5797.0,2429.0,0.0
19.0,52.0,1.0
5.0,2.0,0.0
17321.0,13643.0,0.0
29.0,20.0,0.0
253.0,691.0,1.0
89.0,217.0,1.0
5755.0,2073.0,0.0
3266.0,11871.0,1.0
23376.0,8891.0,0.0
2290.0,629.0,0.0
13165.0,5398.0,0.0
1.0,1.0,0.0
10667.0,24220.0,1.0
172.0,67.0,0.0
1.0,0.0,0.0
581.0,425.0,0.0
24334.0,66295.0,1.0
7.0,4.0,0.0
2013.0,5431.0,1.0
2.0,5.0,1.0
50.0,137.0,1.0
23887.0,14168.0,0.0
845.0,357.0,0.0
2072.0,813.0,0.0
27.0,113.0,1.0
16343.0,40152.0,1.0
7.0,31.0,1.0
103.0,66.0,0.0
95.0,39.0,0.0
649.0,1535.0,1.0
151.0,41.0,0.0
27.0,19.0,0.0
17419.0,42394.0,1.0
15486.0,12251.0,0.0
32.0,13.0,0.0
46.0,39.0,0.0
1.0,5.0,1.0
9.0,2.0,0.0
13649.0,2380.0,0.0
2.0,1.0,0.0
2673.0,1103.0,0.0
220.0,699.0,1.0
1.0,0.0,0.0
5225.0,2051.0,0.0
23.0,60.0,1.0
0.0,1.0,0.0
25.0,91.0,1.0
1609.0,368.0,0.0
41.0,180.0,1.0
127.0,299.0,1.0
99.0,377.0,1.0
16.0,39.0,1.0
1.0,0.0,0.0
20225.0,46704.0,1.0
20.0,11.0,0.0
16.0,7.0,0.0
4.0,1.0,0.0
6.0,1.0,0.0
22.0,105.0,1.0
30.0,79.0,1.0
22.0,47.0,1.0
229.0,819.0,1.0
441.0,256.0,0.0
3098.0,8393.0,1.0
20.0,17.0,0.0
38949.0,7382.0,0.0
15541.0,3416.0,0.0
2959.0,14358.0,1.0
3315.0,1871.0,0.0
123.0,667.0,1.0
1.0,0.0,0.0
562.0,353.0,0.0
19.0,106.0,1.0
11.0,29.0,1.0
10351.0,27789.0,1.0
4.0,13.0,1.0
7.0,17.0,1.0
17338.0,8133.0,0.0
1.0,0.0,0.0
197.0,55.0,0.0
113.0,21.0,0.0
161.0,131.0,0.0
1018.0,2817.0,1.0
215.0,49.0,0.0
11.0,8.0,0.0
5839.0,14949.0,1.0
2127.0,1201.0,0.0
188.0,79.0,0.0
5.0,1.0,0.0
1.0,5.0,1.0
32.0,185.0,1.0
2.0,7.0,1.0
1537.0,4146.0,1.0
589.0,2629.0,1.0
1.0,3.0,1.0
2.0,1.0,0.0
369.0,143.0,0.0
39.0,25.0,0.0
1474.0,5271.0,1.0
1.0,8.0,1.0
51268.0,37369.0,0.0
13.0,48.0,1.0
5.0,14.0,1.0
1558.0,365.0,0.0
1741.0,12830.0,1.0
37.0,119.0,1.0
4.0,3.0,0.0
26723.0,15434.0,0.0
149.0,403.0,1.0
1.0,8.0,1.0
21.0,79.0,1.0
16882.0,9129.0,0.0
6394.0,39361.0,1.0
55097.0,181640.0,1.0
803.0,681.0,0.0
0.0,1.0,0.0
1411.0,509.0,0.0
1.0,2.0,1.0
22175.0,79334.0,1.0
14.0,39.0,1.0
4002.0,22315.0,1.0
33.0,5.0,0.0
3254.0,737.0,0.0
67.0,146.0,1.0
72143.0,260672.0,1.0
5211.0,2197.0,0.0
343.0,884.0,1.0
5.0,16.0,1.0
1.0,3.0,1.0
79.0,17.0,0.0
1.0,3.0,1.0
19376.0,43263.0,1.0
201.0,886.0,1.0
1.0,1.0,1.0
544.0,1529.0,1.0
834.0,1993.0,1.0
603.0,2342.0,1.0
0.0,1.0,1.0
1336.0,1091.0,0.0
1.0,1.0,1.0
2727.0,1153.0,0.0
69031.0,53478.0,0.0
3813.0,2338.0,0.0
59115.0,213286.0,1.0
0.0,1.0,0.0
3.0,1.0,0.0
23805.0,9097.0,0.0
1.0,1.0,1.0
5489.0,2487.0,0.0
408.0,965.0,1.0
113.0,87.0,0.0
175.0,67.0,0.0
1215.0,4147.0,1.0
0.0,1.0,0.0
4069.0,10966.0,1.0
191.0,489.0,1.0
25.0,18.0,0.0
35455.0,16062.0,0.0
17.0,10.0,0.0
3653.0,8655.0,1.0
5.0,17.0,1.0
3.0,1.0,0.0
22.0,51.0,1.0
61.0,7.0,0.0
10.0,37.0,1.0
179.0,485.0,1.0
0.0,1.0,0.0
3605.0,2187.0,0.0
2488.0,379.0,0.0
4405.0,11602.0,1.0
4366.0,12507.0,1.0
25747.0,7084.0,0.0
12.0,43.0,1.0
6.0,1.0,0.0
1.0,4.0,1.0
22885.0,6796.0,0.0
8.0,5.0,0.0
25176.0,56011.0,1.0
51201.0,13595.0,0.0
27.0,19.0,0.0
1207.0,3358.0,1.0
14.0,5.0,0.0
449.0,1430.0,1.0
33.0,257.0,1.0
12481.0,3651.0,0.0
1.0,0.0,0.0
59.0,227.0,1.0
1.0,0.0,0.0
5399.0,24661.0,1.0
1.0,0.0,0.0
2.0,1.0,0.0
51.0,28.0,0.0
3.0,8.0,1.0
79.0,213.0,1.0
0.0,1.0,1.0
142.0,457.0,1.0
1.0,2.0,1.0
145.0,346.0,1.0
17113.0,7060.0,0.0
622.0,2227.0,1.0
1822.0,4201.0,1.0
13.0,34.0,1.0
0.0,1.0,0.0
33997.0,24518.0,0.0
2.0,1.0,0.0
1.0,2.0,1.0
47.0,25.0,0.0
1.0,1.0,1.0
7024.0,17343.0,1.0
6348.0,29341.0,1.0
19585.0,3194.0,0.0
773.0,300.0,0.0
3.0,2.0,0.0
21657.0,12155.0,0.0
79.0,283.0,1.0
71.0,22.0,0.0
2.0,1.0,0.0
4037.0,9156.0,1.0
23.0,83.0,1.0
7.0,5.0,0.0
3.0,7.0,1.0
5530.0,4031.0,0.0
1892.0,8167.0,1.0
1233.0,364.0,0.0
47.0,40.0,0.0
673.0,3561.0,1.0
44.0,193.0,1.0
8.0,3.0,0.0
6934.0,2045.0,0.0
245.0,208.0,0.0
2057.0,5458.0,1.0
3.0,8.0,1.0
237.0,100.0,0.0
3.0,17.0,1.0
84.0,37.0,0.0
37.0,165.0,1.0
1.0,6.0,1.0
10628.0,25321.0,1.0
228.0,47.0,0.0
2223.0,1285.0,0.0
380.0,927.0,1.0
1.0,1.0,0.0
5.0,17.0,1.0
819.0,227.0,0.0
455.0,122.0,0.0
1.0,0.0,0.0
181.0,81.0,0.0
30419.0,17535.0,0.0
12.0,7.0,0.0
0.0,1.0,1.0
439.0,1181.0,1.0
10601.0,4168.0,0.0
1.0,2.0,1.0
9379.0,2196.0,0.0
73.0,42.0,0.0
5861.0,16182.0,1.0
4.0,13.0,1.0
3.0,8.0,1.0
17.0,3.0,0.0
85.0,61.0,0.0
244.0,45.0,0.0
1.0,5.0,1.0
2.0,1.0,0.0
484.0,343.0,0.0
3.0,2.0,0.0
5.0,11.0,1.0
167.0,715.0,1.0
5896.0,19479.0,1.0
9899.0,8705.0,0.0
16037.0,6073.0,0.0
3.0,7.0,1.0
2445.0,9244.0,1.0
2132.0,11899.0,1.0
1.0,2.0,1.0
1384.0,603.0,0.0
7330.0,5189.0,0.0
1.0,1.0,0.0
1395.0,4676.0,1.0
133.0,75.0,0.0
1.0,7.0,1.0
5.0,1.0,0.0
1.0,7.0,1.0
3845.0,20067.0,1.0
1118.0,4157.0,1.0
3682.0,19437.0,1.0
4.0,1.0,0.0
1.0,3.0,1.0
205.0,76.0,0.0
7907.0,18737.0,1.0
3.0,1.0,0.0
0.0,1.0,1.0
719.0,4048.0,1.0
53.0,217.0,1.0
25326.0,84809.0,1.0
29548.0,5665.0,0.0
13.0,34.0,1.0
1.0,1.0,1.0
1828.0,1137.0,0.0
4542.0,3725.0,0.0
0.0,1.0,0.0
571.0,1395.0,1.0
5.0,28.0,1.0
0.0,1.0,0.0
61.0,18.0,0.0
589.0,1344.0,1.0
1.0,2.0,1.0
23438.0,56057.0,1.0
17.0,55.0,1.0
3.0,1.0,0.0
2.0,9.0,1.0
28801.0,8931.0,0.0
33.0,76.0,1.0
537.0,142.0,0.0
4973.0,2192.0,0.0
152.0,93.0,0.0
435.0,1153.0,1.0
65155.0,155869.0,1.0
2049.0,5356.0,1.0
1.0,1.0,0.0
5.0,1.0,0.0
5.0,3.0,0.0
6509.0,1926.0,0.0
321.0,56.0,0.0
459.0,1015.0,1.0
1137.0,478.0,0.0
15445.0,52668.0,1.0
1304.0,1033.0,0.0
103401.0,57080.0,0.0
126474.0,48983.0,0.0
5240.0,1401.0,0.0
11.0,5.0,0.0
1.0,1.0,1.0
222.0,491.0,1.0
14.0,47.0,1.0
32.0,101.0,1.0
4.0,1.0,0.0
36.0,25.0,0.0
3053.0,17649.0,1.0
5620.0,4071.0,0.0
38795.0,13784.0,0.0
164823.0,92029.0,0.0
28.0,101.0,1.0
1.0,5.0,1.0
31201.0,84453.0,1.0
576.0,4483.0,1.0
35.0,11.0,0.0
32103.0,75608.0,1.0
527.0,200.0,0.0
841.0,6500.0,1.0
5.0,26.0,1.0
395.0,1521.0,1.0
93.0,73.0,0.0
6695.0,5773.0,0.0
1.0,1.0,1.0
3.0,2.0,0.0
167.0,44.0,0.0
168.0,365.0,1.0
87.0,53.0,0.0
1247.0,3193.0,1.0
1.0,1.0,0.0
3073.0,17777.0,1.0
16.0,9.0,0.0
1.0,3.0,1.0
288.0,61.0,0.0
1.0,1.0,1.0
0.0,1.0,1.0
94.0,337.0,1.0
5.0,2.0,0.0
1.0,1.0,0.0
15821.0,60543.0,1.0
391.0,863.0,1.0
263.0,181.0,0.0
4.0,17.0,1.0
76.0,31.0,0.0
7.0,2.0,0.0
216.0,511.0,1.0
1291.0,3069.0,1.0
2.0,1.0,0.0
0.0,1.0,1.0
10625.0,4054.0,0.0
220.0,499.0,1.0
11.0,31.0,1.0
643.0,404.0,0.0
1379.0,578.0,0.0
161.0,412.0,1.0
1.0,1.0,0.0
8022.0,34291.0,1.0
17389.0,11947.0,0.0
85.0,294.0,1.0
4.0,1.0,0.0
1.0,4.0,1.0
34728.0,24197.0,0.0
616.0,2851.0,1.0
139.0,311.0,1.0
1697.0,4143.0,1.0
539.0,3587.0,1.0
94376.0,257545.0,1.0
81.0,56.0,0.0
1.0,3.0,1.0
234.0,671.0,1.0
813.0,3751.0,1.0
55.0,153.0,1.0
638.0,2373.0,1.0
18.0,67.0,1.0
9.0,5.0,0.0
51.0,11.0,0.0
41.0,16.0,0.0
1.0,0.0,0.0
71.0,158.0,1.0
2827.0,537.0,0.0
1.0,2.0,1.0
3.0,8.0,1.0
9308.0,34653.0,1.0
35.0,31.0,0.0
7.0,31.0,1.0
1097.0,3090.0,1.0
0.0,1.0,1.0
2.0,7.0,1.0
2.0,5.0,1.0
1718.0,4157.0,1.0
1.0,2.0,1.0
67.0,623.0,1.0
0.0,1.0,1.0
6107.0,20731.0,1.0
577.0,458.0,0.0
619.0,397.0,0.0
7.0,4.0,0.0
257.0,1226.0,1.0
907.0,5788.0,1.0
819.0,313.0,0.0
1.0,2.0,1.0
2.0,1.0,0.0
509.0,1898.0,1.0
991.0,2746.0,1.0
12158.0,29467.0,1.0
2.0,1.0,0.0
2018.0,7653.0,1.0
2139.0,7246.0,1.0
1.0,1.0,0.0
28827.0,18433.0,0.0
0.0,1.0,1.0
67870.0,42953.0,0.0
21138.0,14719.0,0.0
84.0,283.0,1.0
658.0,3193.0,1.0
1.0,4.0,1.0
4579.0,2665.0,0.0
19.0,8.0,0.0
1.0,1.0,0.0
48.0,109.0,1.0
44353.0,158793.0,1.0
37.0,27.0,0.0
207727.0,63364.0,0.0
1.0,1.0,0.0
11.0,6.0,0.0
5300.0,1667.0,0.0
10.0,27.0,1.0
3.0,8.0,1.0
29951.0,12722.0,0.0
2.0,1.0,0.0
26440.0,7131.0,0.0
7483.0,4742.0,0.0
11.0,48.0,1.0
5.0,17.0,1.0
62.0,163.0,1.0
1.0,2.0,1.0
37.0,124.0,1.0
29.0,11.0,0.0
5.0,3.0,0.0
899.0,782.0,0.0
41099.0,25891.0,0.0
2.0,1.0,0.0
32185.0,115166.0,1.0
676.0,3255.0,1.0
11.0,48.0,1.0
433.0,1455.0,1.0
14.0,11.0,0.0
59.0,144.0,1.0
1.0,1.0,0.0
5.0,12.0,1.0
1573.0,8779.0,1.0
5101.0,18895.0,1.0
0.0,1.0,1.0
1.0,2.0,1.0
2.0,1.0,0.0
850.0,621.0,0.0
14029.0,3333.0,0.0
229.0,68.0,0.0
1.0,5.0,1.0
12.0,29.0,1.0
283.0,62.0,0.0
567.0,1529.0,1.0
23430.0,79921.0,1.0
363.0,1304.0,1.0
2.0,1.0,0.0
158.0,571.0,1.0
0.0,1.0,1.0
511.0,373.0,0.0
65.0,308.0,1.0
933.0,385.0,0.0
3.0,8.0,1.0
8.0,35.0,1.0
47.0,115.0,1.0
3.0,7.0,1.0
2.0,1.0,0.0
239.0,169.0,0.0
2.0,13.0,1.0
575.0,1931.0,1.0
48943.0,20511.0,0.0
55.0,144.0,1.0
2.0,1.0,0.0
1.0,3.0,1.0
256.0,115.0,0.0
1.0,0.0,0.0
45.0,16.0,0.0
62.0,143.0,1.0
1669.0,613.0,0.0
50.0,231.0,1.0
167.0,69.0,0.0
11.0,3.0,0.0
71.0,38.0,0.0
3071.0,7912.0,1.0
226.0,853.0,1.0
13.0,43.0,1.0
5.0,2.0,0.0
13.0,5.0,0.0
2243.0,985.0,0.0
1552.0,3999.0,1.0
47.0,14.0,0.0
695.0,2588.0,1.0
0.0,1.0,1.0
28524.0,63461.0,1.0
15.0,4.0,0.0
862.0,379.0,0.0
729.0,166.0,0.0
30385.0,17189.0,0.0
22.0,57.0,1.0
25508.0,9731.0,0.0
5988.0,21677.0,1.0
3.0,13.0,1.0
623.0,3476.0,1.0
11.0,3.0,0.0
3.0,8.0,1.0
1649.0,6096.0,1.0
36.0,13.0,0.0
7.0,5.0,0.0
463.0,194.0,0.0
0.0,1.0,0.0
29.0,8.0,0.0
503.0,294.0,0.0
729.0,2620.0,1.0
1.0,3.0,1.0
441.0,1151.0,1.0
397.0,87.0,0.0
603.0,1562.0,1.0
16.0,51.0,1.0
169.0,399.0,1.0
7.0,26.0,1.0
59.0,156.0,1.0
1213.0,875.0,0.0
1457.0,5255.0,1.0
1.0,2.0,1.0
19.0,103.0,1.0
206.0,469.0,1.0
24983.0,60912.0,1.0
1113.0,3140.0,1.0
91.0,54.0,0.0
31173.0,9083.0,0.0
79.0,67.0,0.0
1.0,4.0,1.0
2.0,1.0,0.0
0.0,1.0,1.0
8.0,3.0,0.0
46.0,17.0,0.0
55.0,131.0,1.0
17.0,41.0,1.0
28079.0,17113.0,0.0
715.0,277.0,0.0
130.0,447.0,1.0
13.0,32.0,1.0
2.0,1.0,0.0
241.0,566.0,1.0
35.0,116.0,1.0
64049.0,17148.0,0.0
1189.0,3413.0,1.0
48192.0,174097.0,1.0
71.0,26.0,0.0
6133.0,1723.0,0.0
1.0,1.0,1.0
4370.0,12727.0,1.0
523.0,1903.0,1.0
3463.0,8123.0,1.0
18.0,49.0,1.0
4.0,3.0,0.0
7.0,19.0,1.0
56.0,151.0,1.0
86.0,205.0,1.0
1.0,2.0,1.0
509.0,1800.0,1.0
20209.0,44769.0,1.0
42.0,317.0,1.0
7.0,5.0,0.0
135.0,94.0,0.0
0.0,1.0,0.0
0.0,1.0,0.0
57781.0,128236.0,1.0
1248.0,181.0,0.0
5701.0,18764.0,1.0
129.0,959.0,1.0
2.0,1.0,0.0
9435.0,3512.0,0.0
36949.0,7115.0,0.0
4667.0,20602.0,1.0
13.0,33.0,1.0
2.0,1.0,0.0
5.0,13.0,1.0
16.0,41.0,1.0
0.0,1.0,0.0
76.0,41.0,0.0
0.0,1.0,0.0
1.0,4.0,1.0
7328.0,5305.0,0.0
2792.0,1277.0,0.0
3.0,2.0,0.0
2235.0,8308.0,1.0
1048.0,303.0,0.0
512.0,1691.0,1.0
73585.0,28544.0,0.0
3741.0,2191.0,0.0
17.0,45.0,1.0
556.0,1287.0,1.0
1223.0,343.0,0.0
11.0,8.0,0.0
183.0,694.0,1.0
3.0,8.0,1.0
31.0,7.0,0.0
139059.0,24755.0,0.0
5668.0,1675.0,0.0
13616.0,12073.0,0.0
3.0,1.0,0.0
21.0,113.0,1.0
2.0,1.0,0.0
1213.0,842.0,0.0
25715.0,59277.0,1.0
62.0,13.0,0.0
1.0,2.0,1.0
383.0,1048.0,1.0
57.0,374.0,1.0
3323.0,9041.0,1.0
4.0,1.0,0.0
127.0,308.0,1.0
20.0,57.0,1.0
43.0,31.0,0.0
151.0,383.0,1.0
131.0,23.0,0.0
5015.0,17363.0,1.0
13.0,8.0,0.0
403.0,283.0,0.0
157.0,443.0,1.0
452.0,381.0,0.0
3.0,11.0,1.0
1658.0,4609.0,1.0
9610.0,7573.0,0.0
557.0,1356.0,1.0
204.0,557.0,1.0
1.0,1.0,0.0
45.0,104.0,1.0
10529.0,6456.0,0.0
383.0,138.0,0.0
2857.0,1795.0,0.0
4.0,3.0,0.0
21.0,113.0,1.0
16.0,5.0,0.0
0.0,1.0,1.0
1831.0,4989.0,1.0
191.0,705.0,1.0
2.0,1.0,0.0
163.0,1049.0,1.0
4737.0,34480.0,1.0
8.0,21.0,1.0
55827.0,133540.0,1.0
10699.0,3175.0,0.0
3.0,7.0,1.0
0.0,1.0,1.0
80873.0,59395.0,0.0
6.0,89.0,1.0
176.0,69.0,0.0
8487.0,24317.0,1.0
8.0,53.0,1.0
1.0,1.0,0.0
8651.0,31229.0,1.0
57.0,37.0,0.0
49323.0,33856.0,0.0
9.0,7.0,0.0
31.0,120.0,1.0
7.0,20.0,1.0
430.0,201.0,0.0
28615.0,10531.0,0.0
1.0,1.0,0.0
7.0,26.0,1.0
380.0,203.0,0.0
779.0,498.0,0.0
67.0,18.0,0.0
66.0,227.0,1.0
3.0,2.0,0.0
1871.0,6434.0,1.0
1965.0,9307.0,1.0
8358.0,7085.0,0.0
11.0,30.0,1.0
427.0,193.0,0.0
0.0,1.0,0.0
3.0,1.0,0.0
1999.0,1451.0,0.0
69.0,16.0,0.0
1.0,5.0,1.0
623.0,265.0,0.0
2704.0,709.0,0.0
23293.0,60983.0,1.0
180.0,113.0,0.0
87.0,16.0,0.0
2478.0,923.0,0.0
25.0,53.0,1.0
249.0,592.0,1.0
2.0,1.0,0.0
3.0,2.0,0.0
48.0,37.0,0.0
11.0,39.0,1.0
425.0,78.0,0.0
61.0,23.0,0.0
1.0,1.0,0.0
2.0,1.0,0.0
129.0,80.0,0.0
10137.0,26492.0,1.0
53.0,33.0,0.0
5531.0,2571.0,0.0
89768.0,34081.0,0.0
39.0,7.0,0.0
100.0,339.0,1.0
1.0,1.0,0.0
2258.0,957.0,0.0
17.0,10.0,0.0
59.0,26.0,0.0
2661.0,9449.0,1.0
1.0,0.0,0.0
2478.0,1369.0,0.0
23.0,73.0,1.0
11703.0,55252.0,1.0
10889.0,6317.0,0.0
7.0,2.0,0.0
5348.0,18405.0,1.0
4793.0,2912.0,0.0
773.0,2636.0,1.0
24914.0,9165.0,0.0
1.0,1.0,0.0
1.0,2.0,1.0
4.0,11.0,1.0
4972.0,3151.0,0.0
73183.0,21319.0,0.0
1531.0,4164.0,1.0
991.0,6642.0,1.0
61.0,161.0,1.0
1.0,1.0,0.0
1.0,1.0,1.0
33.0,10.0,0.0
109.0,823.0,1.0
53191.0,30099.0,0.0
73.0,19.0,0.0
101.0,233.0,1.0
158.0,545.0,1.0
731.0,503.0,0.0
368.0,3045.0,1.0
4998.0,32099.0,1.0
1.0,1.0,0.0
142.0,903.0,1.0
1.0,0.0,0.0
3.0,2.0,0.0
1.0,0.0,0.0
9.0,25.0,1.0
425.0,387.0,0.0
7.0,4.0,0.0
62.0,135.0,1.0
91.0,246.0,1.0
37244.0,23609.0,0.0
16.0,69.0,1.0
18.0,7.0,0.0
129009.0,330305.0,1.0
998.0,3727.0,1.0
2.0,5.0,1.0
24997.0,92325.0,1.0
1.0,2.0,1.0
1780.0,263.0,0.0
651.0,460.0,0.0
3220.0,1823.0,0.0
7251.0,5980.0,0.0
1107.0,2983.0,1.0
14.0,9.0,0.0
14435.0,31938.0,1.0
70.0,27.0,0.0
445.0,172.0,0.0
19493.0,66121.0,1.0
1.0,3.0,1.0
73877.0,180826.0,1.0
43205.0,27243.0,0.0
704.0,321.0,0.0
59.0,212.0,1.0
3254.0,10441.0,1.0
5.0,1.0,0.0
97.0,317.0,1.0
5158.0,12213.0,1.0
3402.0,2467.0,0.0
190.0,707.0,1.0
4.0,9.0,1.0
0.0,1.0,0.0
24322.0,83677.0,1.0
4.0,1.0,0.0
1883.0,781.0,0.0
89.0,16.0,0.0
1051.0,3484.0,1.0
92.0,201.0,1.0
64.0,217.0,1.0
25392.0,5495.0,0.0
199.0,47.0,0.0
0.0,1.0,1.0
11.0,36.0,1.0
4115.0,2909.0,0.0
7.0,3.0,0.0
1346.0,4243.0,1.0
1093.0,480.0,0.0
82463.0,17840.0,0.0
11123.0,2414.0,0.0
421.0,348.0,0.0
1591.0,3876.0,1.0
41.0,116.0,1.0
351.0,76.0,0.0
26.0,7.0,0.0
41.0,100.0,1.0
154.0,85.0,0.0
209.0,509.0,1.0
8.0,3.0,0.0
39.0,11.0,0.0
1.0,1.0,0.0
46268.0,176561.0,1.0
5799.0,26705.0,1.0
9519.0,32963.0,1.0
40367.0,97749.0,1.0
759.0,212.0,0.0
33625.0,19803.0,0.0
27.0,8.0,0.0
313.0,1745.0,1.0
0.0,1.0,0.0
1205.0,2902.0,1.0
9.0,22.0,1.0
1991.0,6672.0,1.0
851.0,194.0,0.0
2.0,17.0,1.0
817.0,586.0,0.0
0.0,1.0,1.0
453.0,355.0,0.0
3.0,17.0,1.0
37.0,81.0,1.0
