42471,-11288,5403,18944,-5035,2410,-33219,8829,-4226,0
283,-163,267,1021,-768,858,-582,414,-503,1
133953,-415174,-81604,69373,-215015,-42262,-131574,407802,80155,0
614,-57,753,475,-127,534,-1404,552,-1475,0
16,21,6,5,16,4,-12,-18,-5,0
16520,-4443,2032,56509,-15202,6945,-32598,8769,-4007,1
-1454,-1335,-3049,-871,-800,-1827,9303,8541,19507,1
-8,2,-1,-23,6,-3,102,-27,13,0
5493,-15116,-2972,2510,-6907,-1358,-36198,99612,19585,0
-22,2,-27,-3,-43,-29,-21,222,103,0
2042,-557,267,1063,-290,139,-2034,555,-266,0
902,850,1919,3005,2835,6397,-1743,-1644,-3710,1
-18,56,11,-56,173,34,33,-102,-20,1
207,-56,25,209,-56,26,-189,51,-23,0
-38,10,-5,-107,29,-14,75,-18,10,1
-1,-1,-2,0,-1,-1,6,6,13,1
78350,-20825,9978,78365,-20829,9980,-71322,18957,-9083,1
139623,-37084,17830,396802,-105391,50672,-267006,70917,-34097,1
7105,-964,2262,20191,-2739,6429,-13596,1845,-4328,1
15,5,22,7,2,10,-12,-3,-17,0
8,-2,1,23,-6,3,-15,3,-2,1
421,210,78,-1012,-533,-191,-5331,-2718,-995,1
5,3,1,16,8,3,-9,-6,-2,0
-10,48,15,-37,167,50,21,-96,-29,0
-50,219,64,-23,100,29,39,-171,-50,0
8,3,12,23,8,34,-15,-6,-23,1
-356,2237,853,-1111,6935,2635,645,-4071,-1556,1
6,-8,3,14,-5,15,-9,6,-8,0
-7,-3,-11,-6,-4,-11,6,3,10,1
-984,5729,2092,-3035,17678,6457,13218,-76980,-28115,0
-38,10,-5,-107,29,-14,75,-18,10,1
4,-19,-6,1,-9,-4,-24,126,43,0
20,-56,-11,19,-56,-11,-18,51,10,1
2350,-13769,-5047,7221,-42329,-15520,-31500,184614,67681,0
911,251,926,488,148,519,-978,-339,-1112,0
-27,-13,-5,-77,-36,-14,51,27,10,1
10763,-2854,1381,44736,-11869,5731,8853,-2361,1117,0
2449,-651,312,7558,-2009,963,-32910,8748,-4193,1
1,-4,-1,0,-2,-1,0,3,1,0
-253,1171,357,-113,526,161,189,-885,-272,0
1,-4,-1,0,-2,-1,0,3,1,1
-50,-46,-105,-23,-21,-48,39,36,82,0
1,0,1,2,1,3,-3,0,-2,1
-2,1,-2,-5,-1,-7,3,0,4,0
-15,46,9,-7,21,4,99,-303,-59,1
-2,5,1,-5,15,3,3,-9,-2,1
-165835,-86427,-31185,-162735,-84811,-30602,149919,78132,28192,1
336,-197,315,218,-96,223,-279,156,-266,0
648011,-1999846,-393196,294347,-908393,-178602,-4270164,13178280,2591023,1
-1049,-961,-2196,-462,-422,-965,819,750,1714,0
20,23,50,63,71,155,-273,-309,-674,1
104,-13,35,55,-6,20,-108,9,-44,1
144,74,27,442,229,83,-1929,-996,-362,1
-4,-3,-1,-1,-4,-1,3,3,1,1
37,14,56,42,19,67,-36,-15,-56,1
-1,-1,-2,0,-1,-1,6,6,13,0
-398,-133,-583,-391,-130,-572,3201,1068,4687,0
-38,10,-5,-20,5,-3,39,-9,7,0
-24,-23,-52,-22,-23,-51,189,186,418,0
-3536,-3251,-7426,-9911,-9112,-20814,7077,6507,14863,1
-69,19,-9,-31,9,-4,54,-15,7,1
-448288,-345025,-112609,-203599,-156719,-51148,346449,266700,87040,0
1,-1,0,2,-1,0,-3,6,1,0
-1657,-70,-1029,-5111,-213,-3169,3015,126,1870,1
-2,0,-1,-5,1,-1,3,0,1,1
-2,0,-1,-5,1,-1,3,0,1,1
-95,507,175,-89,499,178,84,-459,-161,1
7,3,11,6,4,11,-54,-27,-89,0
24,14,5,22,19,6,-21,-15,-5,1
1,-4,-1,0,-2,-1,0,3,1,0
18,-56,-11,56,-173,-34,-243,753,148,0
-1,2,0,-2,6,1,9,-27,-5,0
104,-14,125,55,-11,64,-108,33,-119,0
-806,2461,477,-422,1289,250,813,-2484,-482,0
-4,-4,-9,-1,-2,-4,3,3,7,1
279,4,359,140,0,179,-261,3,-332,1
-2,1,-2,-5,-1,-7,3,0,4,1
5,5,11,-32,-9,-45,171,54,247,0
3,-10,-2,7,-29,-8,-30,129,37,0
1299,449,1915,4336,1501,6394,-2514,-870,-3707,1
-5,-3,-1,-16,-8,-3,69,36,13,0
15,-4,2,7,-2,1,-12,3,-2,0
2,0,1,5,-1,1,-24,3,-8,0
-2,0,-1,-5,1,-1,3,0,1,1
-49004,13769,-6372,-150643,42329,-19588,88926,-24987,11563,0
-19,45,2,-41,47,-25,27,-42,10,1
1,-2,0,2,-6,-1,-3,3,-2,1
-2449,-862,-3623,-7558,-2660,-11181,4458,1569,6595,1
15,-46,-9,55,-186,-42,-3,-27,-17,1
37,17,57,131,50,196,-75,-30,-113,1
7,-1,1,6,1,1,-54,3,-8,0
24179,9986,36608,23713,9798,35905,-21852,-9027,-33086,1
-19,20,3,-41,81,15,27,-45,-8,1
-86,-30,-127,-85,-29,-125,78,27,115,1
-7,23,5,-6,23,6,6,-21,-5,1
-1,-1,-2,0,-1,-1,6,6,13,0
3,2,5,7,6,14,-30,-27,-62,0
57672,-7018,19689,56815,-6914,19396,-52239,6357,-17834,1
3,-1,0,1,-1,-1,-21,6,-2,1
1849,1816,4083,5712,5611,12615,-3366,-3306,-7433,1
-2028,-715,-3001,-1061,-374,-1570,13308,4692,19693,1
1203,-155,397,626,-81,206,-1197,156,-392,1
233,263,574,236,265,579,-213,-240,-524,1
24695,-2988,8456,70195,-8494,24035,-47196,5709,-16163,1
288,265,605,284,261,596,-261,-240,-548,1
-188930,827679,241980,-529990,2321821,678807,2346387,-10279233,-3005234,0
-10053,27497,5403,-4484,12265,2410,7863,-21507,-4226,0
1,-1,0,2,-1,0,-3,6,1,1
-1,0,0,0,-1,0,6,3,1,0
27755,-85644,-16839,27315,-84286,-16572,-25131,77547,15247,0
-19,-8,-24,-41,-5,-31,27,6,25,1
-1,0,-1,-8,23,4,-9,48,16,1
-7,1,-1,-6,-1,-1,6,0,1,1
-7,-3,-11,-6,-4,-11,6,3,10,0
-1,2,0,-8,3,-1,-9,-9,-2,1
8,-2,1,23,-6,3,-15,3,-2,0
1,0,1,2,1,3,-3,0,-2,1
758,-3321,-971,2147,-9406,-2750,-1455,6375,1864,0
-656,-18,-849,-693,-35,-906,5400,189,7012,0
94,-290,-57,267,-824,-162,-180,555,109,1
-95,6,-14,-48,4,-7,90,-9,13,0
6696,-862,2211,20665,-2660,6824,-12189,1569,-4025,1
-69,-23,-101,-31,-10,-45,54,18,79,1
1,-4,-1,0,-2,-1,0,3,1,1
-69,19,-9,-31,9,-4,54,-15,7,1
-1918,-641,-2810,-871,-291,-1276,12639,4224,18517,1
1,0,1,8,-23,-4,-39,117,22,1
1,-2,0,8,-3,1,-39,12,-5,1
-7,1,-1,-6,-1,-1,6,0,1,1
-1,4,1,0,2,1,6,-27,-8,1
967,-257,123,2995,-796,381,-1761,468,-224,1
-2,5,1,-5,15,3,3,-9,-2,1
-436,119,-57,-1239,338,-162,834,-228,109,0
38,-10,5,107,-29,14,-474,129,-62,0
-84,23,-11,-260,71,-34,1131,-309,148,0
-7,-3,-11,-6,-4,-11,6,3,10,1
1475,684,267,4137,1919,749,-2946,-1365,-533,0
31237,-1933,4607,-435355,27170,-64191,-1147575,71493,-169214,1
-3047,9816,2071,-3042,9793,2064,2772,-8928,-1883,1
-17596,78210,23141,-7805,34694,10266,13752,-61125,-18086,0
1,0,0,0,1,0,0,0,1,1
-100,-5,-131,-357,26,-442,204,-9,256,0
-18,5,-2,-56,15,-7,33,-9,4,0
1,-1,0,2,-1,0,-3,6,1,1
8024352,-2132945,1022441,27849083,-7402537,3548454,-16020270,4258332,-2041259,1
173,-534,-105,79,-244,-48,-135,417,82,1
65,45,112,128,47,150,-87,-42,-119,1
-5,-3,-1,32,-11,4,105,0,16,0
196,219,479,90,100,219,-153,-171,-374,1
1203,-143,1457,3374,-400,4087,-2403,288,-2909,0
173,-46,22,79,-21,10,-135,36,-17,0
-1,1,0,-2,1,0,9,-3,1,0
-8,-3,-12,-23,-8,-34,102,36,151,0
5,5,11,16,15,34,-9,-9,-20,1
235,-29,284,232,-31,279,-213,27,-257,1
207,-641,-126,209,-646,-127,-189,585,115,0
5,-23,-7,-692,3031,886,-1485,6513,1906,1
4489,-13747,-2678,13903,-42576,-8294,-60468,185175,36073,0
235,-646,-127,232,-636,-125,-213,585,115,1
63,-142,-27,181,-401,-76,-120,273,52,1
528228,-63920,180865,241364,-29207,82643,-412533,49920,-141251,0
8,3,12,23,8,34,-15,-6,-23,0
1,1,2,0,1,1,0,-3,-2,0
440,-117,56,229,-61,29,-2889,768,-368,0
1,-4,-1,0,-2,-1,0,3,1,0
18,-56,-11,56,-173,-34,-243,753,148,0
-565,54,-692,-571,62,-695,516,-51,631,1
-679,178,-90,151239,-40114,19391,321297,-85203,41218,1
5127,1805,7585,17794,6263,26324,-10236,-3603,-15143,1
-20,-24,-7,-63,-71,-21,36,45,13,1
-1,0,-1,-2,-1,-3,9,3,13,0
-1,2,0,-2,6,1,9,-27,-5,0
1,-4,-1,0,-2,-1,0,3,1,0
-144,-74,-27,-442,-229,-83,261,135,49,1
799,-223,104,2795,-778,364,-1605,447,-209,1
20,-1,25,19,3,26,-18,0,-23,1
-125,-64,-24,-145,-88,-31,123,69,25,1
64,33,12,52,16,9,-159,-27,-26,0
1,0,1,2,1,3,-3,0,-2,0
-23621,-8328,-34954,-81955,-28895,-121276,47148,16623,69769,1
28012,-86449,-16997,28223,-87100,-17125,-25563,78891,15511,1
-10181,-377,-13232,-33827,-1198,-43933,19632,702,25501,1
-32275,8815,-4223,-23472,6410,-3071,27384,-7479,3583,0
139,-39,10,753,-122,206,-396,72,-95,1
614,-83,196,1738,-236,553,-1179,159,-377,1
-1,1,0,-2,1,0,9,-3,1,1
1,-1,0,8,2,11,-39,-12,-56,0
-50,219,64,-23,100,29,39,-171,-50,0
-2,1,-2,-5,-1,-7,3,0,4,1
-1203,-1357,-2962,-4130,-4668,-10185,2382,2691,5872,1
11,10,23,6,5,12,-12,-9,-23,0
3214,-865,414,9815,-2641,1264,-5907,1590,-761,1
1,-1,0,2,-1,0,-3,6,1,1
-10,-7,-2,-37,-20,-7,21,12,4,0
1,-2,0,8,-3,1,-39,12,-5,1
1,1,2,87,31,129,-441,-156,-653,0
177,-1030,-376,94,-539,-195,-183,1038,373,0
-22,61,12,-63,173,34,42,-117,-23,1
6696,-862,2211,20665,-2660,6824,-12189,1569,-4025,1
-4,19,6,-1,9,4,3,-15,-5,1
41,-112,-22,19,-51,-10,-270,738,145,1
49,-7,15,153,-20,50,-90,12,-29,1
11576,4074,17125,11403,4013,16869,-93180,-32793,-137846,1
-59,-30,-11,-60,-29,-11,54,27,10,1
-15431,67480,19689,-15201,66475,19396,13977,-61122,-17834,1
-2,1,-2,-5,-1,-7,3,0,4,1
235,-29,284,232,-31,279,-213,27,-257,1
3,-10,-2,7,-29,-8,-30,129,37,1
-1,2,0,-2,6,1,9,-27,-5,0
-19,-8,-24,-41,-5,-31,27,6,25,1
84,28,123,260,87,381,-153,-51,-224,0
-4,-4,-9,-1,-2,-4,3,3,7,0
6,1,5,14,-1,6,-9,0,-5,0
1,0,0,0,1,0,0,0,1,0
84,28,123,260,87,381,-153,-51,-224,1
-188059,22434,-227719,-198544,23750,-240377,699888,-83823,847294,0
-27,-13,-5,-77,-36,-14,51,27,10,0
-4,-4,-9,-1,-2,-4,3,3,7,0
20,23,50,63,71,155,-273,-309,-674,0
-63,-2,-38,2,43,74,486,105,445,1
94,33,139,267,94,395,-180,-63,-266,0
-4808,14836,2917,-2184,6739,1325,3717,-11469,-2255,0
-575,-287,-109,7281,3277,1294,-2916,-1299,-515,1
6,1,5,14,-1,6,-9,0,-5,1
-436,119,-57,-261,71,-34,609,-165,79,0
6,-11,-2,14,-36,-7,-9,21,4,1
1918,-524,251,871,-238,114,-1482,405,-194,0
5774,-743,1907,7432,-953,2460,-6003,771,-1985,1
1,0,1,2,1,3,-3,0,-2,1
3100,2967,6650,3041,2911,6524,-2802,-2682,-6011,1
94,-290,-57,267,-824,-162,-180,555,109,1
3,-1,0,7,2,1,-30,-12,-5,0
15,5,22,7,2,10,-12,-3,-17,1
-3,-2,-5,-1,-3,-3,0,12,7,0
-261936,801788,156097,-908798,2781837,541585,522825,-1600371,-311570,1
-7,1,-1,-6,-1,-1,6,0,1,1
37,17,57,131,50,196,-75,-30,-113,1
-2,0,-1,-5,1,-1,3,0,1,1
-4,-3,-1,-1,-4,-1,3,3,1,0
1363,1302,2921,623,595,1335,-1065,-1017,-2282,0
3,2,5,7,6,14,-30,-27,-62,0
-140,320,61,-439,980,186,258,-579,-110,1
-5063,1381,-662,-14386,3924,-1881,9690,-2643,1267,1
-911552,130840,-281817,-3190026,457879,-986238,1831689,-262911,566290,1
-60868,8702,-72869,-27819,3977,-33304,47553,-6798,56929,0
6,-8,3,14,-5,15,-9,6,-8,1
-239,-262,-78,-737,-810,-241,435,477,142,1
-1086167,144977,-349877,-3046670,406656,-981397,2168877,-289494,698638,1
-9252,28559,5616,-4229,13054,2567,7224,-22299,-4385,1
-1,1,0,-2,1,0,9,-3,1,0
1,-4,-1,0,-2,-1,0,3,1,0
-283207,-7051,-167508,-278824,-6938,-164909,256467,6384,151690,1
-84,-28,-123,-260,-87,-381,1131,378,1657,0
6570,7432,16213,20279,22939,50042,-11961,-13530,-29516,0
1,-2,0,2,-6,-1,-3,3,-2,0
86,-23,11,85,-23,11,-693,186,-89,1
-10,-7,-2,-37,-20,-7,21,12,4,0
11576,-3077,1475,11403,-3031,1453,-93180,24768,-11873,1
122658,-380177,-74725,378476,-1173082,-230573,-223263,692001,136015,1
84,28,123,260,87,381,-153,-51,-224,1
7,-1,1,6,1,1,-54,3,-8,1
2944,1073,4376,1471,537,2187,-2733,-999,-4064,0
594010,309571,111702,258824,134886,48671,-463107,-241350,-87086,1
41,-5,14,19,-2,7,-270,33,-92,1
-10,48,15,-37,167,50,21,-96,-29,1
-3,10,2,-1,5,1,0,-9,-2,0
8,-2,1,2,-3,-4,3,12,22,0
-412,112,-49,-187,51,-22,318,-87,37,0
-3,1,0,-7,-2,-1,9,-12,-2,0
-7,1,-1,-6,-1,-1,6,0,1,1
-95,6,-14,-48,4,-7,90,-9,13,0
12059,-3205,1534,34149,-9076,4344,-23151,6153,-2945,0
1,-1,0,8,2,11,-39,-12,-56,0
1,0,0,0,1,0,0,0,1,1
-30135,158864,54367,-93332,492023,168382,54879,-289308,-99008,0
-18,56,11,-56,173,34,33,-102,-20,1
707,328,128,2182,1012,395,-1287,-597,-233,0
22,-2,27,3,43,29,-162,105,-146,0
545,219,839,270,107,414,-498,-195,-761,0
235,-30,78,232,-29,78,-213,27,-71,1
857,-104,293,377,-45,130,-5604,678,-1919,0
-2,0,-1,-5,1,-1,3,0,1,1
3,2,5,1,3,3,-21,-9,-32,0
-2,0,-1,-5,1,-1,3,0,1,1
3,2,5,1,3,3,-21,-9,-32,1
8,-25,-5,23,-71,-14,-15,48,10,0
5109,-1358,651,2660,-707,339,-33543,8916,-4274,1
288,-1262,-369,284,-1243,-363,-261,1143,334,0
-16,-19,-41,-5,-9,-18,99,126,268,1
207,-56,25,209,-56,26,-189,51,-23,0
-27,-25,-57,-77,-71,-162,51,48,109,0
-125,-64,-24,-145,-88,-31,123,69,25,1
95,-6,14,297,-1,45,-1335,-6,-203,0
398,-1218,-237,391,-1195,-232,-360,1101,214,0
106,-555,-189,302,-1577,-536,-201,1062,364,1
38,-10,5,107,-29,14,-474,129,-62,1
-43,-48,-105,-23,-25,-55,45,48,106,1
1,-4,-1,0,-2,-1,0,3,1,0
-5485,1455,-703,-5692,1511,-728,5043,-1338,646,0
1363,1302,2921,623,595,1335,-1065,-1017,-2282,0
-3,-2,-5,230,261,569,504,561,1228,1
8,3,12,23,8,34,-15,-6,-23,1
15,-4,2,7,-2,1,-12,3,-2,0
-1,0,0,0,-1,0,6,3,1,0
-211,56,-27,27801,-7390,3542,59739,-15879,7612,1
127,59,23,8145,3760,1472,-41229,-19032,-7451,0
3270737,3011397,6874248,9263170,8528684,19468801,-6278733,-5780886,-13196282,1
1,1,2,21,-2,8,36,-12,1,1
-4,-4,-9,-1,-2,-4,3,3,7,1
-171,1022,379,-608,3573,1312,348,-2052,-755,1
1454,661,260,4132,1879,739,-2781,-1263,-497,0
94,-25,12,267,-71,34,-180,48,-23,1
398,-109,52,391,-108,51,-360,99,-47,1
-997,265,-127,-982,261,-125,903,-240,115,1
1,-1,0,8,2,11,-39,-12,-56,0
50,23,9,23,10,4,-330,-150,-59,1
-7,23,5,-6,23,6,6,-21,-5,0
8,3,12,23,8,34,-15,-6,-23,1
8,-2,1,2,-3,-4,3,12,22,0
-94296,-106681,-232720,-53981,-61070,-133222,119040,134670,293779,0
15,5,22,7,2,10,-12,-3,-17,0
-253,-288,-85,-716,-817,-241,486,552,163,1
2,0,1,5,-1,1,-24,3,-8,0
-1,0,-1,-2,-1,-3,9,3,13,1
3,2,5,7,6,14,-30,-27,-62,0
6,-8,3,14,-5,15,-9,6,-8,0
6,-11,-2,14,-36,-7,-9,21,4,1
-1,0,0,-87,23,-11,-174,48,-23,1
-181,-64,-269,648783,213191,946313,-3302472,-1085205,-4816985,0
-175,-58,-256,2689,933,3967,-13968,-4842,-20603,0
-967,257,-123,-2995,796,-381,13026,-3462,1657,0
-50201,153573,29877,-26279,80392,15640,50637,-154908,-30137,0
5,5,11,-32,-9,-45,171,54,247,0
22,-61,-12,3,-41,-9,-162,381,73,1
-7,-3,-11,-6,-4,-11,6,3,10,1
299,14,188,840,41,531,-3720,-183,-2354,1
779,527,179,820,579,194,-729,-504,-170,0
2917,1528,4193,3340,1631,4600,-2850,-1440,-4007,1
15,-4,2,7,-2,1,-12,3,-2,0
8,-2,1,23,-6,3,-15,3,-2,0
23317,-6358,3049,66265,-18069,8665,-44592,12159,-5831,1
-3,1,0,-1,1,1,0,-3,-5,0
-27,-13,-5,-17,-6,-3,42,9,7,0
-2,0,-1,-5,1,-1,3,0,1,1
13690,4579,20060,44215,14792,64791,-199581,-66771,-292460,0
38,-117,-23,20,-61,-12,-249,768,151,0
-43,-48,-105,-23,-25,-55,45,48,106,0
-3,10,2,-7,29,8,9,-18,1,1
1215,-326,156,3908,-1051,503,-17631,4743,-2270,1
104,-14,125,292,-41,350,-207,24,-251,1
-16281,-14947,-34138,-45632,-41893,-95681,201993,185442,423538,0
-118,-6,-75,-454,-1,-251,2091,-6,1138,0
-103,285,56,-121,341,67,102,-285,-56,1
-14071,43428,8539,-7043,21737,4274,13104,-40443,-7952,0
-22,2,-27,-3,-43,-29,-21,222,103,0
-3863,-3795,-8532,-2014,-1979,-4449,25359,24912,56008,0
-3,-2,-5,-1,-3,-3,0,12,7,0
6,-8,3,14,-5,15,-9,6,-8,1
37,-11,3,131,-36,15,-75,21,-8,1
-211,56,-27,-651,173,-83,384,-102,49,1
-3,-2,-5,-7,-6,-14,9,3,10,1
-181,562,112,-228,725,150,186,-585,-119,1
181,-45,24,228,-47,31,-1584,369,-212,0
4383,113,2599,2167,60,1292,-3990,-117,-2390,1
-104,13,-35,-292,36,-99,1293,-159,439,1
-7,1,-1,-6,-1,-1,6,0,1,1
15748,-1457,19316,15848,-1452,19447,-14367,1326,-17624,0
-103,10,-126,-121,3,-153,102,-6,127,1
24,-109,-33,22,-108,-35,-21,99,31,1
-2,0,-1,-5,1,-1,3,0,1,0
-40,-21,-67,-25,-16,-45,282,156,481,1
176,59,258,92,31,135,-177,-60,-260,1
12063,-748,1779,5479,-340,808,-79491,4929,-11723,1
-997,265,-127,-982,261,-125,903,-240,115,1
4,3,1,1,4,1,-24,-27,-8,0
6491,-881,2066,6387,-868,2031,-52230,7092,-16619,1
229,-33,274,709,-101,849,-3084,441,-3692,0
16764,6211,24975,-41761,-15452,-62204,240030,88827,357538,0
-4,-4,-9,-1,-2,-4,3,3,7,0
43,-224,-76,23,-117,-39,-282,1470,499,0
473,-1302,-256,216,-595,-117,-3117,8580,1687,0
-1051,-388,-1565,-1262,-462,-1877,1053,387,1567,1
-22,3,-7,-63,8,-21,42,-6,13,1
-1,0,-1,-2,-1,-3,9,3,13,0
118,-259,-49,55,-117,-22,-96,198,37,0
-1,0,-1,-2,-1,-3,9,3,13,0
-4,19,6,-1,9,4,3,-15,-5,0
15,5,22,7,2,10,-12,-3,-17,0
127,59,23,66,31,12,-126,-60,-23,0
2379,-646,284,2341,-636,279,-2154,585,-257,1
1,0,0,0,1,0,0,0,1,0
37,14,56,42,19,67,-36,-15,-56,0
-29071,4419,-8448,-15219,2312,-4425,29328,-4452,8533,0
-1,-1,-2,-21,2,-8,105,-12,37,1
1,-4,-1,0,-2,-1,0,3,1,0
398,-109,52,391,-108,51,-360,99,-47,1
-2,5,1,-5,15,3,3,-9,-2,1
-1,1,0,-2,1,0,9,-3,1,0
5,5,11,16,15,34,-9,-9,-20,1
756937,394907,142394,742803,387532,139735,-684297,-357009,-128729,1
-127,557,163,-357,1562,456,1581,-6915,-2018,1
22755,-99593,-29094,11348,-49665,-14508,-21051,92127,26911,0
139,-39,10,753,-122,206,-396,72,-95,1
-175,48,-23,-611,167,-80,351,-96,46,1
11,-48,-14,6,-25,-7,-12,48,13,1
5,5,11,16,15,34,-9,-9,-20,1
24,14,5,22,19,6,-21,-15,-5,0
-384,-127,-561,-1190,-394,-1739,699,231,1021,1
49883,-13900,6495,139673,-38921,18186,-618153,172254,-80486,0
1,-1,0,2,-1,0,-3,6,1,0
1,0,1,2,1,3,-3,0,-2,1
-38,117,23,-20,61,12,39,-117,-23,0
1,0,0,0,1,0,0,0,1,1
-436,119,-57,-261,71,-34,609,-165,79,0
-18,5,-2,-56,15,-7,33,-9,4,1
-3,-2,-5,-1,-3,-3,0,12,7,0
-7,23,5,-6,23,6,6,-21,-5,0
-10,48,15,-37,167,50,21,-96,-29,1
5,5,11,16,15,34,-9,-9,-20,0
-11,-10,-23,-6,-5,-12,72,66,151,1
26041,-135508,-45941,15620,-81292,-27563,-36534,190167,64486,1
34092,13790,52583,105598,42713,162872,-62085,-25113,-95759,1
-57,131,25,-53,134,26,51,-120,-23,0
-5288,1498,-539,-5194,1473,-527,4785,-1356,487,1
-8,-3,-12,-23,-8,-34,102,36,151,0
24,14,5,22,19,6,-21,-15,-5,1
15,-4,2,7,-2,1,-12,3,-2,0
-7,-3,-11,-6,-4,-11,6,3,10,1
-144,-74,-27,-442,-229,-83,261,135,49,0
-38,-13,-56,-20,-6,-29,39,9,55,0
384,-107,50,1190,-331,155,-5175,1440,-674,0
-119,21,-31,-78,16,-17,99,-18,25,0
-100,17,-26,-357,50,-111,204,-30,61,1
529,262,869,1634,810,2685,-7113,-3525,-11687,0
614,-57,753,1738,-157,2134,-1179,111,-1445,1
779,769,1727,820,817,1831,-729,-723,-1622,0
-13556891,72208,-7321519,-6194569,32994,-3345432,10587336,-56391,5717785,0
38,13,56,20,6,29,-249,-87,-368,1
428455,-117048,56067,1274644,-348215,166798,-800322,218637,-104729,1
-2,0,-1,-5,1,-1,3,0,1,1
64889,-177481,-34874,225204,-615967,-121034,-129549,354336,69625,1
6,1,5,14,-1,6,-9,0,-5,1
-43,224,76,-23,117,39,45,-225,-74,0
-128,-58,-23,-443,-204,-80,255,117,46,0
-65,-45,-112,-128,-47,-150,687,369,1003,0
38,-10,5,20,-5,3,-249,66,-32,0
3,-1,0,1,-1,-1,-21,6,-2,0
173,-46,22,79,-21,10,-135,36,-17,0
49,-7,15,153,-20,50,-90,12,-29,1
1,1,2,0,1,1,0,-3,-2,0
37,-8,5,1857,-515,242,-9387,2607,-1223,0
-176,48,-23,-92,25,-12,1155,-315,151,0
8,-2,1,2,-3,-4,3,12,22,0
-175,48,-23,-611,167,-80,351,-96,46,1
-2,1,-2,-5,-1,-7,3,0,4,1
-352,1648,513,-1181,5500,1704,684,-3189,-989,0
178501,163877,374284,81110,74465,170073,-138090,-126777,-289550,0
3,-1,0,7,2,1,-30,-12,-5,1
-541,1189,225,-242,529,100,423,-930,-176,0
-69,-23,-101,-31,-10,-45,54,18,79,0
20,-3,6,19,-4,4,-18,3,-5,0
-32185,167944,57052,-99327,518297,176070,58587,-305712,-103853,0
239784,-732145,-141907,739909,-2259203,-437887,-436458,1332660,258301,1
24,14,5,22,19,6,-21,-15,-5,0
-2,1,-2,-5,-1,-7,3,0,4,0
-83,-107,-227,-260,-331,-704,1128,1440,3061,0
-18,5,-2,-56,15,-7,33,-9,4,1
-7,1,-1,-6,-1,-1,6,0,1,0
11,5,2,6,2,1,-12,-3,-2,0
-440,1358,267,-1234,3809,749,879,-2712,-533,0
-1,2,0,-2,6,1,9,-27,-5,1
20,-56,-11,19,-56,-11,-18,51,10,1
177,-1030,-376,466,-2864,-1079,-417,2109,700,1
2984,-8537,-1174,8395,-24110,-3357,-37188,106881,14917,0
26855,-82206,-16005,27030,-82741,-16109,-24501,75000,14602,0
1,0,1,2,1,3,-3,0,-2,0
25212,-3245,8326,11243,-1447,3713,-19719,2538,-6512,1
37,-8,5,42,-5,6,-36,6,-5,1
-18,5,-2,-56,15,-7,33,-9,4,1
94,33,139,267,94,395,-180,-63,-266,1
49,-7,15,153,-20,50,-90,12,-29,1
