val1,val2,val3,val4,num_moves_Q_learning_needs,first_move_by_Q_learning
1061.0,1846.0,-2418.0,-4207.0,-1,1
-11.0,-4.0,-8.0,-3.0,4,3
89.0,-26.0,24.0,-7.0,7,1
237.0,170.0,994.0,713.0,-1,2
-15.0,112.0,2.0,-15.0,9,0
321.0,-52.0,142.0,-23.0,9,1
-14459.0,-66370.0,6074.0,27881.0,-1,3
-51.0,122.0,28.0,-67.0,7,0
18253.0,-3166.0,4422.0,-767.0,-1,1
373.0,-168.0,1250.0,-563.0,11,1
-3.0,4.0,8.0,-11.0,4,0
30917.0,-17536.0,11712.0,-6643.0,-1,2
1.0,-4.0,0.0,1.0,2,0
129.0,-338.0,50.0,-131.0,8,0
-35.0,-24.0,-16.0,-11.0,6,3
237.0,-578.0,98.0,-239.0,8,0
-279.0,-1322.0,-172.0,-815.0,11,2
261.0,32.0,628.0,77.0,10,3
13.0,-34.0,44.0,-115.0,7,0
-59.0,-270.0,-262.0,-1199.0,10,2
73.0,-130.0,-32.0,57.0,7,0
-3027.0,1156.0,1160.0,-443.0,12,1
261.0,-154.0,100.0,-59.0,9,1
21.0,-50.0,-76.0,181.0,7,0
-51.0,8.0,172.0,-27.0,8,1
29.0,-16.0,78.0,-43.0,7,1
317.0,2406.0,-178.0,-1351.0,12,2
-175.0,674.0,-424.0,1633.0,11,0
-55.0,416.0,-16.0,121.0,10,0
-15.0,-8.0,2.0,1.0,5,3
1.0,8.0,2.0,17.0,5,2
-419.0,174.0,-1794.0,745.0,10,1
4905.0,1796.0,-1046.0,-383.0,13,3
-31.0,-44.0,136.0,193.0,8,2
-375.0,-994.0,-146.0,-387.0,10,2
-83.0,190.0,38.0,-87.0,8,0
-311.0,818.0,430.0,-1131.0,10,0
-507.0,-1154.0,134.0,305.0,10,2
277.0,84.0,122.0,37.0,9,3
1.0,0.0,0.0,1.0,0,0
9.0,4.0,20.0,9.0,4,3
-67.0,-12.0,28.0,5.0,6,3
1665.0,3718.0,2888.0,6449.0,13,2
177.0,500.0,40.0,113.0,10,2
1.0,-2.0,0.0,1.0,1,0
41.0,-18.0,344.0,-151.0,9,1
35677.0,13632.0,86400.0,33013.0,-1,2
-215.0,64.0,-84.0,25.0,8,1
-19.0,-12.0,-30.0,-19.0,5,3
33.0,-26.0,14.0,-11.0,6,1
-3.0,-2.0,14.0,9.0,4,3
-855.0,736.0,1904.0,-1639.0,-1,1
27753.0,6256.0,10190.0,2297.0,-1,2
-31.0,42.0,-48.0,65.0,7,0
-19.0,8.0,-88.0,37.0,6,1
1.0,0.0,8.0,1.0,4,3
5.0,-8.0,2.0,-3.0,3,0
633.0,394.0,98.0,61.0,10,3
149.0,94.0,84.0,53.0,7,3
89.0,-40.0,158.0,-71.0,7,1
73.0,32.0,-162.0,-71.0,7,3
21.0,-38.0,-16.0,29.0,7,0
-31.0,-18.0,-136.0,-79.0,7,3
81.0,-272.0,14.0,-47.0,9,0
69.0,-50.0,-40.0,29.0,7,1
-27.0,4.0,20.0,-3.0,6,1
689.0,386.0,166.0,93.0,10,3
-23.0,60.0,18.0,-47.0,7,0
-147.0,62.0,64.0,-27.0,7,1
-379.0,148.0,274.0,-107.0,9,1
-11.0,-26.0,-8.0,-19.0,5,2
-3.0,-4.0,-2.0,-3.0,3,2
49.0,18.0,-226.0,-83.0,8,3
-1295.0,-474.0,3314.0,1213.0,12,3
1.0,0.0,2.0,1.0,1,3
65.0,-12.0,38.0,-7.0,7,1
93.0,-220.0,238.0,-563.0,9,0
589.0,78.0,370.0,49.0,10,3
5.0,-12.0,-2.0,5.0,3,0
-423.0,-178.0,202.0,85.0,10,3
9.0,-16.0,4.0,-7.0,4,0
-587.0,-1308.0,92.0,205.0,10,2
-7.0,2.0,10.0,-3.0,4,1
-71.0,162.0,-600.0,1369.0,11,0
137.0,-580.0,304.0,-1287.0,10,0
109.0,194.0,268.0,477.0,9,2
-19.0,-24.0,-34.0,-43.0,7,2
-571.0,726.0,-70.0,89.0,12,0
-307.0,448.0,-442.0,645.0,11,0
661.0,-1746.0,2948.0,-7787.0,13,0
-4043.0,634.0,1218.0,-191.0,14,1
373.0,60.0,230.0,37.0,9,3
281.0,106.0,-114.0,-43.0,8,3
-23.0,36.0,-62.0,97.0,7,0
373.0,-104.0,642.0,-179.0,9,1
869.0,-388.0,2336.0,-1043.0,12,1
677.0,1632.0,1824.0,4397.0,12,2
-71.0,40.0,-16.0,9.0,6,1
-311.0,-192.0,-1048.0,-647.0,10,3
1053.0,280.0,440.0,117.0,10,3
-323.0,2146.0,-132.0,877.0,11,0
-1719.0,268.0,-1084.0,169.0,10,1
-195.0,248.0,-92.0,117.0,10,0
-71.0,112.0,-26.0,41.0,7,0
-11.0,24.0,-28.0,61.0,6,0
9.0,-2.0,-4.0,1.0,3,1
1.0,4.0,2.0,9.0,3,2
161.0,-206.0,-254.0,325.0,10,0
9.0,-2.0,-22.0,5.0,4,1
1.0,4.0,0.0,1.0,2,2
-371.0,-152.0,-1628.0,-667.0,10,3
-71.0,-172.0,-26.0,-63.0,7,2
2457.0,-5300.0,-3520.0,7593.0,-1,3
1129.0,-438.0,-714.0,277.0,10,1
-79.0,28.0,-48.0,17.0,8,1
-2167.0,-1410.0,-896.0,-583.0,11,3
23201.0,-41556.0,-14588.0,26129.0,-1,1
25.0,-44.0,54.0,-95.0,7,0
9.0,40.0,2.0,9.0,5,2
429.0,-790.0,82.0,-151.0,12,0
261.0,-554.0,-106.0,225.0,10,0
-19.0,-8.0,-26.0,-11.0,5,3
81.0,50.0,34.0,21.0,6,3
9.0,-16.0,4.0,-7.0,4,0
69.0,-284.0,164.0,-675.0,10,0
1.0,0.0,-6.0,1.0,3,1
-475.0,2178.0,258.0,-1183.0,12,0
-12391.0,5202.0,-8930.0,3749.0,-1,3
73.0,250.0,332.0,1137.0,11,2
-175.0,416.0,114.0,-271.0,9,0
-11.0,4.0,8.0,-3.0,4,1
173.0,-26.0,20.0,-3.0,9,1
5.0,14.0,-4.0,-11.0,5,2
181.0,76.0,50.0,21.0,7,3
-199.0,56.0,-430.0,121.0,9,1
149.0,-630.0,504.0,-2131.0,11,0
573.0,-418.0,1024.0,-747.0,11,1
-123.0,26.0,52.0,-11.0,7,1
1645.0,-2644.0,-466.0,749.0,13,0
337.0,1220.0,208.0,753.0,10,2
-11.0,46.0,-6.0,25.0,6,0
29.0,-38.0,-16.0,21.0,7,0
-183.0,-44.0,104.0,25.0,8,3
573.0,-1372.0,1468.0,-3515.0,12,0
-15.0,-4.0,4.0,1.0,4,3
29.0,-70.0,46.0,-111.0,6,0
-1439.0,-602.0,-6748.0,-2823.0,13,3
-107.0,28.0,42.0,-11.0,7,1
37.0,-14.0,8.0,-3.0,5,1
1.0,-2.0,2.0,-3.0,2,0
-43.0,-12.0,18.0,5.0,5,3
1865.0,4814.0,3016.0,7785.0,-1,2
7681.0,-4870.0,3626.0,-2299.0,-1,1
-23.0,36.0,-62.0,97.0,7,0
-51.0,-122.0,-232.0,-555.0,9,2
109.0,-50.0,24.0,-11.0,7,1
-11.0,8.0,4.0,-3.0,4,1
45.0,16.0,104.0,37.0,8,3
-3395.0,-7778.0,-6278.0,-14383.0,14,2
1.0,2.0,6.0,13.0,4,2
1.0,0.0,6.0,1.0,3,3
-2603.0,-17256.0,936.0,6205.0,-1,0
-475.0,-642.0,128.0,173.0,11,2
-83.0,-148.0,-60.0,-107.0,8,2
741.0,-1054.0,-116.0,165.0,11,0
1237.0,-2662.0,-454.0,977.0,12,0
-791.0,-242.0,-2154.0,-659.0,12,3
-11.0,2.0,38.0,-7.0,6,1
1.0,2.0,10.0,21.0,6,2
-39.0,-56.0,-16.0,-23.0,6,2
17.0,14.0,6.0,5.0,6,3
5.0,12.0,12.0,29.0,4,2
-15.0,4.0,-4.0,1.0,4,1
-495.0,-188.0,-208.0,-79.0,8,3
9.0,-4.0,52.0,-23.0,6,1
-23.0,52.0,-4.0,9.0,6,0
-3.0,-14.0,2.0,9.0,4,2
-7.0,-32.0,-26.0,-119.0,7,2
-119.0,50.0,-50.0,21.0,6,1
-143.0,-210.0,-604.0,-887.0,11,2
-3.0,2.0,10.0,-7.0,4,1
121.0,274.0,276.0,625.0,9,2
-1187.0,1640.0,-2864.0,3957.0,12,0
15209.0,9624.0,-2666.0,-1687.0,-1,1
9.0,-50.0,-16.0,89.0,7,0
81.0,-50.0,-196.0,121.0,7,1
-1031.0,-286.0,292.0,81.0,11,3
17.0,38.0,4.0,9.0,5,2
1.0,-4.0,-2.0,9.0,3,0
-203.0,-940.0,-1578.0,-7307.0,13,2
9.0,16.0,-4.0,-7.0,4,2
9.0,2.0,40.0,9.0,5,3
-153907.0,-42930.0,-59738.0,-16663.0,-1,2
-419.0,-266.0,-1498.0,-951.0,12,3
5.0,2.0,-18.0,-7.0,4,3
5057.0,3580.0,-12384.0,-8767.0,-1,3
-315.0,-68.0,-88.0,-19.0,8,3
-1451.0,1894.0,-5578.0,7281.0,14,0
13.0,-60.0,18.0,-83.0,7,0
-2279.0,3664.0,5050.0,-8119.0,13,0
-7.0,38.0,2.0,-11.0,6,0
785.0,-172.0,1748.0,-383.0,10,1
61.0,10.0,6.0,1.0,8,3
649.0,-180.0,256.0,-71.0,10,1
-11.0,-6.0,2.0,1.0,4,3
-1571.0,-356.0,-684.0,-155.0,10,3
-23.0,-4.0,6.0,1.0,5,3
-5559.0,-1298.0,2060.0,481.0,13,3
-7.0,-10.0,-2.0,-3.0,4,2
117.0,-74.0,68.0,-43.0,7,1
-3.0,-2.0,8.0,5.0,3,3
-59143.0,24546.0,26444.0,-10975.0,15,1
1.0,-14.0,0.0,1.0,7,0
133.0,-58.0,438.0,-191.0,10,1
-283.0,222.0,-450.0,353.0,10,1
149.0,-42.0,408.0,-115.0,9,1
25.0,64.0,16.0,41.0,6,2
-555.0,-232.0,-1232.0,-515.0,10,3
1517.0,-686.0,272.0,-123.0,11,1
357.0,-944.0,104.0,-275.0,10,0
2017.0,1760.0,5172.0,4513.0,-1,2
77.0,-186.0,142.0,-343.0,8,0
25.0,-4.0,44.0,-7.0,6,1
1765.0,-1232.0,3328.0,-2323.0,-1,0
145.0,542.0,42.0,157.0,10,2
17.0,-46.0,78.0,-211.0,8,0
1.0,0.0,2.0,1.0,1,3
-211.0,-130.0,112.0,69.0,9,3
-3.0,8.0,-8.0,21.0,4,0
-139.0,-30.0,-88.0,-19.0,7,3
-3.0,-8.0,2.0,5.0,3,2
9.0,34.0,-4.0,-15.0,5,2
-7.0,-2.0,-10.0,-3.0,4,3
-7.0,16.0,-4.0,9.0,4,0
-79.0,110.0,28.0,-39.0,9,0
9.0,38.0,4.0,17.0,5,2
-67.0,122.0,28.0,-51.0,7,0
-139.0,172.0,80.0,-99.0,10,0
-23.0,-52.0,-88.0,-199.0,8,2
-871.0,-2122.0,-1538.0,-3747.0,12,2
9.0,-14.0,20.0,-31.0,5,0
129.0,-208.0,-80.0,129.0,8,0
-71.0,-26.0,-30.0,-11.0,6,3
333.0,1478.0,796.0,3533.0,11,2
1877.0,-686.0,4594.0,-1679.0,-1,3
-255.0,112.0,-148.0,65.0,8,1
9.0,34.0,32.0,121.0,7,2
93.0,-34.0,-134.0,49.0,8,1
45.0,-8.0,62.0,-11.0,7,1
-19.0,-14.0,-4.0,-3.0,5,3
3593.0,-4582.0,-970.0,1237.0,14,0
-327.0,598.0,146.0,-267.0,10,0
-115.0,-204.0,-146.0,-259.0,9,2
-1347.0,526.0,-5872.0,2293.0,13,1
-71.0,-30.0,116.0,49.0,7,3
413.0,-712.0,192.0,-331.0,10,0
3785.0,2012.0,1552.0,825.0,12,3
41.0,-12.0,106.0,-31.0,7,1
-83.0,38.0,24.0,-11.0,7,1
9601.0,-3742.0,6186.0,-2411.0,14,1
93.0,14.0,-20.0,-3.0,7,3
253.0,-666.0,68.0,-179.0,9,0
85.0,222.0,-18.0,-47.0,8,2
-11.0,-80.0,4.0,29.0,8,2
545.0,-1974.0,-336.0,1217.0,11,0
33.0,-4.0,124.0,-15.0,8,1
53.0,-204.0,404.0,-1555.0,12,0
381.0,110.0,1666.0,481.0,12,3
-339.0,604.0,-142.0,253.0,9,0
9.0,-14.0,20.0,-31.0,5,0
-71.0,-28.0,-180.0,-71.0,8,3
-79.0,-42.0,-126.0,-67.0,8,3
-263.0,468.0,-68.0,121.0,10,0
97.0,-366.0,22.0,-83.0,8,0
-1871.0,7074.0,-4066.0,15373.0,-1,1
241.0,74.0,-114.0,-35.0,10,3
557.0,1464.0,1262.0,3317.0,11,2
1.0,0.0,-8.0,1.0,4,1
-183.0,-262.0,-410.0,-587.0,10,2
13.0,8.0,86.0,53.0,7,3
-227.0,582.0,-548.0,1405.0,9,0
17.0,-12.0,44.0,-31.0,6,1
1.0,2.0,2.0,5.0,2,2
-487.0,302.0,-666.0,413.0,10,1
5.0,-2.0,-2.0,1.0,2,1
-419.0,118.0,-1012.0,285.0,9,1
-23.0,-6.0,-42.0,-11.0,6,3
9317.0,1488.0,5892.0,941.0,14,3
-395.0,1014.0,-164.0,421.0,9,0
-111.0,418.0,-64.0,241.0,9,0
-107.0,66.0,-274.0,169.0,8,1
-2363.0,-3598.0,-530.0,-807.0,14,2
-3043.0,-5266.0,-6728.0,-11643.0,-1,3
-91.0,-64.0,64.0,45.0,8,3
369.0,160.0,-256.0,-111.0,10,3
-587.0,798.0,370.0,-503.0,10,0
1157.0,-504.0,264.0,-115.0,10,1
1013.0,-1600.0,-302.0,477.0,11,0
13.0,2.0,32.0,5.0,5,3
-239.0,-98.0,-378.0,-155.0,8,3
-103.0,76.0,42.0,-31.0,7,1
-143.0,-196.0,-116.0,-159.0,10,2
-719.0,-162.0,324.0,73.0,9,3
1.0,-2.0,2.0,-3.0,2,0
901.0,508.0,94.0,53.0,11,3
-4267.0,5260.0,-1620.0,1997.0,14,0
45.0,8.0,208.0,37.0,8,3
-4183.0,958.0,2598.0,-595.0,12,1
65.0,148.0,148.0,337.0,8,2
-23.0,-16.0,-10.0,-7.0,5,3
1905.0,-892.0,1228.0,-575.0,12,1
249.0,458.0,-56.0,-103.0,9,2
-3.0,4.0,2.0,-3.0,3,0
241.0,-850.0,408.0,-1439.0,13,0
-4139.0,1690.0,1516.0,-619.0,11,1
-7.0,-8.0,-6.0,-7.0,7,2
21.0,34.0,8.0,13.0,5,2
205.0,506.0,284.0,701.0,11,2
-247.0,-56.0,-172.0,-39.0,8,3
-67.0,106.0,-122.0,193.0,8,0
-2375.0,736.0,384.0,-119.0,-1,3
41.0,-18.0,16.0,-7.0,5,1
-175.0,-272.0,-92.0,-143.0,10,2
-563.0,-2420.0,124.0,533.0,12,2
-2471.0,-964.0,-3504.0,-1367.0,12,3
-67.0,28.0,-146.0,61.0,7,1
1129.0,-714.0,1820.0,-1151.0,11,1
1153.0,-2744.0,-666.0,1585.0,11,0
-19.0,60.0,6.0,-19.0,9,0
37.0,14.0,-8.0,-3.0,5,3
-35.0,22.0,-8.0,5.0,5,1
-3103.0,1210.0,736.0,-287.0,11,1
-591.0,-176.0,272.0,81.0,10,3
2897.0,-18972.0,-5016.0,32849.0,-1,0
13.0,-46.0,2.0,-7.0,6,0
20361.0,8264.0,-12632.0,-5127.0,14,3
193.0,52.0,360.0,97.0,10,3
-43.0,18.0,-12.0,5.0,5,1
-639.0,248.0,286.0,-111.0,9,1
-607.0,940.0,144.0,-223.0,10,0
305.0,384.0,776.0,977.0,12,2
13.0,2.0,6.0,1.0,4,3
701.0,-164.0,218.0,-51.0,11,1
-31.0,252.0,-8.0,65.0,10,0
-31.0,14.0,-82.0,37.0,6,1
-7.0,-86.0,4.0,49.0,9,2
129.0,20.0,316.0,49.0,8,3
-3.0,2.0,-8.0,5.0,3,1
2069.0,8834.0,330.0,1409.0,-1,3
-23.0,12.0,-48.0,25.0,8,1
-19.0,-128.0,-4.0,-27.0,8,2
1.0,4.0,4.0,17.0,4,2
-11.0,2.0,-6.0,1.0,4,1
21041.0,-13744.0,46612.0,-30447.0,-1,0
-19.0,-128.0,-4.0,-27.0,8,2
-199.0,1282.0,52.0,-335.0,11,0
1.0,-2.0,0.0,1.0,1,0
-3.0,16.0,2.0,-11.0,5,0
1.0,0.0,-4.0,1.0,2,1
-91.0,-16.0,74.0,13.0,9,3
17.0,4.0,4.0,1.0,4,3
-463.0,2186.0,-262.0,1237.0,12,0
-6199.0,-1084.0,-1504.0,-263.0,14,3
-43.0,66.0,-58.0,89.0,8,0
29.0,12.0,70.0,29.0,5,3
-3.0,-8.0,-4.0,-11.0,4,2
-19.0,46.0,-126.0,305.0,8,0
77.0,-172.0,30.0,-67.0,7,0
-167.0,308.0,-122.0,225.0,9,0
-323.0,48.0,-572.0,85.0,10,1
289.0,-118.0,-120.0,49.0,7,1
1.0,0.0,4.0,1.0,2,3
141.0,-928.0,-98.0,645.0,11,0
2153.0,1258.0,344.0,201.0,-1,1
6969.0,-15568.0,4408.0,-9847.0,14,0
-131.0,170.0,-608.0,789.0,11,0
-15.0,56.0,64.0,-239.0,8,0
-79.0,30.0,50.0,-19.0,6,1
17.0,70.0,8.0,33.0,7,2
2353.0,10690.0,510.0,2317.0,14,2
241.0,582.0,388.0,937.0,9,2
-14251.0,-6728.0,9178.0,4333.0,-1,1
1.0,0.0,2.0,1.0,1,3
513.0,274.0,-88.0,-47.0,11,3
1.0,-2.0,0.0,1.0,1,0
61.0,-24.0,28.0,-11.0,6,1
1585.0,4284.0,986.0,2665.0,13,2
541.0,1210.0,224.0,501.0,9,2
-87.0,118.0,14.0,-19.0,8,0
-3.0,-4.0,-2.0,-3.0,3,2
49.0,22.0,20.0,9.0,5,3
-27.0,-100.0,10.0,37.0,7,2
129.0,68.0,-74.0,-39.0,9,3
-143.0,58.0,106.0,-43.0,8,1
-983.0,2264.0,-2220.0,5113.0,14,0
-7.0,-4.0,2.0,1.0,3,3
-419.0,-174.0,118.0,49.0,8,3
957.0,218.0,-698.0,-159.0,10,3
-507.0,-1708.0,-122.0,-411.0,11,2
-323.0,514.0,208.0,-331.0,9,0
869.0,-2230.0,1602.0,-4111.0,12,0
13.0,6.0,2.0,1.0,4,3
1549.0,-902.0,1956.0,-1139.0,13,1
213.0,-272.0,-148.0,189.0,10,0
69.0,50.0,40.0,29.0,7,3
77.0,-326.0,30.0,-127.0,8,0
-127.0,30.0,-72.0,17.0,7,1
137.0,-330.0,252.0,-607.0,9,0
17.0,10.0,-12.0,-7.0,5,3
-139.0,-58.0,-266.0,-111.0,10,3
285.0,-442.0,118.0,-183.0,8,0
-35.0,-16.0,-94.0,-43.0,7,3
-35.0,96.0,4.0,-11.0,8,0
-31.0,4.0,-8.0,1.0,6,1
25.0,-98.0,62.0,-243.0,10,0
-39.0,22.0,62.0,-35.0,6,1
41.0,16.0,-18.0,-7.0,5,3
-7.0,6.0,-6.0,5.0,6,1
109.0,-40.0,248.0,-91.0,8,1
-743.0,1058.0,-526.0,749.0,12,0
57.0,22.0,386.0,149.0,10,3
-23.0,6.0,-4.0,1.0,5,1
-123.0,34.0,-76.0,21.0,7,1
109.0,-486.0,24.0,-107.0,9,0
-7.0,-30.0,-10.0,-43.0,6,2
889.0,386.0,1854.0,805.0,14,3
13.0,-32.0,-2.0,5.0,5,0
-639.0,178.0,140.0,-39.0,9,1
-3.0,10.0,2.0,-7.0,4,0
-23.0,-42.0,-6.0,-11.0,6,2
-451.0,134.0,-138.0,41.0,10,1
49.0,-76.0,20.0,-31.0,6,0
41.0,-30.0,26.0,-19.0,6,1
89.0,-242.0,210.0,-571.0,10,0
13.0,8.0,8.0,5.0,4,3
25.0,-46.0,56.0,-103.0,7,0
-47.0,180.0,6.0,-23.0,9,0
-12427.0,19718.0,-29894.0,47433.0,-1,2
1.0,12.0,2.0,25.0,7,2
-187.0,84.0,-118.0,53.0,7,1
-391.0,246.0,-542.0,341.0,10,1
53.0,140.0,14.0,37.0,7,2
1.0,-4.0,6.0,-23.0,5,0
-25651.0,-14920.0,-3870.0,-2251.0,-1,2
37.0,-16.0,44.0,-19.0,8,1
333.0,86.0,-182.0,-47.0,10,3
129.0,58.0,20.0,9.0,7,3
-3.0,-14.0,14.0,65.0,6,2
-3275.0,1354.0,-1444.0,597.0,11,1
-771.0,1120.0,-1204.0,1749.0,12,0
85.0,36.0,-26.0,-11.0,7,3
-75.0,128.0,58.0,-99.0,9,0
41.0,-140.0,-12.0,41.0,8,0
-3067.0,854.0,-4974.0,1385.0,12,1
-587.0,-1066.0,-462.0,-839.0,12,2
-423.0,-190.0,118.0,53.0,8,3
1.0,-6.0,0.0,1.0,3,0
-695.0,-408.0,-448.0,-263.0,10,3
-15.0,94.0,-34.0,213.0,8,0
1013.0,-1790.0,1292.0,-2283.0,13,0
5837.0,2296.0,2738.0,1077.0,13,3
-767.0,486.0,434.0,-275.0,10,1
1.0,6.0,2.0,13.0,4,2
-227.0,-806.0,158.0,561.0,10,2
-3135.0,-2008.0,-6818.0,-4367.0,13,3
-23.0,-50.0,6.0,13.0,6,2
-11.0,-72.0,2.0,13.0,7,2
-679.0,-298.0,1178.0,517.0,10,3
33.0,10.0,-10.0,-3.0,6,3
-671.0,2940.0,-422.0,1849.0,11,0
33.0,-70.0,-8.0,17.0,7,0
-67.0,-12.0,-106.0,-19.0,7,3
17.0,30.0,-106.0,-187.0,8,2
433.0,1104.0,-282.0,-719.0,11,2
5.0,48.0,-2.0,-19.0,7,2
-103.0,-18.0,-40.0,-7.0,7,3
-131.0,-76.0,50.0,29.0,7,3
-663.0,938.0,-176.0,249.0,11,0
449.0,-166.0,-284.0,105.0,9,1
-107.0,-362.0,-60.0,-203.0,9,2
401.0,-1420.0,316.0,-1119.0,12,0
145.0,-64.0,-256.0,113.0,8,1
9.0,14.0,-2.0,-3.0,4,2
341.0,874.0,222.0,569.0,10,2
-87.0,-578.0,14.0,93.0,10,2
-11.0,-14.0,4.0,5.0,5,2
1.0,4.0,4.0,17.0,4,2
29.0,-96.0,-16.0,53.0,8,0
41.0,-16.0,100.0,-39.0,6,1
2941.0,4560.0,-812.0,-1259.0,12,2
53.0,-114.0,20.0,-43.0,7,0
-11.0,16.0,2.0,-3.0,5,0
-11.0,4.0,8.0,-3.0,4,1
-6063.0,-2320.0,-9740.0,-3727.0,14,3
-103.0,84.0,38.0,-31.0,9,1
-31.0,12.0,-106.0,41.0,7,1
5.0,8.0,-12.0,-19.0,4,2
5161.0,1970.0,2832.0,1081.0,13,3
-115.0,146.0,-26.0,33.0,8,0
13.0,-68.0,-4.0,21.0,8,0
-1055.0,476.0,-2786.0,1257.0,11,1
137.0,-234.0,-24.0,41.0,9,0
81.0,-196.0,-50.0,121.0,7,0
-19.0,46.0,-50.0,121.0,6,0
41.0,66.0,182.0,293.0,8,2
-7.0,-30.0,4.0,17.0,5,2
-3.0,-8.0,-16.0,-43.0,6,2
-1571.0,3564.0,-376.0,853.0,12,0
-19.0,-88.0,8.0,37.0,6,2
413.0,-632.0,-66.0,101.0,11,0
33.0,26.0,-14.0,-11.0,6,3
181.0,-134.0,-104.0,77.0,9,1
161.0,-74.0,-124.0,57.0,9,1
5.0,22.0,2.0,9.0,4,2
65.0,-14.0,14.0,-3.0,6,1
-103.0,18.0,40.0,-7.0,7,1
