val1,val2,val3,val4,num_moves_Q_learning_needs,first_move_by_Q_learning
3.0,-1.0,1.0,0.0,4,0
3.0,-2.0,5.0,-3.0,5,0
1.0,0.0,-1.0,1.0,1,1
11.0,-7.0,8.0,-5.0,7,0
2.0,-5.0,3.0,-7.0,6,0
-7.0,-23.0,-24.0,-79.0,13,2
7.0,5.0,11.0,8.0,6,3
13.0,-21.0,18.0,-29.0,9,0
23.0,-42.0,-6.0,11.0,10,0
-8.0,-29.0,5.0,18.0,9,2
1.0,-2.0,0.0,1.0,2,0
1.0,-1.0,6.0,-5.0,7,0
5.0,3.0,-7.0,-4.0,6,2
-22.0,29.0,-19.0,25.0,12,0
2.0,-7.0,1.0,-3.0,6,0
0.0,1.0,-1.0,4.0,5,0
7.0,2.0,3.0,1.0,5,3
45.0,-38.0,32.0,-27.0,12,1
-9.0,-25.0,4.0,11.0,9,2
-1.0,2.0,-6.0,11.0,8,0
1.0,1.0,-2.0,-1.0,3,2
7.0,-2.0,11.0,-3.0,7,0
5.0,-1.0,1.0,0.0,6,0
1.0,0.0,6.0,1.0,6,3
-2.0,-3.0,-5.0,-8.0,7,2
7.0,-30.0,11.0,-47.0,11,0
0.0,-1.0,1.0,2.0,3,2
7.0,4.0,-2.0,-1.0,6,2
-185.0,117.0,117.0,-74.0,14,0
-1.0,1.0,0.0,-1.0,5,1
-7.0,4.0,-9.0,5.0,7,1
-7.0,2.0,-11.0,3.0,7,1
0.0,-1.0,1.0,2.0,3,2
-8.0,-27.0,-13.0,-44.0,11,2
-1.0,1.0,-1.0,0.0,4,1
26.0,11.0,-45.0,-19.0,10,3
1.0,1.0,-1.0,0.0,2,2
-1.0,-1.0,0.0,-1.0,5,0
-3.0,1.0,-7.0,2.0,6,1
-3.0,8.0,1.0,-3.0,7,0
27.0,-8.0,17.0,-5.0,9,0
22.0,79.0,-17.0,-61.0,12,2
-3.0,4.0,5.0,-7.0,7,0
280.0,-107.0,123.0,-47.0,14,1
4.0,-3.0,-5.0,4.0,5,1
0.0,-1.0,1.0,1.0,2,3
23.0,-41.0,9.0,-16.0,10,0
1.0,-2.0,0.0,1.0,2,0
3.0,-7.0,1.0,-2.0,6,0
1.0,-3.0,1.0,-2.0,4,0
12.0,-19.0,7.0,-11.0,8,0
3.0,5.0,4.0,7.0,5,2
30.0,7.0,47.0,11.0,10,3
1.0,-2.0,1.0,-1.0,3,0
-2.0,-9.0,-5.0,-23.0,10,2
7.0,-5.0,-4.0,3.0,5,1
9.0,-4.0,-2.0,1.0,6,1
-3.0,4.0,-1.0,1.0,5,1
3.0,-4.0,-5.0,7.0,5,0
-3.0,1.0,-1.0,0.0,6,0
-1.0,1.0,0.0,-1.0,5,1
8.0,27.0,-11.0,-37.0,10,2
5.0,-8.0,7.0,-11.0,7,0
-1.0,4.0,-2.0,7.0,6,0
-3.0,-4.0,1.0,1.0,5,3
1.0,4.0,1.0,5.0,5,2
-14.0,9.0,-39.0,25.0,10,1
0.0,1.0,-1.0,-2.0,5,1
-1.0,2.0,2.0,-5.0,6,0
-3.0,-17.0,-1.0,-6.0,10,2
-2.0,5.0,1.0,-3.0,6,0
-2.0,7.0,-1.0,3.0,6,0
-12.0,-19.0,7.0,11.0,8,2
-8.0,-3.0,-5.0,-2.0,7,2
1.0,0.0,0.0,1.0,0,0
3.0,2.0,4.0,3.0,4,3
-7.0,-3.0,5.0,2.0,6,3
9.0,11.0,4.0,5.0,7,2
-3.0,-11.0,-1.0,-4.0,8,2
1.0,-1.0,0.0,1.0,1,0
5.0,-3.0,22.0,-13.0,9,0
7.0,3.0,9.0,4.0,6,3
1.0,2.0,0.0,1.0,2,2
-1.0,-3.0,0.0,-1.0,5,2
-3.0,2.0,-2.0,1.0,4,1
0.0,-1.0,1.0,3.0,4,2
-18.0,5.0,25.0,-7.0,10,0
-3.0,-1.0,-2.0,-1.0,5,2
-1.0,-3.0,0.0,-1.0,5,2
-1.0,1.0,-5.0,4.0,6,1
1.0,0.0,4.0,1.0,4,3
2.0,-1.0,1.0,0.0,3,0
15.0,26.0,4.0,7.0,8,2
2.0,5.0,3.0,8.0,5,2
11.0,-8.0,7.0,-5.0,7,0
7.0,4.0,-9.0,-5.0,7,2
-3.0,2.0,1.0,-1.0,5,1
-1.0,-3.0,-2.0,-7.0,7,2
3.0,2.0,1.0,1.0,3,3
0.0,-1.0,1.0,2.0,3,2
3.0,-1.0,1.0,0.0,4,0
11.0,13.0,5.0,6.0,8,2
1.0,-3.0,0.0,1.0,3,0
0.0,1.0,-1.0,0.0,3,1
2.0,-1.0,5.0,-2.0,5,0
1.0,2.0,-1.0,-1.0,3,2
0.0,1.0,-1.0,0.0,3,1
1.0,0.0,-2.0,1.0,2,1
1.0,0.0,-2.0,1.0,2,1
1.0,0.0,1.0,1.0,1,3
-1.0,0.0,1.0,-1.0,5,0
0.0,1.0,-1.0,4.0,5,0
10.0,3.0,23.0,7.0,8,3
2.0,-3.0,-1.0,2.0,3,0
-9.0,-8.0,8.0,7.0,10,3
3.0,-2.0,2.0,-1.0,4,0
-23.0,-33.0,7.0,10.0,10,2
-1.0,1.0,-1.0,0.0,4,1
-5.0,9.0,-24.0,43.0,11,0
11.0,-26.0,14.0,-33.0,10,0
10.0,7.0,17.0,12.0,7,3
2.0,3.0,1.0,2.0,3,2
17.0,-30.0,4.0,-7.0,10,0
-4.0,-1.0,1.0,0.0,7,0
7.0,-24.0,19.0,-65.0,11,0
22.0,-7.0,-3.0,1.0,10,1
10.0,3.0,13.0,4.0,7,3
11.0,2.0,-6.0,-1.0,8,2
1.0,0.0,-1.0,1.0,1,1
10.0,-7.0,3.0,-2.0,7,0
-10.0,7.0,7.0,-5.0,8,0
2.0,3.0,3.0,5.0,4,2
-5.0,8.0,-2.0,3.0,6,0
-2.0,-3.0,1.0,1.0,4,3
27.0,17.0,19.0,12.0,8,3
-5.0,32.0,-3.0,19.0,11,0
-18.0,5.0,-47.0,13.0,10,1
6.0,-11.0,5.0,-9.0,8,0
1.0,-1.0,2.0,-1.0,3,0
-2.0,3.0,-5.0,7.0,6,0
3.0,-1.0,-2.0,1.0,3,1
1.0,2.0,1.0,3.0,3,2
2.0,-1.0,-1.0,1.0,2,1
3.0,-1.0,-5.0,2.0,4,1
1.0,2.0,0.0,1.0,2,2
-11.0,-7.0,-25.0,-16.0,10,2
1.0,1.0,2.0,3.0,3,2
-9.0,11.0,-5.0,6.0,8,0
1.0,0.0,-6.0,1.0,6,1
2.0,-1.0,3.0,-1.0,4,0
-7.0,-33.0,-4.0,-19.0,11,2
-34.0,21.0,89.0,-55.0,12,1
7.0,-4.0,9.0,-5.0,7,0
3.0,8.0,1.0,3.0,5,2
-18.0,13.0,-7.0,5.0,8,1
30.0,-37.0,-17.0,21.0,10,0
-1.0,-1.0,2.0,1.0,3,3
3.0,4.0,2.0,3.0,4,2
3.0,-2.0,2.0,-1.0,4,0
6.0,-13.0,7.0,-15.0,10,0
1.0,0.0,-3.0,1.0,3,1
2.0,-3.0,-3.0,5.0,4,0
-4.0,3.0,-7.0,5.0,6,1
1.0,-1.0,4.0,-3.0,5,0
-1.0,1.0,6.0,-7.0,9,0
1.0,-1.0,1.0,0.0,2,0
8.0,-1.0,1.0,0.0,9,0
-1.0,-2.0,1.0,1.0,3,3
7.0,5.0,4.0,3.0,5,3
-13.0,10.0,-17.0,13.0,9,1
5.0,-12.0,3.0,-7.0,7,0
0.0,1.0,-1.0,0.0,3,1
3.0,-2.0,-1.0,1.0,3,1
28.0,-17.0,-23.0,14.0,9,1
4.0,7.0,5.0,9.0,6,2
-2.0,5.0,-3.0,7.0,6,0
-1.0,2.0,1.0,-3.0,5,1
-9.0,-4.0,16.0,7.0,8,3
12.0,-17.0,29.0,-41.0,10,0
-3.0,-2.0,2.0,1.0,4,3
5.0,-8.0,2.0,-3.0,6,0
7.0,5.0,4.0,3.0,5,3
-8.0,5.0,3.0,-2.0,7,0
4.0,-1.0,1.0,0.0,5,0
1.0,-1.0,1.0,0.0,2,0
-4.0,-3.0,3.0,2.0,5,3
-1.0,-2.0,-1.0,-3.0,5,3
-17.0,28.0,-14.0,23.0,10,0
1.0,0.0,-1.0,1.0,1,1
-3.0,-4.0,-11.0,-15.0,9,2
10.0,-7.0,3.0,-2.0,7,0
1.0,1.0,-1.0,0.0,2,2
-3.0,-1.0,-5.0,-2.0,6,2
-5.0,-16.0,-4.0,-13.0,10,2
1.0,1.0,3.0,4.0,4,2
1.0,0.0,3.0,1.0,3,3
-5.0,-27.0,3.0,16.0,10,2
-1.0,0.0,1.0,-1.0,5,0
1.0,1.0,-3.0,-2.0,4,2
3.0,10.0,-1.0,-3.0,7,2
4.0,-5.0,1.0,-1.0,6,0
-2.0,-1.0,3.0,1.0,4,3
-2.0,1.0,1.0,-1.0,6,0
1.0,1.0,5.0,6.0,6,2
-3.0,2.0,-2.0,1.0,4,1
-1.0,-2.0,0.0,-1.0,4,3
2.0,3.0,3.0,5.0,4,2
-3.0,2.0,-2.0,1.0,4,1
-6.0,-1.0,-5.0,-1.0,8,2
3.0,-2.0,8.0,-5.0,6,0
-5.0,8.0,-2.0,3.0,6,0
0.0,-1.0,1.0,3.0,4,2
-1.0,-4.0,-1.0,-5.0,7,2
-5.0,4.0,-4.0,3.0,6,1
-11.0,3.0,-26.0,7.0,9,1
0.0,1.0,-1.0,-1.0,4,1
7.0,11.0,12.0,19.0,7,2
1.0,-2.0,2.0,-3.0,4,0
2.0,9.0,-1.0,-4.0,7,2
3.0,-7.0,-2.0,5.0,5,0
3.0,-4.0,-5.0,7.0,5,0
-17.0,-11.0,14.0,9.0,9,3
5.0,7.0,2.0,3.0,5,2
1.0,-2.0,-1.0,3.0,3,0
-5.0,-23.0,-18.0,-83.0,13,2
3.0,2.0,-2.0,-1.0,4,2
3.0,1.0,8.0,3.0,5,3
-154.0,-111.0,-43.0,-31.0,14,3
1.0,5.0,1.0,6.0,6,2
2.0,1.0,-3.0,-1.0,4,2
-7.0,-10.0,12.0,17.0,8,2
-6.0,-1.0,-5.0,-1.0,8,2
4.0,-19.0,7.0,-33.0,10,0
1.0,-3.0,0.0,1.0,3,0
-17.0,11.0,20.0,-13.0,11,0
-1.0,1.0,1.0,-2.0,6,0
29.0,-8.0,40.0,-11.0,10,0
16.0,5.0,3.0,1.0,8,3
19.0,-12.0,8.0,-5.0,8,0
-2.0,-3.0,1.0,1.0,4,3
-2.0,-1.0,3.0,1.0,4,3
-5.0,-2.0,3.0,1.0,5,3
-3.0,-1.0,-14.0,-5.0,9,2
-1.0,1.0,-1.0,0.0,4,1
0.0,-1.0,1.0,-4.0,7,0
0.0,-1.0,1.0,2.0,3,2
-277.0,171.0,196.0,-121.0,15,1
1.0,-7.0,0.0,1.0,7,0
-2.0,1.0,-3.0,1.0,4,1
8.0,-3.0,3.0,-1.0,6,0
-4.0,3.0,-3.0,2.0,5,1
1.0,2.0,2.0,5.0,4,2
-15.0,-11.0,-19.0,-14.0,10,2
-13.0,8.0,-5.0,3.0,7,1
0.0,-1.0,1.0,-5.0,8,0
10.0,7.0,27.0,19.0,8,3
11.0,-18.0,8.0,-13.0,8,0
7.0,-2.0,4.0,-1.0,6,0
7.0,11.0,5.0,8.0,6,2
1.0,1.0,3.0,4.0,4,2
-1.0,1.0,-3.0,2.0,4,1
1.0,0.0,1.0,1.0,1,3
-4.0,-5.0,5.0,6.0,7,2
0.0,1.0,-1.0,3.0,4,0
-1.0,0.0,-5.0,-1.0,7,2
0.0,-1.0,1.0,2.0,3,2
3.0,5.0,-2.0,-3.0,5,2
-1.0,-1.0,1.0,0.0,4,0
-1.0,2.0,-2.0,3.0,4,0
2.0,1.0,-1.0,0.0,3,2
3.0,7.0,2.0,5.0,5,2
-7.0,4.0,5.0,-3.0,7,0
2.0,-1.0,-5.0,3.0,4,1
-5.0,-8.0,-8.0,-13.0,8,2
-1.0,1.0,-1.0,0.0,4,1
3.0,-1.0,4.0,-1.0,5,0
3.0,-2.0,-4.0,3.0,4,1
1.0,2.0,0.0,1.0,2,2
12.0,31.0,17.0,44.0,9,2
-4.0,11.0,-7.0,19.0,8,0
-3.0,2.0,-8.0,5.0,6,1
3.0,5.0,4.0,7.0,5,2
0.0,1.0,-1.0,1.0,2,1
3.0,-1.0,-2.0,1.0,3,1
2.0,-1.0,1.0,0.0,3,0
-1.0,1.0,1.0,-2.0,6,0
-27.0,17.0,19.0,-12.0,10,0
5.0,3.0,8.0,5.0,5,3
9.0,-4.0,25.0,-11.0,9,0
1.0,0.0,1.0,1.0,1,3
11.0,-5.0,9.0,-4.0,8,0
41.0,52.0,26.0,33.0,10,2
-1.0,0.0,-1.0,-1.0,5,1
-2.0,1.0,3.0,-2.0,5,0
-11.0,4.0,-36.0,13.0,10,1
6.0,1.0,-1.0,0.0,7,2
1.0,-6.0,1.0,-5.0,7,0
1.0,0.0,0.0,1.0,0,0
1.0,5.0,-1.0,-4.0,6,2
5.0,-9.0,-6.0,11.0,7,0
9.0,-2.0,14.0,-3.0,8,0
5.0,-9.0,19.0,-34.0,10,0
0.0,1.0,-1.0,1.0,2,1
-6.0,5.0,-5.0,4.0,7,1
3.0,-1.0,4.0,-1.0,5,0
-5.0,-2.0,-12.0,-5.0,8,2
-7.0,-9.0,-3.0,-4.0,8,2
-17.0,12.0,-10.0,7.0,8,1
13.0,-21.0,5.0,-8.0,8,0
-47.0,81.0,-65.0,112.0,12,0
-11.0,-5.0,9.0,4.0,8,3
8.0,27.0,13.0,44.0,9,2
1.0,0.0,-4.0,1.0,4,1
-9.0,7.0,-13.0,10.0,8,1
1.0,1.0,4.0,5.0,5,2
-8.0,21.0,-13.0,34.0,9,0
-1.0,0.0,-2.0,-1.0,4,2
1.0,1.0,1.0,2.0,2,2
-1.0,1.0,3.0,-4.0,6,0
2.0,-1.0,-1.0,1.0,2,1
-14.0,11.0,-23.0,18.0,9,1
-5.0,-3.0,-3.0,-2.0,6,2
11.0,3.0,51.0,14.0,10,3
-11.0,30.0,-7.0,19.0,9,0
-3.0,5.0,-8.0,13.0,7,0
-2.0,3.0,-5.0,7.0,6,0
-59.0,-8.0,-22.0,-3.0,14,2
-1.0,-2.0,-1.0,-3.0,5,3
-1.0,1.0,-1.0,0.0,4,1
3.0,2.0,4.0,3.0,4,3
-2.0,-3.0,5.0,7.0,6,2
8.0,-3.0,3.0,-1.0,6,0
-4.0,1.0,-1.0,0.0,7,0
4.0,1.0,7.0,2.0,5,3
-11.0,-7.0,-3.0,-2.0,8,2
5.0,2.0,-3.0,-1.0,5,2
1.0,-2.0,2.0,-3.0,4,0
-23.0,-9.0,18.0,7.0,9,3
1.0,-1.0,1.0,0.0,2,0
22.0,35.0,5.0,8.0,9,2
-7.0,5.0,-3.0,2.0,6,1
3.0,1.0,11.0,4.0,6,3
5.0,-1.0,-9.0,2.0,6,1
5.0,8.0,8.0,13.0,6,2
1.0,-2.0,1.0,-1.0,3,0
3.0,-2.0,8.0,-5.0,6,0
27.0,19.0,-10.0,-7.0,9,2
0.0,-1.0,1.0,0.0,3,0
-11.0,13.0,-6.0,7.0,9,0
7.0,-4.0,-19.0,11.0,7,1
-1.0,-1.0,0.0,-1.0,5,0
3.0,2.0,1.0,1.0,3,3
4.0,7.0,1.0,2.0,5,2
5.0,2.0,-8.0,-3.0,6,2
-7.0,2.0,-4.0,1.0,6,1
1.0,-4.0,0.0,1.0,4,0
5.0,-3.0,2.0,-1.0,5,0
-13.0,-4.0,-16.0,-5.0,10,2
4.0,5.0,-1.0,-1.0,6,2
-5.0,-2.0,18.0,7.0,8,3
-7.0,5.0,-10.0,7.0,7,1
1.0,-6.0,1.0,-5.0,7,0
1.0,-1.0,-6.0,7.0,7,0
-1.0,3.0,0.0,-1.0,5,0
4.0,1.0,-1.0,0.0,5,2
-2.0,5.0,-1.0,2.0,5,0
-31.0,11.0,14.0,-5.0,11,0
3.0,-4.0,-2.0,3.0,4,0
11.0,-51.0,-3.0,14.0,10,0
4.0,-5.0,1.0,-1.0,6,0
66.0,37.0,-91.0,-51.0,12,3
1.0,2.0,0.0,1.0,2,2
-4.0,3.0,-3.0,2.0,5,1
-15.0,4.0,11.0,-3.0,9,0
-13.0,2.0,6.0,-1.0,10,0
-7.0,-9.0,-17.0,-22.0,10,2
4.0,1.0,3.0,1.0,4,3
-13.0,5.0,-8.0,3.0,7,1
-7.0,30.0,-4.0,17.0,10,0
-1.0,1.0,-5.0,4.0,6,1
-1.0,-7.0,2.0,13.0,9,2
15.0,4.0,26.0,7.0,8,3
0.0,1.0,-1.0,2.0,3,0
-10.0,-23.0,-3.0,-7.0,10,2
-5.0,6.0,-6.0,7.0,8,0
2.0,5.0,1.0,3.0,4,2
1.0,2.0,2.0,5.0,4,2
-2.0,1.0,-3.0,1.0,4,1
17.0,-74.0,20.0,-87.0,14,0
2.0,5.0,1.0,3.0,4,2
-13.0,47.0,8.0,-29.0,11,0
1.0,-1.0,0.0,1.0,1,0
0.0,-1.0,1.0,-2.0,5,0
1.0,0.0,-2.0,1.0,2,1
2.0,1.0,-5.0,-2.0,5,2
5.0,2.0,2.0,1.0,4,3
-1.0,4.0,-2.0,7.0,6,0
-85.0,-38.0,-38.0,-17.0,14,3
-1.0,0.0,4.0,-1.0,6,0
5.0,3.0,8.0,5.0,5,3
0.0,-1.0,1.0,1.0,2,3
-1.0,2.0,-6.0,11.0,8,0
8.0,-11.0,3.0,-4.0,7,0
7.0,-5.0,-4.0,3.0,5,1
7.0,-3.0,5.0,-2.0,6,0
19.0,-11.0,-12.0,7.0,7,1
1.0,0.0,2.0,1.0,2,3
0.0,1.0,-1.0,6.0,7,0
-7.0,11.0,-2.0,3.0,7,0
-3.0,4.0,-4.0,5.0,6,0
1.0,-2.0,5.0,-9.0,7,0
-3.0,4.0,8.0,-11.0,8,0
-1.0,0.0,4.0,-1.0,6,0
5.0,11.0,4.0,9.0,7,2
7.0,23.0,3.0,10.0,8,2
13.0,21.0,8.0,13.0,7,2
-52.0,-43.0,179.0,148.0,17,2
1.0,0.0,1.0,1.0,1,3
21.0,29.0,-8.0,-11.0,9,2
1.0,-1.0,0.0,1.0,1,0
7.0,-3.0,5.0,-2.0,6,0
-5.0,-3.0,-8.0,-5.0,7,2
31.0,44.0,19.0,27.0,9,2
-3.0,-7.0,1.0,2.0,6,2
0.0,1.0,-1.0,0.0,3,1
7.0,5.0,4.0,3.0,5,3
0.0,1.0,-1.0,-2.0,5,1
3.0,4.0,-7.0,-9.0,7,2
7.0,-4.0,2.0,-1.0,6,0
19.0,-26.0,30.0,-41.0,10,0
-1.0,-2.0,1.0,1.0,3,3
-14.0,-9.0,11.0,7.0,8,3
-12.0,-5.0,-7.0,-3.0,8,2
-9.0,7.0,-4.0,3.0,7,1
-5.0,2.0,17.0,-7.0,9,0
17.0,-44.0,12.0,-31.0,10,0
4.0,3.0,1.0,1.0,4,3
-2.0,11.0,-3.0,16.0,9,0
0.0,-1.0,1.0,-3.0,6,0
0.0,1.0,-1.0,2.0,3,0
8.0,-19.0,3.0,-7.0,8,0
-7.0,3.0,-12.0,5.0,7,1
17.0,-27.0,12.0,-19.0,9,0
-1.0,-1.0,0.0,-1.0,5,0
-16.0,-11.0,-13.0,-9.0,10,2
18.0,-5.0,11.0,-3.0,8,0
1.0,1.0,-2.0,-1.0,3,2
4.0,-3.0,-1.0,1.0,4,1
-7.0,2.0,-4.0,1.0,6,1
7.0,-13.0,13.0,-24.0,10,0
-3.0,5.0,1.0,-2.0,6,0
5.0,2.0,-3.0,-1.0,5,2
-1.0,0.0,0.0,-1.0,6,0
1.0,1.0,1.0,2.0,2,2
1.0,1.0,1.0,2.0,2,2
-3.0,-1.0,-11.0,-4.0,8,2
-5.0,3.0,-2.0,1.0,5,1
-3.0,2.0,-5.0,3.0,5,1
10.0,-27.0,3.0,-8.0,9,0
-1.0,-3.0,1.0,2.0,4,2
-23.0,-17.0,-27.0,-20.0,12,2
4.0,-7.0,-1.0,2.0,5,0
-15.0,11.0,4.0,-3.0,9,0
0.0,-1.0,1.0,-1.0,4,0
-5.0,-3.0,-3.0,-2.0,6,2
-1.0,-2.0,0.0,-1.0,4,3
7.0,-2.0,4.0,-1.0,6,0
-1.0,0.0,-2.0,-1.0,4,2
2.0,-1.0,3.0,-1.0,4,0
1.0,1.0,1.0,2.0,2,2
7.0,-5.0,10.0,-7.0,7,0
-11.0,18.0,3.0,-5.0,9,0
53.0,-23.0,83.0,-36.0,12,1
1.0,6.0,1.0,7.0,7,2
-4.0,3.0,-11.0,8.0,7,1
-1.0,3.0,-1.0,2.0,4,0
2.0,7.0,1.0,4.0,5,2
1.0,-2.0,3.0,-5.0,5,0
-16.0,-53.0,-3.0,-10.0,13,2
-2.0,1.0,1.0,-1.0,6,0
12.0,7.0,-19.0,-11.0,8,2
15.0,11.0,4.0,3.0,7,3
0.0,-1.0,1.0,5.0,6,2
-20.0,11.0,-11.0,6.0,9,1
-12.0,-7.0,-5.0,-3.0,8,2
-5.0,-3.0,2.0,1.0,5,3
0.0,1.0,-1.0,0.0,3,1
-1.0,2.0,0.0,-1.0,4,1
-31.0,22.0,-24.0,17.0,10,1
4.0,1.0,3.0,1.0,4,3
-15.0,-11.0,11.0,8.0,8,3
1.0,-3.0,0.0,1.0,3,0
1.0,0.0,4.0,1.0,4,3
-3.0,11.0,-5.0,18.0,8,0
2.0,-1.0,1.0,0.0,3,0
83.0,35.0,64.0,27.0,11,3
1.0,0.0,-2.0,1.0,2,1
1.0,3.0,1.0,4.0,4,2
4.0,5.0,7.0,9.0,6,2
-9.0,-20.0,-13.0,-29.0,11,2
-5.0,-7.0,3.0,4.0,6,2
-2.0,-9.0,1.0,4.0,7,2
-19.0,-11.0,7.0,4.0,8,3
-3.0,-1.0,1.0,0.0,6,0
-5.0,12.0,-13.0,31.0,9,0
9.0,-11.0,-4.0,5.0,7,0
-7.0,-3.0,-2.0,-1.0,7,2
5.0,3.0,-17.0,-10.0,8,2
1.0,3.0,-6.0,-17.0,9,2
2.0,9.0,-1.0,-4.0,7,2
-7.0,-3.0,-2.0,-1.0,7,2
-2.0,-5.0,1.0,2.0,5,2
3.0,-5.0,2.0,-3.0,5,0
-1.0,1.0,2.0,-3.0,5,0
-2.0,-1.0,-3.0,-2.0,5,2
-10.0,13.0,-7.0,9.0,8,0
13.0,-8.0,-8.0,5.0,6,1
3.0,1.0,-1.0,0.0,4,2
2.0,5.0,9.0,23.0,8,2
-3.0,-19.0,1.0,6.0,10,2
1.0,2.0,-1.0,-1.0,3,2
1.0,2.0,2.0,5.0,4,2
-1.0,3.0,1.0,-4.0,6,0
5.0,-2.0,8.0,-3.0,6,0
34.0,9.0,-19.0,-5.0,10,2
5.0,-6.0,1.0,-1.0,7,0
-2.0,-1.0,1.0,0.0,5,0
1.0,-1.0,1.0,0.0,2,0
3.0,-2.0,2.0,-1.0,4,0
-1.0,0.0,1.0,-1.0,5,0
-1.0,0.0,1.0,-1.0,5,0
2.0,1.0,-3.0,-1.0,4,2
1.0,1.0,0.0,1.0,1,2
5.0,-8.0,2.0,-3.0,6,0
-2.0,5.0,1.0,-3.0,6,0
-5.0,4.0,-19.0,15.0,9,1
-1.0,3.0,0.0,-1.0,5,0
3.0,-5.0,-4.0,7.0,5,0
-1.0,2.0,-4.0,7.0,6,0
5.0,3.0,13.0,8.0,6,3
-1.0,-3.0,2.0,5.0,5,2
0.0,-1.0,1.0,-1.0,4,0
-26.0,45.0,-11.0,19.0,10,0
-1.0,-5.0,1.0,4.0,6,2
32.0,-7.0,-9.0,2.0,9,1
-3.0,-2.0,2.0,1.0,4,3
-2.0,-1.0,5.0,2.0,5,3
-7.0,5.0,4.0,-3.0,7,0
2.0,5.0,1.0,3.0,4,2
5.0,-1.0,1.0,0.0,6,0
-7.0,3.0,2.0,-1.0,7,0
-1.0,-4.0,0.0,-1.0,6,2
2.0,1.0,3.0,2.0,3,3
-21.0,-8.0,-13.0,-5.0,9,2
4.0,-3.0,-1.0,1.0,4,1
-1.0,4.0,-3.0,11.0,7,0
1.0,0.0,-2.0,1.0,2,1
13.0,-4.0,10.0,-3.0,8,0
18.0,25.0,5.0,7.0,8,2
-3.0,-1.0,-2.0,-1.0,5,2
-1.0,5.0,-3.0,14.0,8,0
5.0,7.0,-3.0,-4.0,6,2
0.0,1.0,-1.0,0.0,3,1
-5.0,-2.0,3.0,1.0,5,3
-3.0,-4.0,4.0,5.0,6,2
-4.0,7.0,1.0,-2.0,7,0
4.0,-13.0,1.0,-3.0,8,0
-1.0,-1.0,-1.0,-2.0,6,0
-2.0,7.0,-5.0,17.0,8,0
3.0,-1.0,-2.0,1.0,3,1
1.0,-3.0,2.0,-5.0,5,0
7.0,-5.0,-4.0,3.0,5,1
-2.0,3.0,5.0,-8.0,7,0
1.0,4.0,1.0,5.0,5,2
-2.0,-5.0,1.0,2.0,5,2
18.0,23.0,7.0,9.0,8,2
