val1,val2,val3,last_matrix
8,-40,-4,3
6,-57,-6,4
-4,37,-6,3
1,-104,-11,3
7,36,-3,2
2,-2,10,2
-12,120,-16,1
-16,36,-8,4
-11,3,1,3
-3,9,-5,4
-8,-27,-6,1
8,-167,-18,1
-2,6,4,1
10,20,16,3
-3,-25,-3,2
-6,89,0,2
-5,-30,5,3
3,-43,-7,3
3,-40,9,2
-2,64,-2,4
-5,9,3,3
-8,16,2,4
-15,1,1,3
10,-67,-2,4
-5,-10,9,2
7,55,3,3
1,-56,9,3
3,-5,-5,4
-1,17,-5,4
0,40,-18,2
-7,91,-13,4
-16,-113,12,2
10,52,24,1
14,70,4,4
0,-48,-12,2
25,94,15,4
-5,82,-9,4
-19,-146,21,2
0,10,4,2
11,-26,3,1
-6,-27,2,2
22,69,10,1
-10,-3,-6,4
8,-275,-24,4
-16,-50,16,3
-15,-23,-1,2
3,10,3,2
6,-49,-18,2
9,-13,-3,2
7,-13,-7,4
15,-24,-3,3
-5,-30,-11,4
5,106,23,1
-4,-12,8,2
-24,101,-8,3
-9,36,-19,3
-13,-46,11,4
5,90,17,3
17,-9,3,1
10,13,6,1
-1,-9,13,2
-2,2,0,2
20,-95,-2,1
-10,-8,-8,2
-9,-18,-3,1
-2,-60,12,3
-1,37,-9,2
-10,7,-4,2
-11,56,-17,2
14,-119,-12,3
5,-11,-17,3
-20,0,0,3
-7,-50,1,1
-7,64,-13,3
-15,28,-7,2
8,19,4,1
-13,8,-11,3
3,28,-9,1
-7,-7,1,4
-3,-87,9,4
1,4,-7,4
1,16,-1,1
-16,42,-12,3
5,2,5,4
1,3,-11,3
-15,-41,7,3
4,-226,-14,4
0,-12,0,1
1,19,-9,3
-9,-69,11,3
2,-64,-14,2
-1,18,-9,1
14,-63,-10,4
4,-23,4,3
-17,46,-13,2
10,-4,-6,2
6,-44,-2,2
-19,-350,27,4
-13,61,5,2
-3,-49,-13,4
-4,66,-4,3
3,48,7,3
-3,-16,3,2
3,25,9,3
0,-6,-2,3
-2,23,-12,2
-3,-2,19,3
6,5,-12,1
-3,-34,-9,4
5,13,-5,3
1,-24,-11,2
5,-17,9,4
-3,-10,-3,2
-22,-65,10,3
-17,112,-13,2
13,-59,-5,4
7,-53,-7,2
1,7,-5,4
-13,11,3,2
2,-71,-14,2
-5,11,1,2
-3,126,-29,3
8,85,10,2
10,88,6,3
8,-16,-2,1
4,50,4,4
-7,90,-15,2
5,11,3,1
-4,55,-20,2
0,-63,-8,4
11,-68,-11,2
9,-13,3,2
0,7,-18,2
2,22,12,1
1,-63,-11,3
-5,12,1,3
0,6,-2,2
7,108,15,1
-8,45,-2,1
6,-20,2,3
6,-82,-2,4
12,23,22,1
-11,-146,11,3
8,9,-4,3
-8,-28,-18,4
-1,-54,13,1
1,24,-1,3
-9,8,1,2
5,0,5,3
8,-34,-8,1
-4,20,2,2
1,23,15,1
8,-61,-8,3
-2,-44,12,2
2,25,14,2
-11,99,-7,2
0,-47,8,3
-5,30,-5,1
8,90,8,3
-16,99,-16,4
-3,19,19,1
-13,197,-13,4
2,21,10,3
6,-16,12,3
-12,10,16,3
-20,-9,4,4
-4,23,-2,2
-1,43,-23,3
6,9,-2,3
-10,-2,-20,2
20,-46,0,1
12,-84,-6,2
-3,2,11,4
-11,-35,7,1
17,-271,-11,1
-4,12,0,2
2,22,2,2
-2,-29,8,1
-18,-166,10,3
2,-16,-4,4
11,99,9,3
-4,20,-6,2
-6,34,6,4
-6,-65,10,3
-2,-20,-2,4
1,23,21,1
-1,-14,9,2
10,5,2,1
-7,-11,-1,1
-1,10,9,4
-4,80,-16,3
9,45,-3,4
-6,6,10,1
-25,-207,7,2
11,-160,-31,2
-12,2,12,4
-2,16,12,4
-4,3,6,3
4,-19,-4,2
-13,115,-17,2
2,-25,-4,4
-14,6,0,2
-2,-1,-4,2
-3,86,5,1
8,-16,-8,4
1,37,5,4
-5,-157,19,1
-24,-324,12,2
1,-36,5,2
-2,11,-6,3
-16,7,-4,4
-8,61,-12,3
-5,-10,11,2
-3,-9,-1,1
-4,-17,-14,2
17,-100,-9,4
-4,36,2,2
3,18,9,2
1,-40,5,1
8,16,2,1
-4,-9,14,3
17,-73,-5,2
25,-165,-11,3
-7,9,-11,4
-14,43,-6,3
-18,146,-12,4
-12,16,-18,2
0,-77,-10,4
2,43,2,1
-11,32,-9,4
-4,20,2,4
-8,-61,10,3
2,13,12,3
4,-10,6,4
-10,42,-8,4
7,-161,-19,4
-10,16,-6,4
-12,-50,12,3
11,107,11,1
9,49,7,3
1,-3,-9,1
-4,63,2,4
-12,59,-4,2
2,-16,2,4
17,165,13,2
17,-48,-7,1
-17,-107,13,4
11,97,13,2
5,123,13,2
-19,25,1,4
3,41,-15,2
10,-39,-8,1
-1,106,-11,4
3,-3,-9,2
-8,-10,-2,4
-3,-23,21,2
-21,164,-13,3
-10,-124,14,3
-2,4,14,2
10,129,10,3
4,-20,-4,4
-6,84,-12,1
4,13,2,1
-7,41,-17,2
5,-16,-1,4
-4,-25,6,3
13,-5,1,2
12,106,16,1
-8,10,8,2
0,-61,14,3
-10,29,8,2
-12,44,-14,3
19,54,3,3
-6,-57,12,1
8,121,10,2
-9,13,3,4
0,24,6,1
19,-136,-3,3
-7,87,-23,3
-15,168,-13,4
-3,107,-17,1
-14,53,-10,2
-3,-4,1,2
-14,-24,8,2
7,-33,7,1
-7,-69,7,3
11,-28,-3,4
-16,43,2,3
0,-1,4,3
-11,28,-7,2
2,-22,-12,2
-2,-23,4,3
2,-50,12,3
14,10,-4,4
2,50,4,2
-7,13,1,4
-19,-90,5,3
8,-16,-10,1
12,-68,-6,4
-5,-88,7,3
-13,110,-15,2
-5,39,1,2
-5,-16,5,3
10,92,8,3
-6,1,2,1
-6,58,8,1
0,-22,6,1
-11,-68,3,1
22,103,6,4
-6,11,-4,4
-2,12,-6,1
5,-87,15,2
19,85,-1,3
8,-80,-10,4
-10,-119,26,2
14,-81,-4,1
3,-29,-9,4
-1,-72,1,1
16,-4,-6,3
9,45,-1,3
-5,17,3,3
2,-15,-4,4
-1,-7,-3,3
-6,64,-6,2
13,46,-9,2
0,-39,-8,4
2,22,12,1
-5,22,-1,2
-19,21,-5,1
-10,-104,6,1
6,15,0,3
0,-38,8,4
18,188,18,3
-7,23,-1,2
1,13,3,1
9,-44,-1,4
6,44,4,1
-7,62,-5,1
6,-9,-6,4
8,3,0,4
-9,-22,1,1
-1,18,15,2
1,-42,15,2
12,122,8,3
4,-74,-20,4
-10,-3,-6,1
-16,-10,2,3
-11,-107,19,3
-8,108,-12,4
-12,132,-6,4
9,5,15,1
-9,-114,-5,1
11,-196,-17,4
-1,6,-3,2
5,-58,-7,4
2,67,4,1
-7,-8,-1,2
1,7,-9,3
-2,14,0,4
15,-104,-17,4
-12,3,18,4
-4,-4,-2,1
15,-31,-9,4
6,58,12,3
3,-25,-5,2
4,-3,-20,2
1,-48,-11,2
10,147,14,2
3,27,9,2
-19,136,-5,1
-8,-30,0,2
-17,-34,1,3
1,-33,5,2
3,-9,-3,4
-21,-81,7,3
-12,-25,6,4
11,4,-5,2
-3,-9,3,1
16,69,2,4
-6,-161,22,4
-26,-125,10,2
-28,-10,2,2
-6,34,-2,2
-11,4,9,1
6,-15,-8,1
0,13,-6,1
-23,-32,3,1
12,15,-2,3
-5,21,-1,2
-1,-42,17,2
21,142,1,1
-16,106,0,4
-8,28,-12,2
23,108,13,3
4,-48,-14,4
0,18,-4,4
-28,-218,0,3
2,-19,-6,3
13,98,13,3
-5,-34,25,1
-17,46,1,2
4,-14,16,1
-3,-15,15,3
-19,-46,-1,2
-8,-41,8,3
2,6,-8,2
-21,13,-5,3
-6,-143,24,2
-11,56,-7,3
11,-38,-7,1
-17,-125,11,2
6,3,2,3
1,10,7,4
-3,-4,9,1
5,42,-25,4
-15,-151,13,3
17,-112,-15,1
3,-37,-17,1
3,-44,5,1
4,12,-2,4
1,15,5,3
10,-75,-10,1
5,-41,-11,1
18,-16,-6,1
4,-56,20,3
-4,-17,4,3
-5,34,7,2
7,-11,-11,1
7,166,15,3
0,57,4,1
1,6,-5,1
4,11,8,4
5,0,5,3
21,285,25,3
0,-48,16,1
5,-1,-1,1
15,-116,-5,4
-1,-13,13,3
6,35,6,1
-1,17,1,1
11,101,7,3
29,19,-5,1
4,-43,-10,2
-15,126,-11,1
-4,8,-8,4
1,12,1,4
22,-45,-2,1
8,41,14,2
10,-127,-16,4
3,-34,-11,4
8,-14,-6,1
-6,7,10,1
0,39,-10,4
-4,-35,0,4
-10,-19,4,2
-16,-84,-6,2
-7,77,-7,1
10,90,8,1
13,48,5,3
16,-210,-10,2
3,1,9,2
2,18,2,3
0,-34,-6,2
-8,0,-2,3
7,-22,-3,4
7,-27,-7,2
-11,85,-15,4
9,31,11,1
2,28,2,1
-13,-13,5,2
-1,-27,9,3
7,38,-7,1
-15,-96,7,2
-2,-17,4,2
3,-31,-7,2
4,-52,-8,1
10,-95,-8,2
-8,-29,-4,3
22,101,20,1
-15,106,-15,1
10,-7,6,4
-1,-36,17,4
-3,45,3,1
-8,-5,-4,2
8,-56,-16,1
4,-72,10,2
4,9,-2,4
20,-18,-4,1
12,49,2,2
4,57,-12,4
8,18,2,2
-2,-38,20,1
10,-13,0,1
5,45,9,4
-11,29,-1,1
13,3,-9,1
11,-112,-5,2
-4,-32,2,1
11,-189,-15,1
1,74,-9,4
7,-50,-5,2
-9,156,-15,1
-4,-53,8,3
-9,-16,-9,1
-9,-46,-1,1
17,78,-5,2
6,81,-2,3
17,-155,-21,1
-15,58,-1,2
14,-19,10,4
-28,-55,2,2
0,32,-4,2
-16,70,-10,2
-9,-103,13,1
4,25,12,2
-4,-21,-16,1
-10,140,-2,3
7,16,-17,1
-6,54,-24,4
-2,24,2,2
-3,-20,-1,3
-9,33,-9,2
2,-1,-8,3
-8,-36,12,3
9,-25,7,2
16,-115,-10,1
-30,-189,2,2
5,-1,13,4
-9,-27,-1,1
-12,138,-8,2
-7,28,-1,4
-3,-15,1,3
-10,32,-2,1
2,-46,-4,2
4,14,10,4
-4,-15,4,4
-4,0,-16,4
-18,-115,2,4
7,107,13,3
-6,-23,-6,1
-6,-18,0,3
19,-79,1,2
10,-27,0,2
3,22,11,3
1,36,13,2
-12,60,-10,4
4,75,16,3
14,-194,-14,4
1,26,-13,3
8,13,2,2
0,28,8,4
0,19,2,2
-9,37,-9,3
-3,-20,-9,3
-5,14,9,3
-4,-1,2,3
11,22,7,2
0,-38,-10,1
-4,57,-30,3
-5,27,-3,2
-5,91,-19,4
-24,-17,-4,2
9,-88,-11,3
10,-6,0,3
-11,72,-5,4
2,90,-10,3
9,-29,-7,3
11,135,13,1
-2,4,-4,3
-4,12,2,3
8,-109,-14,4
4,-4,4,3
5,-6,11,1
9,-70,-11,4
-16,1,-2,1
-18,-113,14,4
7,-22,-11,3
3,39,-11,1
-2,-26,-6,3
-9,76,-5,4
8,-158,-16,2
-9,-58,17,1
-9,19,-9,1
-3,-43,13,1
0,36,-16,1
10,-172,-10,2
-5,55,-5,2
8,36,-10,3
0,-47,0,3
19,-22,-3,1
-17,-125,5,1
7,-69,-3,2
-17,71,-1,3
4,62,0,2
5,13,-3,3
-3,-3,-7,4
14,-170,-14,1
12,-43,-14,1
3,-76,-9,1
-7,-5,3,1
-1,7,-7,1
3,34,1,1
-2,11,4,1
0,57,-16,4
2,-50,16,2
9,-34,-1,4
-4,7,-6,4
15,-34,-3,4
-11,-19,1,4
-14,6,-4,2
-3,-39,-5,4
5,14,3,1
-4,-14,8,4
2,-4,-12,3
7,27,-1,1
-4,-116,12,2
-4,40,-18,2
4,0,-6,1
-21,-37,21,2
0,-66,-20,2
4,13,0,1
-12,-25,-4,4
-1,-7,17,2
-5,-27,5,3
17,23,3,3
-5,-19,-21,4
5,9,-11,1
14,-28,-2,1
-9,2,-1,2
-5,-6,9,4
18,56,-2,1
-8,24,-14,4
-25,-136,9,2
4,35,14,3
5,44,11,2
-13,97,-5,2
1,6,-15,4
3,72,7,3
-7,-11,5,2
-5,55,-35,2
-2,26,0,4
-18,209,-16,2
-17,72,-11,4
7,32,11,1
0,-6,-10,2
4,3,-8,4
0,-4,0,4
4,-1,-2,3
-10,-141,18,2
5,38,11,4
-11,-30,5,1
15,-109,-5,1
2,49,4,1
9,-28,5,3
-4,20,0,3
-1,40,7,3
-8,14,-8,2
8,33,0,3
-1,-46,13,3
9,28,9,4
-7,-121,9,3
-7,-7,13,2
6,24,-2,3
-7,23,19,2
-14,1,2,2
1,-2,1,3
7,-44,9,2
-16,5,8,2
-2,-5,-6,2
-22,131,-6,4
-13,129,-9,2
1,-42,-15,3
-5,29,-9,1
-3,14,21,3
-6,4,0,3
-29,-39,1,3
-6,6,0,2
11,64,3,2
-7,35,-1,4
-7,-94,1,3
8,-29,0,4
3,-7,-3,3
15,64,13,3
1,0,17,3
-14,-70,2,2
7,-42,-3,1
5,25,-3,2
9,65,9,1
2,-19,20,4
15,-60,-1,3
-11,77,-5,1
0,2,0,1
17,-2,-17,3
5,-45,-5,1
3,3,5,2
10,-63,-12,1
-9,71,-7,1
3,16,-11,2
2,2,-6,2
-9,-96,17,4
4,11,-22,3
20,-19,4,1
-11,-37,3,3
0,12,20,3
8,23,-2,3
6,-22,-6,3
-6,41,-16,2
-17,-101,5,1
-14,118,8,1
22,-81,-8,4
4,24,-2,1
13,-48,-5,2
-3,-48,11,1
-8,19,-12,1
-14,-105,8,2
-5,-6,-3,1
-7,-28,-1,3
7,-21,-3,4
6,10,0,2
5,-55,-9,3
-4,52,-8,4
-7,-1,5,2
-8,-26,-8,2
-11,152,-31,4
-6,-22,0,2
-14,140,-24,2
-2,58,-20,1
-28,-182,10,2
7,-67,-13,3
10,-13,8,4
13,53,13,3
5,2,-9,4
12,13,14,3
-18,188,-16,3
-10,-113,16,3
-18,18,-6,3
7,-83,-7,1
21,103,-3,3
-8,-1,-2,2
3,-17,-15,4
10,-9,2,2
-1,-1,-3,2
8,-35,-14,1
-9,8,-1,1
13,102,7,1
2,-37,2,3
-1,14,-3,3
1,151,-15,3
-10,119,-22,4
-4,40,-16,2
-1,38,7,2
2,-16,0,2
3,-19,-21,3
-12,-73,2,2
-3,-42,-19,4
3,23,13,1
-5,15,5,2
-1,8,-1,3
-3,29,-3,4
-1,27,-3,4
-6,8,-4,2
13,-65,-1,4
-8,113,-16,2
-12,11,-4,3
5,4,-5,1
0,68,-12,2
-13,-56,9,4
13,-22,1,1
9,15,5,2
6,-5,-14,1
-4,13,8,1
16,-21,-4,4
-10,-2,2,1
3,26,-7,3
-4,2,6,2
2,-32,4,1
0,-1,4,4
8,-10,-6,1
-3,74,9,2
-19,-24,3,2
9,29,-5,3
-5,-35,3,1
-10,-41,10,4
-4,39,-6,2
-10,-5,-4,2
11,182,25,1
-1,-67,-17,4
2,34,8,3
-1,11,-5,4
-11,-147,29,1
8,-77,22,4
-10,-51,12,2
-1,14,-11,1
8,5,2,3
0,-11,-4,1
-17,-72,9,2
-5,-1,-15,3
2,44,6,2
3,22,-3,2
6,-9,20,4
0,-18,-8,4
-11,-90,-11,1
-16,25,0,4
4,39,2,1
-12,-12,-6,2
1,-2,15,2
19,-84,-11,1
11,-39,-7,2
6,68,24,3
5,-42,-1,3
12,133,18,3
-10,-46,14,4
-13,-49,5,3
3,1,3,3
-6,37,4,4
-11,5,-5,1
-4,1,-6,2
11,78,3,3
19,1,1,4
-5,3,11,2
7,16,3,1
-12,-19,2,4
-23,14,-5,2
12,141,14,1
0,51,-20,1
-6,83,-18,4
-6,-8,8,3
2,48,12,4
-8,-36,10,1
-2,15,-2,4
14,-102,-10,4
1,11,-1,3
-1,58,-1,2
2,-7,2,3
-3,2,1,2
6,-11,12,3
19,-201,-5,3
-9,-23,1,2
-14,-146,10,4
-8,38,-12,4
4,18,10,3
-1,-21,-3,2
-24,-152,8,4
12,-18,4,2
16,4,2,4
0,-1,-2,1
7,-34,5,4
1,-47,7,4
12,145,14,4
8,45,6,3
-4,-85,8,3
4,-45,-10,3
1,-22,-1,2
0,53,10,2
2,2,-10,2
2,-50,0,4
6,4,-16,1
7,-30,-3,4
4,27,4,1
3,34,-9,2
1,2,1,4
4,-32,16,4
-6,20,-4,2
-13,-25,11,1
3,43,-21,4
24,70,4,3
20,4,-4,3
11,-11,-7,4
-7,37,-5,2
-8,-8,18,4
-14,-10,14,1
-2,20,2,4
12,-34,-6,4
-11,-142,13,2
0,54,16,3
-1,9,3,3
-3,3,3,4
-2,-5,-4,4
1,-17,1,1
-10,3,0,2
-8,84,6,2
-5,-7,3,4
-17,23,-5,1
-1,-29,7,1
3,-48,-7,3
1,-5,21,4
30,333,14,3
-4,7,4,1
3,40,-1,1
15,-62,-15,1
23,-161,-17,4
5,-25,-9,3
21,-188,-13,1
3,36,19,3
-8,-59,2,1
-8,-9,2,3
-10,-40,6,3
1,-10,-11,4
6,1,8,3
-5,238,-27,4
-1,42,9,2
4,-23,-2,3
8,8,4,4
-2,11,0,4
-3,-112,15,1
-9,-30,-1,1
2,-16,12,1
8,52,8,4
1,-20,1,1
-10,72,-16,2
4,26,-10,2
6,46,-4,1
-8,-84,16,3
11,49,11,3
15,73,7,3
11,98,5,3
1,-63,5,4
3,-59,7,3
-3,41,-5,3
3,62,25,2
7,25,5,1
9,14,-5,3
6,-30,-6,2
-18,106,-10,1
-3,2,-9,2
0,-53,-4,3
-8,137,-10,4
0,14,-2,2
2,-48,-2,3
20,-154,-12,4
-7,-30,7,3
-9,-19,3,4
-1,-61,-11,4
-2,-7,4,1
3,-53,-21,4
-6,-9,2,4
-18,-134,16,2
16,154,18,1
11,4,-5,1
8,6,10,1
-14,-55,0,3
19,-67,-3,4
-13,5,-13,4
-1,-8,11,3
4,118,18,1
2,66,-18,4
4,-24,-6,4
-2,-39,-10,2
-13,-57,13,4
-2,33,-6,1
6,52,10,2
-4,29,-16,4
13,-67,-5,1
-16,95,-6,3
-4,-39,0,2
-4,25,-8,1
9,92,-13,1
1,3,1,2
11,17,3,4
-10,51,-4,2
-6,6,-8,4
5,23,1,3
7,-7,-3,1
30,-10,-8,1
-8,-55,8,1
4,-29,-6,4
12,11,2,2
-24,98,-16,2
10,51,-4,4
3,9,3,1
9,-1,1,1
-17,5,-5,3
10,-124,-16,4
1,19,-3,1
5,-96,-19,4
8,79,8,1
-9,28,9,4
0,-79,-14,2
0,31,0,4
-13,-31,7,2
-7,29,1,2
7,35,3,3
-3,5,5,1
-10,21,-4,4
6,-39,-6,3
15,23,7,2
-4,13,-6,4
-9,11,-3,4
4,-28,-2,3
6,97,-22,1
-7,96,-17,4
-7,0,5,2
-7,-40,1,2
-3,-111,23,1
-10,79,-6,4
-3,-58,-13,2
14,-114,-10,3
-5,-34,-5,1
6,130,14,2
10,-63,-6,4
-2,-6,-4,2
15,167,13,4
-9,-95,9,3
1,-13,11,2
6,-84,-10,2
-11,12,-3,4
-2,-14,-10,2
-10,-51,2,2
1,-33,3,2
-3,-72,1,4
14,-41,-18,1
19,-185,-9,4
3,3,5,1
-1,-63,21,3
-9,-81,11,1
11,9,-1,2
0,-18,-4,3
-10,6,-4,1
7,59,9,3
8,2,2,2
5,91,15,2
-11,-111,23,1
-8,117,-12,1
2,-39,4,1
-13,65,-3,3
-16,-65,6,2
17,105,3,3
-3,-25,15,1
0,62,4,2
-5,33,-3,2
-3,-7,-3,3
-14,286,-28,3
9,-56,-3,4
15,54,7,1
9,-33,-3,3
-11,-138,21,1
0,-26,-6,3
-13,-79,9,3
-8,30,-8,4
-4,-17,8,4
-7,0,-9,2
-2,-20,-8,2
21,190,15,1
4,-37,-12,2
9,-154,-17,4
7,44,-1,1
4,8,14,3
13,47,-1,1
-13,-19,3,1
-9,32,-5,1
-6,-96,8,2
12,192,18,3
7,79,13,2
14,247,20,3
10,-38,0,2
0,-3,-14,2
1,-19,-9,4
-4,16,12,2
4,-51,2,4
-9,-6,1,2
13,-1,3,4
7,8,3,3
8,1,-12,1
-9,81,-11,3
8,47,10,3
-1,-5,-5,4
-4,-14,4,1
-3,61,-15,2
-4,-4,-10,2
9,-33,1,2
12,20,12,1
11,88,5,3
-2,-16,-4,4
9,-123,-21,1
-2,11,-18,2
4,30,-4,2
-16,-50,4,1
-5,29,-11,2
6,25,8,4
9,8,-13,1
12,124,12,2
-2,-34,0,2
-9,90,7,1
-11,22,-7,3
-3,8,-5,4
8,62,22,1
9,-81,11,1
-6,-17,-4,4
-14,-46,-2,3
-1,-55,-3,2
-1,-58,-13,4
-14,125,-4,4
1,-3,7,3
-6,-15,12,3
11,24,-11,3
-4,-26,-8,3
-1,-18,9,4
11,-78,3,3
-14,18,2,4
8,-10,0,4
15,196,11,2
-4,-15,-2,2
-7,-20,1,2
-6,-28,6,2
-8,-21,-2,2
-14,190,-8,1
12,-29,0,3
0,-19,-4,4
13,-154,-11,4
20,-35,-2,4
-9,8,-1,2
11,-41,-7,1
-8,98,-16,3
5,33,-3,1
-10,-99,4,1
-6,-91,14,3
-6,65,-6,4
15,-9,-3,4
-2,13,4,4
-3,-15,-3,2
-3,23,-9,3
1,40,11,4
-8,-30,2,2
-3,-13,13,2
-7,-47,9,2
9,15,7,1
-8,-1,2,4
-14,73,-10,2
8,37,-8,1
-5,13,-5,2
-3,49,1,4
-2,-37,14,1
-1,-9,-3,2
-15,163,-15,4
3,44,5,2
-5,1,-3,1
-8,-122,10,3
9,130,15,3
-9,-14,-5,2
3,-56,-15,3
-6,-145,14,1
2,-26,8,1
-9,-63,-5,1
6,-16,-12,4
8,5,-10,4
22,1,0,4
4,3,-2,4
13,71,7,2
-1,-25,9,3
8,-22,10,1
-11,26,9,4
-18,-6,6,3
-3,-52,15,3
10,-7,-4,3
-8,15,-2,1
8,-5,-8,3
-13,56,-11,4
-18,73,-10,2
-1,9,-13,1
9,90,21,4
-4,-20,-6,2
7,28,17,4
3,-18,-3,3
12,-96,-4,2
-4,-18,6,3
-1,7,5,3
-6,7,-10,4
-2,-27,8,4
-24,355,-28,4
0,-49,-8,2
5,17,1,4
1,-33,-11,3
2,-20,0,2
